nose,neck,right_shoulder,right_elbow,right_wrist,left_shoulder,left_elbow,left_wrist,mid_hip,right_hip,right_knee,right_ankle,left_hip,left_knee,left_ankle,right_eye,left_eye,right_ear,left_ear,left_big_toe,left_small_toe,left_heel,right_big_toe,right_small_toe,right_heel
"(2903.53, 1219.29)","(2944.78, 1283.99)","(2938.57, 1289.69)","(2938.36, 1348.88)","(2885.66, 1325.24)","(2968.07, 1278.17)","(3032.71, 1331.14)","(2985.34, 1372.31)","(2967.98, 1419.61)","(2962.12, 1419.6)","(2985.52, 1525.56)","(3044.66, 1619.67)","(2973.98, 1425.24)","(2891.53, 1490.24)","(2985.64, 1531.22)","(2909.09, 1213.43)","(2926.75, 1207.64)","(nan, nan)","(2944.75, 1225.31)","(2991.86, 1572.7)","(2991.78, 1566.72)","(2991.56, 1525.53)","(3009.27, 1649.16)","(3026.78, 1637.29)","(3073.99, 1625.52)"
"(2897.25, 1207.79)","(2932.8, 1278.11)","(2903.37, 1283.91)","(2903.39, 1337.07)","(2873.76, 1307.76)","(2944.51, 1278.12)","(3021.05, 1325.18)","(2962.22, 1366.58)","(2944.46, 1419.39)","(2944.64, 1419.42)","(2968.03, 1525.5)","(3044.64, 1619.67)","(2944.41, 1413.73)","(2856.32, 1484.51)","(2950.54, 1548.96)","(2897.29, 1207.56)","(2903.25, 1201.96)","(nan, nan)","(2938.35, 1225.14)","(2956.25, 1584.53)","(2950.55, 1578.69)","(2974.02, 1543.25)","(3015.1, 1654.93)","(3027, 1643.24)","(3074.07, 1625.3)"
"(2873.94, 1207.7)","(2897.71, 1272.37)","(2885.75, 1272.42)","(2885.74, 1336.91)","(2856.18, 1319.52)","(2932.72, 1272.2)","(2991.84, 1325.18)","(2938.91, 1354.8)","(2915.11, 1401.97)","(2909.21, 1401.89)","(2944.86, 1519.41)","(3033.07, 1613.62)","(2926.74, 1407.77)","(2838.46, 1478.56)","(2915.1, 1560.77)","(2885.49, 1207.57)","(2891.22, 1201.92)","(nan, nan)","(2903.29, 1219.24)","(2903.29, 1590.2)","(2909.11, 1584.36)","(2938.32, 1560.74)","(3021.04, 1643.17)","(3032.69, 1631.56)","(3044.73, 1613.91)"
"(2850.36, 1207.72)","(2891.48, 1260.6)","(2856.27, 1266.45)","(2850.58, 1331.29)","(2820.98, 1296.14)","(2903.54, 1260.63)","(2979.93, 1307.74)","(2932.61, 1354.69)","(2897.14, 1396.05)","(2897.27, 1396.07)","(2938.57, 1496.01)","(3021.13, 1590.21)","(2897.13, 1395.95)","(2809.1, 1478.09)","(2891.18, 1572.52)","(2850.29, 1201.97)","(2856.45, 1201.81)","(nan, nan)","(2891.79, 1213.54)","(2850.52, 1602.04)","(2862.25, 1602.05)","(2897.33, 1572.73)","(3015.23, 1637.41)","(3026.95, 1631.42)","(3033.07, 1601.95)"
"(2838.55, 1207.6)","(2856.25, 1260.65)","(2844.13, 1260.61)","(2838.35, 1313.47)","(2809.29, 1307.67)","(2891.43, 1254.87)","(2950.64, 1307.62)","(2897.51, 1348.89)","(2879.66, 1395.86)","(2873.93, 1390.41)","(2932.51, 1496)","(3009.39, 1590.26)","(2879.7, 1390.39)","(2797.18, 1478.24)","(2844.65, 1578.47)","(2838.52, 1201.89)","(2844.62, 1201.81)","(nan, nan)","(2873.9, 1213.55)","(2809.02, 1619.55)","(2826.87, 1619.58)","(2856.38, 1578.78)","(3021.09, 1631.54)","(3026.8, 1625.83)","(3032.68, 1602.05)"
"(2803.56, 1207.61)","(2844.54, 1260.48)","(2809.24, 1260.5)","(2815.01, 1325.22)","(2803.09, 1319.5)","(2867.99, 1260.48)","(2938.77, 1325.19)","(2885.73, 1343.14)","(2850.2, 1395.96)","(2850.27, 1395.97)","(2909.22, 1496)","(2997.4, 1578.64)","(2850.27, 1395.95)","(2767.99, 1478.2)","(2802.99, 1584.49)","(2803.47, 1201.79)","(2826.65, 1201.68)","(nan, nan)","(2850.37, 1207.78)","(2762.17, 1619.58)","(2785.58, 1619.79)","(2809.17, 1601.98)","(3021.06, 1625.68)","(3021.13, 1625.48)","(3021.1, 1578.81)"
"(2797.3, 1202)","(2820.92, 1254.86)","(2797.38, 1254.71)","(2797.38, 1313.51)","(2785.5, 1325.31)","(2850.3, 1254.76)","(2932.49, 1307.75)","(2867.95, 1348.76)","(2838.34, 1390.31)","(2826.73, 1390.27)","(2891.21, 1490.12)","(2985.76, 1572.42)","(2844.18, 1390.28)","(2755.91, 1478.26)","(2761.9, 1590.23)","(2797.33, 1201.75)","(2803.26, 1201.67)","(nan, nan)","(2838.38, 1213.42)","(2720.81, 1619.6)","(2749.91, 1619.84)","(2773.9, 1607.95)","(2991.5, 1613.88)","(2991.72, 1602.13)","(2997.44, 1572.44)"
"(2767.92, 1201.91)","(2802.95, 1254.76)","(2767.87, 1254.63)","(2762.05, 1301.88)","(2750.09, 1296.08)","(2826.84, 1254.76)","(2897.17, 1325.16)","(2844.07, 1343.03)","(2803.27, 1395.88)","(2803.04, 1395.88)","(2862, 1496.05)","(2973.93, 1560.77)","(2809.07, 1395.92)","(2744.28, 1484.04)","(2744.13, 1596.2)","(2767.82, 1201.58)","(2785.62, 1201.57)","(nan, nan)","(2803.41, 1213.36)","(2703.23, 1619.42)","(2714.88, 1619.81)","(2750, 1613.87)","(2974, 1590.35)","(2979.81, 1584.28)","(2991.42, 1554.9)"
"(2755.92, 1201.95)","(2791.39, 1260.44)","(2756.17, 1254.72)","(2744.35, 1296.01)","(2732.59, 1295.79)","(2809.03, 1254.88)","(2885.47, 1331.12)","(2803.53, 1342.72)","(2791.55, 1401.88)","(2785.6, 1401.79)","(2844.2, 1490.39)","(2944.83, 1549.06)","(2797.19, 1401.85)","(2720.7, 1490.07)","(2708.8, 1607.95)","(2755.99, 1201.75)","(2761.89, 1201.58)","(nan, nan)","(2797.15, 1213.51)","(2662.12, 1613.93)","(2673.8, 1619.9)","(2709.28, 1619.51)","(2950.42, 1596.15)","(2956.3, 1584.48)","(2979.65, 1548.96)"
"(2738.53, 1207.54)","(2756.36, 1260.51)","(2738.53, 1254.77)","(2709.04, 1301.97)","(2709.3, 1296.14)","(2797.06, 1260.63)","(2850.07, 1336.78)","(2797.06, 1337.28)","(2762.01, 1396)","(2755.97, 1395.94)","(2815, 1507.81)","(2915.03, 1531.34)","(2779.75, 1396.15)","(2708.86, 1484.57)","(2697.02, 1613.74)","(2744.28, 1201.94)","(2750.1, 1201.79)","(nan, nan)","(2762.22, 1213.53)","(2655.83, 1619.7)","(2662.1, 1625.55)","(2702.81, 1619.82)","(2944.3, 1572.56)","(2938.54, 1566.73)","(2938.43, 1525.4)"
"(2709.08, 1207.79)","(2750.21, 1272.22)","(2715.08, 1266.46)","(2709.12, 1319.48)","(2697.31, 1325.16)","(2762.26, 1272.33)","(2832.58, 1336.83)","(2756.33, 1342.74)","(2750.14, 1407.83)","(2744.34, 1407.72)","(2791.23, 1519.42)","(2891.56, 1525.68)","(2755.82, 1413.54)","(2702.78, 1496.05)","(2667.86, 1619.45)","(2709.07, 1201.89)","(2720.71, 1201.88)","(nan, nan)","(2750.45, 1219.4)","(2632.53, 1619.93)","(2655.93, 1625.77)","(2679.5, 1625.42)","(2921.05, 1560.81)","(2909.14, 1554.89)","(2897.67, 1519.64)"
"(2702.81, 1213.49)","(2720.91, 1272.39)","(2703.32, 1266.52)","(2714.8, 1336.81)","(2679.58, 1336.75)","(2750.38, 1278.06)","(2797.5, 1337.36)","(2744.14, 1337.29)","(2732.57, 1413.61)","(2714.95, 1407.82)","(2750.32, 1519.47)","(2832.69, 1525.64)","(2749.88, 1419.38)","(2673.77, 1496.1)","(2661.88, 1619.7)","(2702.95, 1207.69)","(2708.73, 1207.52)","(nan, nan)","(2732.61, 1225.16)","(2614.82, 1625.57)","(2638.28, 1631.56)","(2667.83, 1625.69)","(2862.06, 1537.28)","(2844.54, 1531.64)","(2867.93, 1513.7)"
"(2667.79, 1207.73)","(2708.82, 1278.12)","(2679.51, 1272.3)","(2662.12, 1331.14)","(2644.14, 1342.82)","(2732.63, 1284.01)","(2779.71, 1342.94)","(2709.08, 1343.28)","(2708.88, 1407.85)","(2697.32, 1407.8)","(2726.65, 1525.39)","(2844.24, 1507.84)","(2720.76, 1413.67)","(2662.21, 1513.6)","(2661.7, 1625.5)","(2668.01, 1207.46)","(2685.48, 1201.93)","(nan, nan)","(2709.1, 1225.14)","(2614.8, 1637.41)","(2632.57, 1654.95)","(2662.17, 1631.74)","(2862.13, 1549.07)","(2850.56, 1543.11)","(2850.33, 1484.49)"
"(2656, 1219.43)","(2691.33, 1283.92)","(2662.11, 1272.33)","(2673.59, 1336.83)","(2632.41, 1343.13)","(2703.36, 1289.68)","(2750.37, 1348.92)","(2679.65, 1354.65)","(2697.19, 1413.52)","(2673.81, 1401.95)","(2697.13, 1525.38)","(2803.06, 1490.33)","(2703.32, 1419.48)","(2656, 1519.62)","(2656.21, 1625.54)","(2656.15, 1207.73)","(2661.96, 1207.76)","(nan, nan)","(2697.3, 1236.79)","(2614.85, 1637.51)","(2638.28, 1654.97)","(2662.1, 1631.73)","(2832.61, 1531.56)","(2815.04, 1531.29)","(2809.01, 1478.54)"
"(2632.41, 1237.03)","(2662.14, 1289.76)","(2655.67, 1284.21)","(2655.68, 1342.77)","(2609.11, 1348.92)","(2691.35, 1289.92)","(2709.1, 1360.71)","(2650.04, 1360.71)","(2662.24, 1431.02)","(2656.2, 1425.52)","(2655.82, 1525.52)","(2661.65, 1625.46)","(2685.47, 1431.18)","(2638.28, 1525.22)","(2661.74, 1625.75)","(2638.31, 1231.01)","(2650.04, 1230.95)","(nan, nan)","(2667.75, 1237.04)","(2614.86, 1649.24)","(2632.5, 1661.04)","(2673.74, 1637.52)","(2632.39, 1643.31)","(2644.12, 1637.45)","(2667.8, 1625.79)"
"(2614.67, 1237)","(2655.83, 1289.7)","(2626.47, 1289.66)","(2620.76, 1342.85)","(2591.15, 1366.53)","(2662.18, 1289.96)","(2679.52, 1372.26)","(2614.75, 1366.46)","(2655.89, 1425.51)","(2644.06, 1425.32)","(2626.63, 1525.69)","(2656.1, 1625.47)","(2661.96, 1431.11)","(2614.92, 1525.29)","(2661.61, 1625.76)","(2614.61, 1225.1)","(2620.77, 1225.24)","(nan, nan)","(2656.13, 1236.94)","(2614.76, 1655.14)","(2626.6, 1666.63)","(2673.59, 1637.5)","(2620.84, 1654.87)","(2638.26, 1643.26)","(2662.01, 1625.75)"
"(2602.85, 1236.88)","(2620.71, 1289.98)","(2609.14, 1289.76)","(2609.13, 1343.34)","(2579.47, 1349.05)","(2638.42, 1290.19)","(2656.19, 1372.47)","(2597.09, 1366.42)","(2644.13, 1431.08)","(2620.8, 1425.44)","(2608.95, 1525.51)","(2656.12, 1619.56)","(2655.82, 1431.25)","(2608.87, 1525.35)","(2656.29, 1625.75)","(2603.04, 1225.25)","(2608.9, 1225.2)","(nan, nan)","(2626.58, 1242.67)","(2614.78, 1655.15)","(2626.65, 1666.62)","(2673.8, 1637.32)","(2632.41, 1643.21)","(2638.43, 1637.31)","(2667.89, 1619.58)"
"(2567.89, 1236.97)","(2609.16, 1289.91)","(2602.87, 1289.84)","(2603, 1342.86)","(2561.83, 1343.21)","(2615.14, 1290.12)","(2626.62, 1366.47)","(2567.69, 1360.67)","(2614.69, 1425.42)","(2608.65, 1425.28)","(2567.46, 1525.35)","(2667.94, 1525.47)","(2626.48, 1431.03)","(2614.54, 1525.59)","(2661.8, 1625.67)","(2573.53, 1225.17)","(2585.25, 1225.21)","(nan, nan)","(2614.67, 1237.1)","(2615.02, 1654.89)","(2638.38, 1660.92)","(2679.68, 1631.5)","(2691.29, 1549.01)","(2691.25, 1537.29)","(2685.44, 1513.71)"
"(2561.5, 1231.19)","(2585.39, 1289.82)","(2567.87, 1284.11)","(2567.78, 1343.07)","(2544.22, 1343.29)","(2603.1, 1290.07)","(2602.95, 1366.55)","(2538.19, 1348.84)","(2603, 1425.29)","(2573.82, 1419.56)","(2532.43, 1519.48)","(2632.56, 1549.09)","(2614.59, 1425.46)","(2614.61, 1531.13)","(2662.09, 1625.77)","(2561.77, 1225.29)","(2562.07, 1219.36)","(nan, nan)","(2591.18, 1242.55)","(2614.95, 1660.79)","(2638.37, 1666.61)","(2691.25, 1631.68)","(2614.97, 1619.57)","(2614.9, 1596.21)","(2656.04, 1554.95)"
"(2532.32, 1231.13)","(2567.77, 1289.7)","(2561.77, 1284.21)","(2561.73, 1342.85)","(2520.47, 1337.34)","(2573.57, 1289.95)","(2567.7, 1360.74)","(2520.31, 1342.92)","(2573.56, 1425.34)","(2561.94, 1419.52)","(2508.77, 1496.21)","(2585.34, 1525.78)","(2602.85, 1430.98)","(2597.06, 1531.11)","(2661.79, 1625.33)","(2544.06, 1219.3)","(2550.11, 1219.26)","(nan, nan)","(2567.84, 1236.92)","(2620.89, 1654.96)","(2650.19, 1660.76)","(2679.68, 1625.67)","(2585.42, 1578.66)","(2585.35, 1572.54)","(2603.03, 1525.4)"
"(2520.36, 1225.15)","(2561.44, 1283.98)","(2550.12, 1278.14)","(2532.4, 1336.97)","(2508.74, 1325.4)","(2561.6, 1289.76)","(2544.17, 1349.11)","(2502.83, 1337.06)","(2561.58, 1419.52)","(2538.32, 1413.67)","(2473.8, 1484.6)","(2561.94, 1537.51)","(2567.73, 1425.27)","(2597.12, 1525.47)","(2661.67, 1619.79)","(2520.86, 1207.71)","(2520.93, 1213.36)","(nan, nan)","(2561.53, 1236.86)","(2626.64, 1649.09)","(2655.83, 1654.97)","(2673.74, 1625.36)","(2561.55, 1578.61)","(2555.82, 1572.79)","(2573.76, 1543.14)"
"(2502.87, 1213.59)","(2526.49, 1283.94)","(2520.45, 1278.05)","(2514.83, 1336.8)","(2473.51, 1307.6)","(2532.45, 1289.73)","(2520.47, 1348.93)","(2473.53, 1313.63)","(2532.26, 1413.6)","(2520.33, 1407.77)","(2461.69, 1484.39)","(2532.38, 1560.9)","(2555.98, 1419.49)","(2573.67, 1519.65)","(2655.88, 1613.91)","(2508.74, 1213.45)","(2514.48, 1207.62)","(nan, nan)","(2526.57, 1236.74)","(2632.47, 1643.24)","(2655.92, 1637.4)","(2661.91, 1619.49)","(2520.71, 1584.59)","(2520.44, 1578.74)","(2555.88, 1566.68)"
"(2473.5, 1219.3)","(2514.45, 1278.25)","(2497.04, 1272.32)","(2485.15, 1325.27)","(2455.91, 1301.74)","(2514.92, 1289.63)","(2502.77, 1343.34)","(2455.73, 1313.5)","(2514.68, 1402)","(2496.91, 1401.82)","(2426.59, 1484.13)","(2508.68, 1572.34)","(2526.38, 1407.75)","(2562.07, 1507.95)","(2649.98, 1602)","(2473.71, 1207.53)","(2479.54, 1207.64)","(nan, nan)","(2514.82, 1231.08)","(2626.57, 1631.55)","(2655.83, 1625.82)","(2656.13, 1607.96)","(2479.54, 1607.92)","(2479.4, 1590.33)","(2514.85, 1572.48)"
"(2467.3, 1207.61)","(2502.89, 1266.53)","(2508.57, 1260.51)","(2479.52, 1331.03)","(2449.92, 1301.88)","(2491.06, 1283.97)","(2467.83, 1343.12)","(2426.59, 1307.54)","(2502.8, 1396.07)","(2479.55, 1395.87)","(2420.35, 1478.61)","(2473.25, 1578.4)","(2514.48, 1401.83)","(2556.02, 1502)","(2638.33, 1584.6)","(2467.56, 1201.7)","(2473.25, 1201.88)","(nan, nan)","(2497.03, 1225.21)","(2620.62, 1625.82)","(2650.06, 1625.48)","(2655.93, 1590.33)","(2432.4, 1619.82)","(2432.41, 1613.85)","(2479.55, 1578.61)"
"(2432.51, 1213.43)","(2473.73, 1266.37)","(2479.43, 1260.46)","(2473.49, 1325.18)","(2426.36, 1296.11)","(2473.25, 1283.84)","(2438.25, 1343.09)","(2414.55, 1313.46)","(2467.86, 1396.19)","(2467.24, 1396.01)","(2390.94, 1484.2)","(2426.46, 1578.79)","(2479.3, 1401.89)","(2532.46, 1501.96)","(2615.15, 1578.71)","(2432.45, 1201.74)","(2455.71, 1202.01)","(nan, nan)","(2473.55, 1219.39)","(2615.03, 1625.44)","(2644.15, 1619.56)","(2638.31, 1578.8)","(2396.9, 1619.67)","(2397, 1613.75)","(2443.99, 1590.23)"
"(2420.67, 1207.59)","(2467.26, 1260.6)","(2467.65, 1254.81)","(2479.43, 1325.24)","(2420.57, 1307.59)","(2449.96, 1272.26)","(2426.51, 1337.23)","(2385.38, 1307.6)","(2461.54, 1390.29)","(2438.25, 1390.21)","(2379.06, 1484.36)","(2379.56, 1590.4)","(2467.59, 1390.39)","(2514.55, 1490.23)","(2609.1, 1572.55)","(2426.45, 1201.61)","(2426.59, 1201.81)","(nan, nan)","(2461.78, 1219.31)","(2614.62, 1607.93)","(2620.87, 1584.56)","(2615.06, 1572.55)","(2355.7, 1619.66)","(2355.81, 1613.85)","(2402.76, 1607.95)"
"(2402.74, 1207.48)","(2438.11, 1260.58)","(2449.82, 1260.44)","(2432.36, 1330.97)","(2379.31, 1307.75)","(2426.52, 1266.54)","(2420.3, 1337.33)","(2367.45, 1331.09)","(2426.7, 1401.85)","(2420.74, 1396.16)","(2367.4, 1490.25)","(2367.46, 1601.95)","(2444.01, 1401.97)","(2491.2, 1501.97)","(2603.02, 1566.51)","(nan, nan)","(2414.64, 1201.75)","(nan, nan)","(2432.18, 1213.59)","(2608.97, 1596.07)","(2614.9, 1578.51)","(2609.12, 1560.67)","(2326.33, 1619.89)","(2326.41, 1619.37)","(2373.54, 1613.81)"
"(2379.29, 1207.7)","(2420.49, 1260.44)","(2426.42, 1254.67)","(2467.37, 1301.89)","(2408.63, 1336.9)","(2414.34, 1266.51)","(2397.07, 1337.32)","(2355.73, 1337.01)","(2420.27, 1395.98)","(2408.71, 1395.88)","(2349.78, 1490.28)","(2332.28, 1607.77)","(2426.15, 1396.07)","(2467.36, 1496.16)","(2567.67, 1543.32)","(2379.51, 1201.6)","(2385.3, 1201.85)","(nan, nan)","(2420.31, 1213.49)","(2591.24, 1578.58)","(2603.03, 1572.47)","(2573.77, 1543.29)","(2296.8, 1619.85)","(2296.89, 1619.4)","(2343.92, 1619.49)"
"(2367.57, 1207.78)","(2408.74, 1260.57)","(2420.41, 1260.52)","(2432.35, 1313.62)","(2379.25, 1331.22)","(2385.11, 1266.4)","(2385.16, 1337.04)","(2338.26, 1337.16)","(2402.86, 1401.77)","(2391.08, 1396.14)","(2332.43, 1496)","(2326.05, 1607.89)","(2414.49, 1401.87)","(2438.27, 1519.51)","(2549.97, 1525.77)","(nan, nan)","(2373.57, 1201.93)","(nan, nan)","(2396.91, 1219.27)","(2567.75, 1566.67)","(2573.53, 1537.53)","(2555.97, 1525.35)","(2285.3, 1619.58)","(2290.85, 1613.74)","(2326.44, 1619.57)"
"(2332.43, 1213.54)","(2379.6, 1272.2)","(2391.09, 1266.34)","(2420.67, 1331.27)","(2367.49, 1331.23)","(2373.61, 1278.23)","(2355.69, 1337.11)","(2320.35, 1331.25)","(2373.56, 1419.53)","(2373.04, 1419.48)","(2326.3, 1507.91)","(2308.51, 1613.66)","(2379.4, 1419.62)","(2420.26, 1519.44)","(2514.94, 1513.63)","(2343.97, 1201.78)","(2344.01, 1201.96)","(nan, nan)","(2379.08, 1213.49)","(2555.8, 1543.32)","(2561.54, 1531.34)","(2520.52, 1490.38)","(2284.97, 1619.94)","(2279.39, 1619.55)","(2320.17, 1619.77)"
"(2326.23, 1207.79)","(2367.4, 1266.43)","(2373.27, 1266.41)","(2391.09, 1331.25)","(2349.79, 1337.15)","(2349.82, 1266.52)","(2355.77, 1337.14)","(2308.69, 1342.87)","(2367.41, 1413.65)","(2355.59, 1413.56)","(2320.19, 1507.94)","(2290.92, 1619.58)","(2373.34, 1419.41)","(2379.34, 1519.62)","(2473.54, 1513.83)","(2332.2, 1201.82)","(2332.13, 1201.98)","(nan, nan)","(2361.49, 1219.43)","(2514.88, 1531.54)","(2514.82, 1525.55)","(2491.12, 1502.02)","(2261.39, 1625.85)","(2267.44, 1625.4)","(2302.71, 1625.6)"
"(2302.83, 1225.21)","(2338.26, 1272.25)","(2338.26, 1272.28)","(2361.57, 1337.05)","(2308.48, 1343.01)","(2332.4, 1278.08)","(2344.07, 1342.73)","(2290.94, 1354.67)","(2332.53, 1419.46)","(2332.1, 1419.35)","(2285.28, 1513.71)","(2285.1, 1625.39)","(2343.97, 1419.57)","(2355.79, 1519.58)","(2467.73, 1496.1)","(nan, nan)","(2320.33, 1213.38)","(nan, nan)","(2332.51, 1225.25)","(2497.06, 1531.22)","(2502.94, 1519.68)","(2473.41, 1484.33)","(2249.73, 1637.34)","(2255.61, 1625.76)","(2296.98, 1631.63)"
"(2284.81, 1231.13)","(2325.94, 1278.22)","(2320.17, 1272.31)","(2320.38, 1337.01)","(2279.31, 1337.02)","(2326.37, 1283.97)","(2326.24, 1343.02)","(2279.07, 1366.53)","(2326.1, 1419.48)","(2320.18, 1419.37)","(2284.98, 1519.7)","(2285.32, 1625.61)","(2331.91, 1419.58)","(2326.2, 1525.23)","(2432.22, 1501.96)","(2285.17, 1225.08)","(2285.34, 1213.61)","(nan, nan)","(2320.41, 1236.73)","(2467.53, 1531.18)","(2467.52, 1525.2)","(2444.02, 1484.51)","(2243.94, 1654.9)","(2255.57, 1637.45)","(2308.58, 1643.19)"
"(2267.26, 1236.86)","(2291.13, 1284.06)","(2285.18, 1283.98)","(2285.21, 1337.33)","(2249.71, 1348.86)","(2302.8, 1284.2)","(2320.34, 1342.98)","(2278.91, 1384.07)","(2308.61, 1407.82)","(2302.63, 1407.74)","(2279.05, 1525.41)","(2285.26, 1625.59)","(2320.15, 1413.71)","(2284.92, 1525.58)","(2385.3, 1490.41)","(2273.17, 1225.2)","(2278.92, 1225.13)","(nan, nan)","(2291.04, 1236.92)","(2426.49, 1525.72)","(2432.17, 1525.21)","(2396.91, 1478.42)","(2238.18, 1660.78)","(2249.71, 1649.05)","(2308.54, 1637.53)"
"(2238.24, 1242.6)","(2285.36, 1289.89)","(2285.22, 1289.71)","(2290.95, 1342.83)","(2249.63, 1366.48)","(2285.04, 1290.16)","(2291.17, 1348.8)","(2267.45, 1390.25)","(2285.39, 1425.2)","(2285.3, 1419.49)","(2273.06, 1525.34)","(2373.42, 1502)","(2290.99, 1425.39)","(2249.74, 1525.69)","(2284.96, 1631.53)","(2243.84, 1236.91)","(2249.79, 1231.18)","(nan, nan)","(2279.37, 1242.62)","(2243.99, 1655.03)","(2273.12, 1666.5)","(2296.94, 1643.27)","(2414.39, 1525.57)","(nan, nan)","(2373.61, 1484.15)"
"(2232.05, 1236.98)","(2278.92, 1289.78)","(2279.16, 1284.04)","(2249.76, 1337.32)","(2202.59, 1343.06)","(2261.62, 1290.19)","(2285.3, 1343.31)","(2249.62, 1401.85)","(2284.84, 1431)","(2285.19, 1425.47)","(2243.81, 1525.56)","(2285.09, 1625.68)","(2279.3, 1431.08)","(2232.17, 1531.13)","(2285.13, 1625.81)","(nan, nan)","(2237.93, 1230.96)","(nan, nan)","(2261.57, 1242.8)","(2249.81, 1660.76)","(2273.12, 1666.5)","(2308.58, 1637.35)","(2243.87, 1660.75)","(2249.7, 1655.06)","(2302.81, 1631.43)"
"(2208.54, 1242.56)","(2238.27, 1290.05)","(2237.87, 1290.02)","(2238.1, 1342.85)","(2196.92, 1342.85)","(2238.16, 1290.02)","(2278.97, 1342.75)","(2238.07, 1396.04)","(2267.44, 1425.46)","(2267.44, 1425.39)","(2232.06, 1525.55)","(2285.06, 1625.77)","(2273.09, 1431.04)","(2196.84, 1525.24)","(2285.25, 1613.64)","(2214.46, 1231.19)","(2226.06, 1231.12)","(nan, nan)","(2238.12, 1242.69)","(2279.21, 1637.33)","(2290.93, 1625.71)","(2297, 1619.73)","(2255.53, 1666.49)","(2261.54, 1655.09)","(2302.71, 1637.49)"
"(2190.77, 1236.83)","(2231.94, 1289.68)","(2220.39, 1289.69)","(2196.93, 1337.26)","(2173.08, 1337.03)","(2231.92, 1289.69)","(2273.15, 1337.02)","(2237.82, 1390.32)","(2243.76, 1425.43)","(2243.99, 1425.39)","(2232.33, 1525.76)","(2285.18, 1625.93)","(2243.75, 1425.53)","(2173.1, 1507.83)","(2243.87, 1531.3)","(2191.05, 1236.77)","(2196.82, 1219.43)","(nan, nan)","(2231.83, 1242.57)","(2255.56, 1613.78)","(nan, nan)","(2261.62, 1525.46)","(2249.7, 1660.96)","(2267.36, 1654.98)","(2308.56, 1643.23)"
"(2179.03, 1242.57)","(2214.47, 1284.02)","(2202.67, 1283.98)","(2220.16, 1337.04)","(2184.8, 1337.01)","(2220.26, 1284.05)","(2255.63, 1331.1)","(2231.94, 1384.1)","(2231.94, 1425.22)","(2237.69, 1425.27)","(2232.12, 1531.28)","(2291.03, 1625.62)","(2226.05, 1425.23)","(2143.52, 1495.99)","(2231.91, 1537.31)","(nan, nan)","(2185, 1231.1)","(nan, nan)","(2208.44, 1242.53)","(2243.76, 1596.2)","(2237.85, 1578.51)","(2237.85, 1531.46)","(2273.38, 1649.12)","(2285.27, 1637.39)","(2320.2, 1631.7)"
"(2149.88, 1236.78)","(2191.15, 1283.94)","(2190.63, 1283.98)","(2184.89, 1337.2)","(2161.37, 1343.21)","(2196.67, 1283.99)","(2243.75, 1325.25)","(2220.36, 1378.11)","(2196.87, 1419.44)","(2202.77, 1419.41)","(2226.19, 1531.11)","(2285.39, 1619.94)","(2196.73, 1425.16)","(2125.92, 1484.44)","(2191.16, 1543.25)","(nan, nan)","(2173.08, 1219.41)","(nan, nan)","(2190.96, 1236.91)","(2196.82, 1584.43)","(2196.63, 1578.56)","(2220.19, 1549.07)","(2267.44, 1649.07)","(2279.24, 1637.39)","(2314.48, 1625.69)"
"(2143.56, 1225.16)","(2179.1, 1284.09)","(2167.25, 1289.72)","(2143.78, 1342.7)","(2108.54, 1307.67)","(2184.74, 1283.89)","(2231.95, 1331)","(2190.63, 1366.55)","(2190.57, 1419.43)","(2191, 1419.59)","(2220.17, 1525.18)","(2285.18, 1619.47)","(2184.93, 1413.69)","(2096.46, 1478.59)","(2184.68, 1560.72)","(nan, nan)","(2144.07, 1213.36)","(nan, nan)","(2179.13, 1236.9)","(2161.35, 1596.07)","(2173.18, 1584.62)","(2190.84, 1560.68)","(2278.9, 1643.34)","(2284.95, 1637.29)","(2302.7, 1619.77)"
"(2131.74, 1225.26)","(2149.58, 1283.91)","(2138.08, 1283.99)","(2131.82, 1337.05)","(2090.54, 1295.98)","(2161.44, 1283.84)","(2220.38, 1307.76)","(2184.86, 1354.72)","(2155.66, 1401.98)","(2161.53, 1401.93)","(2202.58, 1513.62)","(2279.34, 1607.78)","(2155.61, 1407.75)","(2079.07, 1478.45)","(2137.99, 1572.45)","(2131.89, 1231.01)","(2137.79, 1213.39)","(nan, nan)","(2155.52, 1236.89)","(2114.33, 1590.38)","(2131.92, 1590.35)","(2149.59, 1572.69)","(2279.28, 1654.95)","(2284.97, 1643.22)","(2290.87, 1613.79)"
"(2102.58, 1219.42)","(2137.82, 1266.54)","(2120.21, 1272.3)","(2102.48, 1319.36)","(2073.18, 1289.89)","(2143.91, 1272.25)","(2220.15, 1319.43)","(2167.27, 1354.69)","(2137.98, 1396.09)","(2138.08, 1396.1)","(2191.01, 1496.13)","(2278.99, 1596.06)","(2137.87, 1395.98)","(2049.8, 1478.3)","(2096.87, 1578.46)","(2102.62, 1207.76)","(2120.22, 1213.34)","(nan, nan)","(2143.71, 1236.86)","(2084.67, 1613.86)","(2090.82, 1613.91)","(2114.31, 1578.75)","(2278.94, 1655.06)","(2279.35, 1643.27)","(2285.19, 1608.02)"
