Left_knee_Y_Coordinate,Right_knee_Y_Coordinate
94.52999999999997,82.37999999999988
94.23999999999978,76.61999999999989
94.51499999999987,88.32500000000005
100.01999999999998,94.04999999999995
99.82000000000016,94.24000000000001
97.38500000000022,91.54500000000007
97.55499999999984,91.54499999999985
111.71499999999992,94.28499999999985
100.13000000000011,94.61000000000013
105.8599999999999,99.91000000000008
103.01749999999993,99.90750000000003
100.17499999999995,99.90499999999997
111.80999999999995,105.95000000000005
100.25000000000023,94.57000000000016
94.32000000000016,94.57000000000016
93.97000000000003,105.75
82.32500000000005,105.93500000000017
64.84999999999991,100.24000000000001
68.05000000000018,108.74000000000001
76.45500000000015,105.95500000000015
70.68000000000006,94.15000000000009
82.51999999999975,100.11999999999989
82.55999999999995,94.02999999999997
88.15000000000009,94.16000000000008
88.14999999999986,105.80999999999995
88.15999999999985,111.66999999999985
88.33500000000026,117.64500000000021
91.18000000000006,102.92000000000007
88.53500000000008,111.91499999999996
97.13499999999999,103.05500000000006
88.44500000000016,88.46500000000015
79.57500000000005,79.43499999999995
91.27999999999997,91.1099999999999
91.23500000000013,85.32500000000027
102.91499999999996,102.94499999999994
94.06999999999994,88.28999999999996
106.02999999999997,88.1400000000001
105.99000000000001,82.02000000000021
100.24000000000001,70.64999999999986
97.57500000000005,67.77499999999986
94.41499999999996,70.76499999999987
94.30499999999984,82.47499999999991
99.78499999999985,70.69499999999994
100.24000000000001,82.59999999999991
94.54500000000007,88.42499999999995
97.47000000000025,91.25000000000023
100.30999999999995,94.2199999999998
100.20000000000005,100.17999999999984
100.25,100.16999999999985
111.71000000000004,100.03999999999996
111.87000000000012,94.37000000000012
100.13499999999999,100.10500000000002
103.0150000000001,97.32500000000005
97.38999999999987,97.07999999999993
94.02499999999986,105.88499999999999
88.38500000000022,100.375
70.62000000000012,105.73000000000002
70.66000000000008,105.82000000000016
73.59500000000003,109.00500000000011
70.56999999999994,94.36000000000013
79.42499999999995,91.36500000000001
82.18499999999995,100.17499999999995
82.29000000000019,105.94000000000005
79.74499999999989,97.08500000000004
82.5150000000001,94.25500000000011
88.36000000000013,105.87000000000012
88.20999999999981,111.80999999999995
91.30500000000006,114.94500000000016
91.28500000000008,114.67500000000018
91.21000000000004,97.18000000000006
97.08500000000026,108.58500000000026
91.27999999999997,96.89999999999986
88.50999999999999,76.80999999999995
94.25,94.25
97.18000000000029,85.49000000000024
85.49500000000012,67.97500000000014
106.00999999999999,70.62999999999988
106.0150000000001,65.05500000000006
103.16999999999985,79.25999999999976
99.94000000000005,87.81999999999994
99.96499999999992,82.375
102.96500000000015,85.46500000000015
100.46499999999992,94.09500000000003
100.05500000000006,88.44499999999994
94.67499999999995,88.69499999999994
100.13499999999999,94.25500000000011
105.92499999999995,94.07499999999982
100.23000000000002,100.37999999999988
117.57999999999993,99.83999999999992
108.81500000000005,102.82500000000005
123.40499999999997,106.00500000000011
114.75500000000011,97.0150000000001
117.52000000000021,105.85000000000014
91.24999999999977,102.88999999999987
88.23500000000013,111.86500000000001
85.05999999999995,120.51999999999998
79.29500000000007,114.66499999999996
82.43499999999995,105.9849999999999
85.2049999999997,103.19499999999971
76.43499999999995,100.09500000000003
82.27500000000009,99.78500000000008
76.78500000000008,94.45499999999993
88.23000000000002,99.99000000000001
88.33500000000026,99.92500000000018
93.93500000000017,100.23500000000013
94.17000000000007,94.6400000000001
94.23500000000013,94.58500000000004
94.07000000000016,105.83000000000015
100.00499999999988,105.96499999999969
94.04500000000007,99.95499999999993
94.22000000000003,88.36999999999989
97.1099999999999,91.26999999999998
97.21000000000004,91.22000000000003
95.63499999999999,86.84500000000003
94.06000000000017,82.47000000000003
94.36500000000001,76.85500000000002
99.93000000000006,70.42000000000007
108.81999999999994,79.17000000000007
102.94000000000005,79.20000000000005
97.21500000000015,73.61500000000024
97.30499999999984,79.43499999999995
99.8449999999998,76.46499999999992
94.18000000000006,82.12000000000012
100.10500000000002,94.06500000000005
100.0,94.34000000000015
100.13499999999999,99.76499999999987
103.3900000000001,97.42000000000007
109.06000000000017,97.18000000000006
100.31500000000028,94.4050000000002
106.12500000000023,94.27500000000009
117.41000000000008,100.09999999999991
126.125,102.81500000000005
123.58999999999992,105.98999999999978
111.78999999999996,99.93000000000006
94.24499999999989,105.96499999999992
76.76999999999998,105.87000000000012
82.2650000000001,111.80500000000006
82.1400000000001,105.94000000000005
87.88499999999999,111.60500000000002
76.3449999999998,100.13499999999976
76.43249999999989,94.42999999999984
76.51999999999998,94.14499999999998
76.57500000000005,94.24000000000001
88.29000000000019,96.98250000000007
91.07250000000022,99.72500000000014
93.85500000000025,94.5
88.50999999999999,100.125
88.54500000000007,99.96500000000015
94.15499999999997,117.52999999999997
99.93000000000006,114.73000000000002
91.41000000000008,114.61499999999978
85.35499999999979,114.74499999999989
96.95499999999993,105.82499999999982
88.25499999999988,94.33999999999992
88.45000000000005,92.87249999999995
89.89750000000004,91.40499999999997
91.34500000000003,97.05499999999984
97.08500000000004,85.28500000000008
97.125,76.72999999999979
82.55999999999995,76.42000000000007
100.0300000000002,70.75499999999988
100.18499999999995,85.21000000000026
97.3900000000001,85.18000000000006
97.00999999999999,82.41000000000008
99.97000000000003,88.21000000000004
94.3599999999999,88.34999999999991
94.34999999999991,93.97000000000003
94.43000000000006,94.125
100.22500000000014,94.44000000000005
105.99000000000001,94.40499999999997
94.43499999999995,94.53499999999985
100.30499999999984,97.22999999999979
114.56999999999994,105.92499999999995
111.66499999999996,111.56500000000005
123.21499999999992,100.12999999999988
123.53999999999996,94.24000000000001
105.97000000000003,100.10000000000014
88.30999999999995,99.95499999999993
82.37499999999977,102.96000000000004
73.68000000000006,100.04999999999995
82.38000000000011,105.7650000000001
88.06500000000005,99.91000000000008
76.51000000000022,97.01999999999998
79.33999999999992,94.0
88.02999999999997,93.8900000000001
82.15000000000009,94.27500000000009
88.13499999999999,94.54000000000019
88.43000000000006,100.07999999999993
88.0,100.01000000000022
82.43000000000006,100.11999999999989
94.03999999999996,94.68000000000006
88.20000000000005,105.69500000000016
94.0150000000001,98.59000000000015
92.54000000000019,
91.06499999999983,
88.1099999999999,
