Frame,Angle
0,12.306530216679251
1,18.459379303197373
2,24.612228389715497
3,24.805130947085264
4,25.91686338020328
5,31.566285540813077
6,32.66590557807133
7,34.58107666358353
8,38.11323526572256
9,41.667330404264746
10,48.93115758586539
11,54.01213376005891
12,60.24830937391697
13,63.671598483124534
14,66.55276514293114
15,67.08864541501246
16,67.7741232784975
17,65.91556955041224
18,66.00814207272609
19,64.02661403824547
20,60.67774284622622
21,53.81166877128941
22,49.601996210575514
23,43.2806465175091
24,36.64157650464697
25,30.14614876111345
26,25.806690942166128
27,19.943086531406845
28,12.870753234397725
29,8.44661769525213
30,5.965970925570367
31,8.21481586106361
32,9.757812820633056
33,11.849615458608044
34,14.697424178548529
35,19.332222904718428
36,17.876816632857057
37,16.551647006453965
38,16.69688099086777
39,14.087485131759577
40,8.394939477092658
41,6.197921240440751
42,6.746561210905282
43,6.151002756365145
44,10.51041535040358
45,15.43316748235004
46,21.344818207925698
47,26.664532189630076
48,34.69818716652401
49,40.47404530102419
50,47.93159757428249
51,54.41230354223508
52,57.836886863682636
53,60.37207711517292
54,60.45991860437927
55,59.77276450058449
56,58.55609571827505
57,58.01993225324654
58,57.639402687072845
59,55.25151824859836
60,49.93327287488634
61,43.20702936275811
62,35.69316181557224
63,27.892514279457316
64,19.47799372062987
65,13.46859938979242
66,11.639614621707913
67,12.676950722038711
68,13.15900079651349
69,18.34905774591436
70,22.664346900992
71,25.123480087195368
72,27.658511172240967
73,29.382463659813162
74,30.626521812952465
75,31.562215577640675
76,31.801621002227296
77,30.600105746904088
78,28.236081417269894
79,25.398204464309316
80,20.54833409960429
81,15.576751665690091
82,9.790429525943937
83,7.545144304617711
84,5.689874507642668
85,8.926615993692383
86,13.7250189145534
87,20.034020034920612
88,27.003904175029703
89,33.73761352710741
90,41.178774046748416
91,46.11878282810544
92,50.74136103570969
93,53.02823195541456
94,54.1807087272072
95,53.0486374342153
96,51.670114557875294
97,46.726861095243024
98,41.630783062868105
99,34.27646780996996
100,24.99404785673802
101,16.527909688306767
102,10.55448520078663
103,6.983104576845802
104,7.765070324963758
105,12.093161500318043
106,17.521734151574336
107,23.77335568082561
108,27.94577988694857
109,31.489250853333516
110,34.594521262335036
111,35.51191177830634
112,37.955753651257176
113,40.174156841376345
114,39.86002994614844
115,39.64753637080642
116,38.950008406448724
117,36.725388901450955
118,33.36293370769458
119,32.262453429489526
120,27.090411316261747
121,25.23487442632029
122,21.484336269228745
123,18.23391794143739
124,13.420581546292155
125,11.191812332611644
126,10.93231779014549
127,10.577782570640524
128,15.661900151236257
129,20.76848370553212
130,27.68808859360056
131,29.656555749777013
132,33.01110446666283
133,31.2549303865136
134,25.468468832364707
135,23.784353413117437
136,22.91562515894914
137,16.76277607243102
138,11.441654101288307
