nose,neck,right_shoulder,right_elbow,right_wrist,left_shoulder,left_elbow,left_wrist,mid_hip,right_hip,right_knee,right_ankle,left_hip,left_knee,left_ankle,right_eye,left_eye,right_ear,left_ear,left_big_toe,left_small_toe,left_heel,right_big_toe,right_small_toe,right_heel
"(2567.7, 1024.98)","(2614.83, 1095.77)","(2609.09, 1095.76)","(2609.12, 1160.38)","(2561.67, 1160.64)","(2614.89, 1101.47)","(2638.23, 1166.46)","(2568.05, 1201.79)","(2614.82, 1266.41)","(2608.71, 1266.34)","(2561.58, 1390.17)","(2561.94, 1531.15)","(2626.6, 1266.42)","(2650.02, 1401.78)","(2755.98, 1348.92)","(2567.62, 1013.38)","(2579.49, 1013.47)","(nan, nan)","(2615.01, 1030.91)","(2803.36, 1384.37)","(2803.39, 1372.46)","(2756.12, 1336.99)","(2514.42, 1554.87)","(2514.75, 1537.29)","(2573.68, 1543.1)"
"(2550.02, 1030.91)","(2585.26, 1101.4)","(2573.56, 1101.35)","(2573.53, 1166.24)","(2520.56, 1154.72)","(2597.04, 1101.46)","(2614.86, 1184.11)","(2561.6, 1219.42)","(2591.13, 1278.04)","(2567.76, 1272.36)","(2526.72, 1396.15)","(2562.05, 1531.59)","(2608.87, 1272.38)","(2597.03, 1413.68)","(2708.94, 1348.99)","(2555.66, 1019.33)","(2561.77, 1019.18)","(nan, nan)","(2591.21, 1042.76)","(2756.37, 1390.02)","(2761.89, 1378.25)","(2709.07, 1337.02)","(2514.45, 1560.88)","(2520.41, 1543.21)","(2579.52, 1555.01)"
"(2514.57, 1036.7)","(2561.65, 1101.46)","(2561.53, 1101.31)","(2550.11, 1172.17)","(2479.6, 1160.49)","(2561.68, 1101.7)","(2603.03, 1178.18)","(2544.04, 1236.83)","(2567.77, 1266.34)","(2567.77, 1266.33)","(2520.51, 1401.98)","(2561.72, 1531.55)","(2567.82, 1266.49)","(2520.82, 1425.15)","(2644.18, 1354.85)","(2514.77, 1019.15)","(2520.63, 1019.33)","(nan, nan)","(2561.52, 1048.52)","(2703.07, 1384.19)","(2702.99, 1378.08)","(2644.28, 1337.31)","(2502.95, 1566.56)","(2514.74, 1549.03)","(2567.96, 1554.9)"
"(2473.77, 1048.37)","(2520.85, 1107.36)","(2514.95, 1101.7)","(2520.38, 1189.85)","(2461.48, 1166.26)","(2526.64, 1107.7)","(2579.4, 1189.69)","(2520.43, 1242.63)","(2549.89, 1272.3)","(2544.18, 1272.2)","(2502.96, 1396.1)","(2561.77, 1531.54)","(2550.03, 1278.21)","(2473.82, 1407.73)","(2608.82, 1366.62)","(2473.72, 1019.33)","(2497.05, 1025.14)","(nan, nan)","(2520.84, 1048.68)","(2655.96, 1390.12)","(2655.88, 1384.22)","(2614.66, 1343.19)","(2508.62, 1566.61)","(2514.81, 1549.13)","(2573.6, 1549.02)"
"(2461.46, 1048.42)","(2491.1, 1107.21)","(2473.76, 1107.24)","(2473.48, 1195.68)","(2420.46, 1154.92)","(2514.38, 1101.8)","(2561.63, 1178.03)","(2508.82, 1237.03)","(2514.82, 1278.05)","(2514.85, 1278.2)","(2479.51, 1407.87)","(2561.82, 1531.47)","(2514.93, 1272.36)","(2426.5, 1395.91)","(2561.6, 1378.36)","(2455.77, 1036.67)","(2467.57, 1030.91)","(nan, nan)","(2491.11, 1054.19)","(2608.78, 1401.84)","(2608.69, 1390.38)","(2567.64, 1360.63)","(2508.87, 1566.54)","(2520.52, 1549.06)","(2573.68, 1543.1)"
"(2420.66, 1042.73)","(2467.77, 1101.63)","(2455.67, 1101.68)","(2438.3, 1189.77)","(2385.27, 1154.87)","(2479.37, 1101.84)","(2538.2, 1166.41)","(2479.41, 1236.74)","(2479.28, 1278.27)","(2479.36, 1278.18)","(2467.85, 1413.68)","(2561.76, 1531.28)","(2479.51, 1283.93)","(2396.82, 1384.34)","(2514.7, 1384.24)","(2420.54, 1019.36)","(2426.7, 1025.04)","(nan, nan)","(2467.76, 1048.43)","(2532.41, 1419.51)","(2526.45, 1407.68)","(2520.89, 1372.39)","(2514.74, 1560.88)","(2526.38, 1549)","(2573.78, 1537.23)"
"(2385.39, 1031)","(2426.59, 1101.39)","(2420.33, 1101.41)","(2414.62, 1195.47)","(2367.42, 1154.47)","(2449.97, 1101.41)","(2514.77, 1154.87)","(2461.74, 1213.54)","(2449.97, 1260.5)","(2449.83, 1260.45)","(2467.37, 1413.5)","(2555.87, 1525.56)","(2455.81, 1260.58)","(2361.55, 1378.07)","(2467.5, 1407.8)","(2385.22, 1019.31)","(2408.63, 1019.19)","(nan, nan)","(2426.61, 1036.89)","(2479.45, 1478.37)","(nan, nan)","(2473.48, 1395.97)","(2508.81, 1566.58)","(2514.89, 1554.88)","(2567.89, 1531.37)"
"(2367.53, 1024.99)","(2408.8, 1101.51)","(2385.15, 1101.53)","(2379.35, 1183.9)","(2332.05, 1148.69)","(2426.22, 1101.46)","(2497.04, 1154.71)","(2432.41, 1201.87)","(2420.42, 1266.47)","(2420.71, 1266.48)","(2461.51, 1413.64)","(2549.88, 1525.15)","(2420.22, 1266.37)","(2326.08, 1354.76)","(2426.49, 1431.1)","(2373.03, 1019.21)","(2373.61, 1013.47)","(nan, nan)","(2414.48, 1036.78)","(2426.45, 1478.34)","(2426.55, 1466.65)","(2438.28, 1425.4)","(2514.38, 1566.63)","(2520.54, 1555.02)","(2561.96, 1525.46)"
"(2332.12, 1024.99)","(2373.62, 1095.8)","(2361.48, 1101.36)","(2349.94, 1166.41)","(2302.81, 1125.15)","(2385.4, 1101.28)","(2467.64, 1148.78)","(2414.59, 1201.4)","(2379.23, 1260.44)","(2379.44, 1254.83)","(2432.19, 1396.07)","(2520.8, 1501.99)","(2379.15, 1260.52)","(2284.8, 1343.22)","(2385.09, 1431.57)","(2332.03, 1013.39)","(2343.94, 1013.4)","(nan, nan)","(2379.38, 1031)","(2373.44, 1484.42)","(2379.55, 1478.56)","(2414.46, 1431.43)","(2508.79, 1554.95)","(2514.48, 1543.22)","(2555.72, 1513.58)"
"(2314.34, 1019.39)","(2338.06, 1095.58)","(2326.19, 1095.59)","(2326.13, 1154.78)","(2279.15, 1148.62)","(2367.48, 1095.6)","(2444.02, 1148.52)","(2385.28, 1195.74)","(2355.7, 1248.99)","(2367.29, 1249.03)","(2420.33, 1389.84)","(2514.45, 1484.6)","(2344.08, 1249.04)","(2238.23, 1343.01)","(2337.97, 1443.32)","(2314.47, 1019.02)","(2326.18, 1013.51)","(nan, nan)","(2355.7, 1036.88)","(2320.38, 1490.26)","(2332.1, 1484.58)","(2367.54, 1448.93)","(2514.66, 1560.89)","(2514.72, 1549.17)","(2520.86, 1490.3)"
"(2279.34, 1019.19)","(2320.29, 1089.8)","(2285.37, 1095.46)","(2279.26, 1154.78)","(2244.08, 1113.43)","(2332.35, 1089.67)","(2414.7, 1142.82)","(2361.68, 1189.74)","(2326.19, 1248.74)","(2326.25, 1248.86)","(2396.91, 1383.99)","(2491.2, 1484.11)","(2326.09, 1248.68)","(2220.21, 1342.88)","(2284.79, 1472.62)","(2279.2, 1013.25)","(2290.87, 1013.31)","(nan, nan)","(2326.49, 1036.75)","(2238.13, 1513.73)","(2267.47, 1513.74)","(2302.63, 1478.34)","(2502.94, 1537.18)","(2514.68, 1531.34)","(2514.55, 1484.51)"
"(2238.24, 1019.31)","(2284.98, 1089.71)","(2255.63, 1095.5)","(2238.22, 1160.68)","(2220.33, 1130.99)","(2320.21, 1089.65)","(2379.59, 1142.71)","(2326.44, 1184.03)","(2285.23, 1242.86)","(2285.23, 1242.94)","(2367.55, 1378.16)","(2473.36, 1472.45)","(2285.31, 1242.83)","(2190.58, 1337.34)","(2232, 1478.64)","(2238.03, 1013.48)","(2255.55, 1013.31)","(nan, nan)","(2285.24, 1019.28)","(2185, 1507.87)","(2196.73, 1519.51)","(2244, 1484.58)","(2479.37, 1496.13)","(2491.12, 1490.28)","(2485.26, 1478.24)"
"(2226.14, 1019.04)","(2261.49, 1089.66)","(2237.81, 1089.84)","(2220.26, 1184.04)","(2190.97, 1125.16)","(2285, 1078.13)","(2373.15, 1148.35)","(2296.93, 1178.17)","(2273.13, 1248.56)","(2267.46, 1248.63)","(2332.18, 1378.1)","(2461.67, 1437.36)","(2273.11, 1243.04)","(2155.64, 1342.81)","(2179.17, 1484.56)","(2226.14, 1013.38)","(2232.19, 1013.16)","(nan, nan)","(2273.06, 1019.21)","(2131.86, 1513.75)","(2143.62, 1525.26)","(2190.79, 1507.73)","(2473.54, 1507.83)","(2479.31, 1496.17)","(2473.63, 1437.22)"
"(2190.68, 1019.01)","(2232, 1089.8)","(2196.83, 1095.47)","(2190.96, 1160.38)","(2161.4, 1119.28)","(2249.71, 1089.73)","(2332.28, 1148.67)","(2273.39, 1183.92)","(2232.32, 1248.64)","(2237.73, 1248.68)","(2291.03, 1378.35)","(2426.65, 1425.52)","(2237.7, 1248.64)","(2137.91, 1343.23)","(2137.55, 1490.41)","(2190.76, 1013.28)","(2196.78, 1013.16)","(nan, nan)","(2237.78, 1019.35)","(2084.79, 1519.52)","(2096.43, 1525.48)","(2143.71, 1519.48)","(2461.61, 1478.44)","(2467.33, 1478.1)","(2455.8, 1419.51)"
"(2155.45, 1013.52)","(2191.03, 1095.49)","(2179.04, 1095.7)","(2179.1, 1166.44)","(2137.82, 1136.78)","(2220.33, 1083.99)","(2296.85, 1148.53)","(2232, 1166.45)","(2196.87, 1248.68)","(2196.82, 1248.7)","(2267.36, 1384.05)","(2391.04, 1401.96)","(2196.97, 1248.68)","(2114.34, 1348.92)","(2090.93, 1502.07)","(nan, nan)","(2173.18, 1013.11)","(nan, nan)","(2196.91, 1019.38)","(2043.49, 1513.71)","(2049.54, 1525.4)","(2096.84, 1525.34)","(2438.08, 1460.75)","(2438.07, 1449.06)","(2420.31, 1396.05)"
"(2132.08, 1019.22)","(2178.96, 1095.65)","(2143.79, 1095.67)","(2143.65, 1154.55)","(2114.28, 1142.75)","(2196.75, 1095.51)","(2273.24, 1154.74)","(2196.79, 1195.51)","(2184.74, 1248.94)","(2184.81, 1248.97)","(2231.73, 1384.42)","(2361.5, 1384.22)","(2184.71, 1248.93)","(2096.39, 1354.72)","(2049.74, 1513.72)","(2137.52, 1019.05)","(2138.13, 1013.3)","(nan, nan)","(2179.04, 1024.96)","(2002.23, 1519.59)","(2014.12, 1525.67)","(2061.23, 1525.69)","(2402.71, 1431.21)","(2385.3, 1425.44)","(2373.34, 1372.39)"
"(2096.67, 1019.22)","(2143.6, 1095.47)","(2114.44, 1089.68)","(2131.96, 1154.6)","(2084.83, 1148.46)","(2167.31, 1101.21)","(2232.15, 1154.85)","(2178.95, 1189.87)","(2143.47, 1254.57)","(2138.03, 1249.06)","(2190.65, 1390.1)","(2331.93, 1378.34)","(2143.7, 1254.62)","(2073.12, 1372.47)","(2043.37, 1519.68)","(2096.77, 1013.41)","(2108.36, 1013.31)","(nan, nan)","(2143.77, 1025.13)","(1996.23, 1525.37)","(2002.4, 1531.36)","(2043.81, 1531.41)","(2373.16, 1425.21)","(2367.45, 1413.66)","(2338.07, 1354.8)"
"(2073.15, 1019.33)","(2102.75, 1095.69)","(2090.88, 1089.79)","(2102.52, 1154.63)","(2055.46, 1154.58)","(2137.72, 1101.28)","(2191.09, 1166.43)","(2114.32, 1189.64)","(2114.28, 1254.59)","(2102.58, 1249.05)","(2149.52, 1401.76)","(2284.95, 1372.34)","(2126.13, 1254.71)","(2049.29, 1378.42)","(2014.3, 1525.38)","(nan, nan)","(2090.5, 1013.54)","(nan, nan)","(2108.53, 1036.9)","(1955.47, 1531.36)","(1984.84, 1537.38)","(2031.78, 1531.51)","(2326.17, 1390.22)","(2326.02, 1390.12)","(2291.12, 1348.74)"
"(2043.5, 1030.97)","(2090.65, 1101.41)","(2055.57, 1101.21)","(2055.5, 1154.83)","(2025.93, 1166.32)","(2102.69, 1101.63)","(2149.88, 1189.93)","(2078.98, 1189.75)","(2090.4, 1260.6)","(2073.09, 1254.77)","(2108.34, 1407.77)","(2237.93, 1349.08)","(2090.91, 1266.39)","(2026.05, 1384.07)","(2002.61, 1531.18)","(nan, nan)","(2049.48, 1019.15)","(nan, nan)","(2090.47, 1042.65)","(1949.69, 1543.09)","(1967.21, 1560.84)","(2014.36, 1543.15)","(2279.18, 1390.09)","(2278.95, 1389.9)","(2249.72, 1337.18)"
"(2002.71, 1048.65)","(2049.71, 1101.75)","(2037.74, 1101.73)","(2049.49, 1172.22)","(2002.32, 1183.89)","(2078.93, 1107.22)","(2108.46, 1195.88)","(2037.84, 1195.67)","(2049.7, 1272.21)","(2043.77, 1266.41)","(2061.31, 1413.52)","(2190.75, 1354.69)","(2061.35, 1278.07)","(1996.78, 1389.83)","(1996.79, 1531.48)","(2002.62, 1042.6)","(2020.08, 1036.8)","(nan, nan)","(2049.78, 1048.57)","(1949.6, 1560.68)","(1967.08, 1566.83)","(2008.51, 1549.17)","(2232.25, 1390.05)","(2231.96, 1384.38)","(2196.79, 1337.25)"
"(1990.49, 1054.33)","(2031.91, 1107.21)","(2002.63, 1101.8)","(2008.36, 1178.15)","(1984.81, 1189.83)","(2049.4, 1107.27)","(2078.91, 1201.82)","(1996.72, 1195.85)","(2031.91, 1278.09)","(2008.28, 1266.41)","(2025.92, 1413.61)","(2143.52, 1354.71)","(2043.75, 1283.93)","(1978.77, 1390.35)","(1996.82, 1531.74)","(nan, nan)","(1996.49, 1048.33)","(nan, nan)","(2031.91, 1054.27)","(1949.45, 1560.9)","(1961.21, 1572.42)","(2014.31, 1555.02)","(2184.79, 1384.07)","(2184.72, 1383.94)","(2149.59, 1337.31)"
"(1949.53, 1054.31)","(1996.75, 1113.52)","(1984.64, 1107.69)","(1990.56, 1184.08)","(1949.46, 1195.59)","(2008.34, 1119.16)","(2037.59, 1207.71)","(1955.34, 1201.75)","(2002.2, 1284.09)","(1996.29, 1283.91)","(1996.38, 1396.19)","(2096.47, 1366.44)","(2002.78, 1289.76)","(1955.36, 1401.76)","(1996.79, 1531.62)","(nan, nan)","(1955.48, 1042.72)","(nan, nan)","(1996.71, 1054.29)","(1949.63, 1560.74)","(1961.37, 1572.31)","(2020.05, 1549.16)","(2137.8, 1390.01)","(2131.92, 1389.85)","(2096.79, 1343.07)"
"(1919.95, 1054.47)","(1967.05, 1125.12)","(1955.31, 1113.48)","(1955.5, 1201.57)","(1914.32, 1201.76)","(1984.74, 1131.07)","(1990.74, 1225.25)","(1914.09, 1201.95)","(1978.86, 1284.14)","(1967.06, 1283.85)","(1949.31, 1390.18)","(2049.66, 1372.52)","(1990.49, 1289.84)","(1937.57, 1401.93)","(1996.78, 1531.58)","(nan, nan)","(1937.61, 1048.46)","(nan, nan)","(1961.41, 1054.51)","(1949.48, 1560.92)","(1961.2, 1572.44)","(2025.94, 1548.98)","(2084.66, 1389.98)","(2073.06, 1389.88)","(2055.62, 1360.59)"
"(1896.48, 1054.54)","(1949.19, 1113.39)","(1943.51, 1107.22)","(1949.36, 1184.05)","(1902.11, 1184.06)","(1949.31, 1130.97)","(1949.27, 1225.26)","(1884.68, 1201.51)","(1949.28, 1289.98)","(1931.87, 1289.77)","(1878.74, 1396.17)","(1990.71, 1389.95)","(1955.26, 1290.23)","(1943.48, 1413.53)","(1996.8, 1531.45)","(nan, nan)","(1902.52, 1048.6)","(nan, nan)","(1943.44, 1054.44)","(1949.38, 1560.74)","(1961.23, 1572.31)","(2026.02, 1543.08)","(nan, nan)","(nan, nan)","(2002.39, 1384.05)"
"(1861.04, 1054.35)","(1908.25, 1113.38)","(1902.11, 1107.49)","(1902.29, 1189.69)","(1855.22, 1172.2)","(1914.3, 1119.25)","(1902.48, 1207.77)","(1843.49, 1195.46)","(1914.08, 1289.95)","(1902.37, 1289.71)","(1820.12, 1390.29)","(1961.24, 1384.29)","(1937.66, 1295.6)","(1908.49, 1419.44)","(1996.72, 1531.3)","(1860.85, 1042.69)","(1867.22, 1042.76)","(nan, nan)","(1908.29, 1054.29)","(1949.46, 1560.84)","(1961.12, 1572.34)","(2026.01, 1537.24)","(1984.79, 1431.21)","(1990.64, 1419.54)","(1984.78, 1372.43)"
"(1825.81, 1054.12)","(1878.85, 1113.26)","(1866.95, 1107.38)","(1861.35, 1183.99)","(1819.79, 1172.26)","(1896.32, 1113.55)","(1861.02, 1207.62)","(1813.83, 1184.04)","(1890.61, 1284.16)","(1861.42, 1278.3)","(1802.14, 1384.21)","(1908.38, 1395.87)","(1907.98, 1289.87)","(1908.01, 1413.59)","(1996.49, 1525.63)","(nan, nan)","(1843.46, 1036.79)","(nan, nan)","(1867.22, 1048.61)","(1949.7, 1555)","(1967.02, 1566.51)","(2014.34, 1531.29)","(1914.23, 1448.89)","(1914.17, 1437.42)","(1937.6, 1389.96)"
"(1807.98, 1042.72)","(1855.49, 1101.65)","(1855.4, 1101.37)","(1878.77, 1160.6)","(1807.99, 1154.85)","(1855.38, 1107.33)","(1820, 1201.44)","(1778.61, 1154.39)","(1855.19, 1278.12)","(1837.51, 1272.26)","(1760.96, 1366.55)","(1866.95, 1425.24)","(1861.4, 1283.87)","(1902.2, 1407.65)","(1996.22, 1525.57)","(nan, nan)","(1813.96, 1025.07)","(nan, nan)","(1854.97, 1048.45)","(1949.55, 1566.51)","(1961.41, 1566.77)","(2008.47, 1531.22)","(1860.97, 1466.63)","(1855.27, 1454.8)","(1890.61, 1419.58)"
"(1773.01, 1030.81)","(1825.8, 1101.31)","(1849.29, 1095.58)","(1890.47, 1148.88)","(1814.02, 1154.82)","(1813.97, 1101.79)","(1784.53, 1195.74)","(1755.1, 1148.49)","(1819.96, 1260.68)","(1813.77, 1260.55)","(1719.83, 1348.96)","(1831.67, 1436.96)","(1843.38, 1266.52)","(1884.67, 1396.19)","(1978.86, 1513.81)","(nan, nan)","(1796.29, 1019.19)","(nan, nan)","(1814.24, 1042.74)","(1949.68, 1560.89)","(1967.22, 1560.67)","(2002.27, 1519.4)","(1825.88, 1484.22)","(1819.87, 1478.54)","(1855.14, 1436.97)"
"(1749.33, 1025.09)","(1807.83, 1095.68)","(1813.85, 1095.47)","(1855.5, 1148.57)","(1813.98, 1154.76)","(1784.69, 1101.46)","(1761.05, 1189.77)","(1720.09, 1148.87)","(1802.05, 1254.74)","(1773, 1254.65)","(1684.55, 1348.77)","(1790.47, 1437.48)","(1808.31, 1254.85)","(1861.2, 1390.05)","(1955.49, 1501.93)","(nan, nan)","(1761.08, 1013.59)","(nan, nan)","(1796.43, 1036.82)","(1949.61, 1560.76)","(1967.19, 1543.15)","(1978.81, 1507.72)","(1766.98, 1507.88)","(1761.17, 1490.37)","(1808.22, 1437.43)"
"(1719.63, 1019.27)","(1767.25, 1089.83)","(1778.74, 1083.8)","(1819.99, 1131.05)","(1713.98, 1119.3)","(1761.21, 1101.28)","(1719.66, 1189.71)","(1696.25, 1131.06)","(1761.02, 1248.88)","(1749.24, 1248.84)","(1660.9, 1343.23)","(1731.52, 1466.71)","(1767.09, 1248.97)","(1843.41, 1383.85)","(1949.16, 1478.56)","(nan, nan)","(1725.59, 1013.36)","(nan, nan)","(1761.06, 1025.14)","(1949.23, 1531.39)","(1955.56, 1519.72)","(1955.4, 1478.58)","(1707.82, 1507.9)","(1707.79, 1495.99)","(1760.78, 1472.43)"
"(1684.45, 1030.89)","(1749.33, 1089.74)","(1766.89, 1078.02)","(1796.25, 1136.8)","(1690.43, 1113.47)","(1719.99, 1095.78)","(1678.74, 1172.27)","(1661.03, 1131.06)","(1731.51, 1248.96)","(1720.01, 1248.93)","(1625.78, 1343.01)","(1678.79, 1478.14)","(1743.41, 1249.01)","(1808.36, 1378.26)","(1920.01, 1454.97)","(nan, nan)","(1702.06, 1013.58)","(nan, nan)","(1725.89, 1025.04)","(1931.8, 1525.29)","(1949.39, 1501.97)","(1949.31, 1454.79)","(1637.32, 1525.38)","(1637.29, 1513.69)","(1713.63, 1478.38)"
"(1666.63, 1019.02)","(1714.03, 1095.47)","(1725.59, 1089.63)","(1796.24, 1142.77)","(1702.12, 1148.59)","(1702.13, 1101.2)","(1672.49, 1166.48)","(1625.93, 1142.78)","(1713.64, 1248.59)","(1702, 1248.52)","(1613.8, 1343.33)","(1625.75, 1484.4)","(1719.6, 1248.67)","(1778.58, 1378.32)","(1908.23, 1437.35)","(nan, nan)","(1672.57, 1013.15)","(nan, nan)","(1713.56, 1024.91)","(1925.85, 1496.11)","(1949.38, 1484.13)","(1920.15, 1437.04)","(1578.42, 1525.44)","(1578.76, 1519.43)","(1655.02, 1490.4)"
"(1625.94, 1019.35)","(1690.35, 1089.85)","(1713.87, 1089.74)","(1755.22, 1148.38)","(1655.09, 1131.01)","(1672.62, 1095.55)","(1625.71, 1172.26)","(1601.98, 1130.9)","(1672.85, 1248.78)","(1672.49, 1248.79)","(1578.67, 1348.88)","(1578.46, 1490.19)","(1678.76, 1248.76)","(1754.9, 1378.29)","(1873.02, 1425.41)","(nan, nan)","(1643.19, 1013.34)","(nan, nan)","(1672.94, 1019.38)","(1902.41, 1472.52)","(1908.21, 1448.87)","(1896.43, 1419.36)","(1531.31, 1525.54)","(1531.4, 1519.6)","(1596.1, 1513.65)"
"(1607.95, 1024.97)","(1666.57, 1095.62)","(1672.96, 1089.89)","(1719.76, 1148.72)","(1666.62, 1154.41)","(1637.45, 1101.31)","(1607.87, 1183.9)","(1578.38, 1131.08)","(1655.02, 1254.55)","(1643.34, 1249.03)","(1566.62, 1372.26)","(1531.39, 1496.16)","(1660.95, 1254.64)","(1713.82, 1384.11)","(1855.18, 1401.84)","(nan, nan)","(1619.54, 1013.35)","(nan, nan)","(1654.91, 1024.95)","(1896.42, 1443.24)","(1902.18, 1431.37)","(1861.02, 1390.36)","(1484.21, 1525.32)","(1484.32, 1519.36)","(1543.15, 1525.22)"
"(1572.73, 1019.15)","(1625.7, 1089.88)","(1649.07, 1089.86)","(1696.33, 1154.32)","(1631.59, 1160.41)","(1619.39, 1095.45)","(1578.51, 1178.07)","(1549.13, 1148.9)","(1619.85, 1248.82)","(1619.51, 1248.82)","(1531.57, 1378.27)","(1501.99, 1501.89)","(1625.6, 1248.86)","(1672.95, 1384.39)","(1814.3, 1390.12)","(nan, nan)","(1578.67, 1013.22)","(nan, nan)","(1619.62, 1019.32)","(1861.21, 1425.48)","(1861.16, 1407.65)","(1831.6, 1384.18)","(1442.98, 1525.62)","(1443.08, 1519.62)","(1519.64, 1525.34)"
"(1531.72, 1024.93)","(1590.2, 1095.53)","(1619.5, 1095.48)","(1666.51, 1154.65)","(1572.73, 1201.56)","(1578.28, 1095.64)","(1543.24, 1172.21)","(1513.83, 1148.86)","(1584.34, 1254.78)","(1578.39, 1260.43)","(1519.53, 1384.07)","(1478.35, 1519.35)","(1596.2, 1254.65)","(1637.52, 1390.14)","(1784.6, 1383.84)","(1531.67, 1013.33)","(1549.12, 1013.34)","(nan, nan)","(1578.81, 1019.35)","(1820.09, 1431.06)","(1831.71, 1401.89)","(1796.25, 1349)","(1431.02, 1525.75)","(1431.19, 1525.19)","(1484.21, 1531.14)"
"(1519.47, 1025.11)","(1572.38, 1101.28)","(1578.72, 1101.3)","(1619.9, 1166.34)","(1572.51, 1178.01)","(1543.16, 1101.4)","(1531.55, 1178.19)","(1496.2, 1166.38)","(1572.51, 1254.61)","(1572.7, 1249.04)","(1484.6, 1384.23)","(1448.86, 1525.22)","(1572.3, 1254.76)","(1607.9, 1390.32)","(1743.45, 1378.08)","(nan, nan)","(1525.6, 1013.58)","(nan, nan)","(1560.68, 1036.78)","(1796.26, 1407.69)","(1796.42, 1389.87)","(1749.3, 1348.75)","(1390.27, 1531.54)","(1396.03, 1525.59)","(1466.56, 1531.64)"
"(1484.1, 1030.82)","(1531.58, 1101.39)","(1566.72, 1101.31)","(1590.36, 1166.35)","(1537.39, 1189.97)","(1519.44, 1101.43)","(1496.21, 1183.83)","(1466.57, 1189.77)","(1531.44, 1278.05)","(1537.17, 1272.21)","(1472.29, 1395.95)","(1437.06, 1531.33)","(1531.21, 1278.25)","(1572.48, 1407.81)","(1690.45, 1348.96)","(nan, nan)","(1490.17, 1013.6)","(nan, nan)","(1525.58, 1031.01)","(1731.71, 1384.25)","(1737.42, 1372.43)","(1702.22, 1337.28)","(1384.19, 1548.96)","(1389.99, 1531.7)","(1443.2, 1548.99)"
"(1454.81, 1036.84)","(1513.63, 1101.44)","(1531.14, 1101.32)","(1555, 1172.26)","(1501.96, 1195.68)","(1484.47, 1101.65)","(1484.09, 1184.04)","(1443.12, 1189.93)","(1507.94, 1266.48)","(1525.14, 1260.62)","(1437.24, 1401.91)","(1431.18, 1537.27)","(1496.12, 1272.31)","(1525.45, 1425.27)","(1643.23, 1360.65)","(nan, nan)","(1472.28, 1019.37)","(nan, nan)","(1484.57, 1036.86)","(1696.22, 1384.32)","(1690.42, 1378.17)","(1654.99, 1342.93)","(1384.12, 1566.81)","(1384.34, 1560.77)","(1437.12, 1560.9)"
"(1430.97, 1048.43)","(1478.52, 1101.73)","(1490.31, 1101.71)","(1478.24, 1183.87)","(1419.42, 1166.41)","(1466.53, 1107.19)","(1466.73, 1189.95)","(1419.38, 1207.55)","(1484.13, 1278.08)","(1490.31, 1272.35)","(1419.55, 1413.67)","(1431.02, 1549)","(1478.26, 1278.17)","(1466.65, 1430.96)","(1607.95, 1360.73)","(nan, nan)","(1436.96, 1030.89)","(nan, nan)","(1472.41, 1048.68)","(1637.51, 1384.41)","(1643.32, 1383.89)","(1613.92, 1343.08)","(1384.22, 1572.5)","(1390.15, 1566.81)","(1431.45, 1566.82)"
"(1395.94, 1054.22)","(1443.2, 1107.48)","(1472.49, 1107.45)","(1442.97, 1183.88)","(1389.84, 1183.93)","(1431.36, 1107.47)","(1437.26, 1189.89)","(1390.17, 1236.77)","(1443.25, 1278.2)","(1460.67, 1278.11)","(1390.33, 1419.48)","(1419.57, 1543.33)","(1437.54, 1283.88)","(1425.36, 1430.98)","(1543.16, 1378.16)","(1395.89, 1048.51)","(1407.87, 1042.64)","(nan, nan)","(1437.22, 1054.2)","(1590.36, 1389.98)","(1590.28, 1384.05)","(1549.03, 1348.8)","(1372.44, 1572.54)","(1384.11, 1566.74)","(1431.25, 1566.82)"
"(1372.45, 1054.2)","(1425.37, 1113.3)","(1437.16, 1107.64)","(1401.98, 1189.91)","(1354.66, 1178.06)","(1401.84, 1113.4)","(1425.38, 1195.57)","(1378.19, 1242.68)","(1431.45, 1283.87)","(1437.51, 1283.86)","(1384.25, 1419.41)","(1425.28, 1543.26)","(1425.38, 1284)","(1378.08, 1430.97)","(1490.26, 1384)","(nan, nan)","(1384.1, 1042.54)","(nan, nan)","(1407.85, 1054.41)","(1537.39, 1396.11)","(1543.08, 1390.05)","(1496.03, 1360.73)","(1366.44, 1578.23)","(1378.37, 1572.45)","(1436.99, 1572.24)"
"(1337.2, 1054.21)","(1390.08, 1113.24)","(1407.73, 1107.73)","(1384.16, 1195.52)","(1331.25, 1178.07)","(1383.87, 1113.28)","(1401.98, 1195.44)","(1348.98, 1248.72)","(1401.88, 1283.98)","(1425.28, 1278.3)","(1354.86, 1413.56)","(1425.24, 1543.26)","(1390.3, 1284.19)","(1336.83, 1425.32)","(1460.63, 1384.34)","(nan, nan)","(1343.17, 1042.68)","(nan, nan)","(1383.99, 1054.47)","(1513.8, 1425.46)","(1519.39, 1413.57)","(1466.54, 1372.44)","(1360.58, 1578.56)","(1378.28, 1572.72)","(1436.99, 1566.71)"
