Left_ankle_Y_Coordinate,Right_ankle_Y_Coordinate
182.74,182.6099999999999
176.69999999999982,188.37999999999988
165.04500000000007,188.71499999999992
152.83999999999992,194.26999999999998
140.76999999999998,194.2900000000002
126.60500000000025,197.17500000000018
97.53499999999985,197.3449999999998
94.04499999999985,200.125
88.66000000000008,212.09000000000015
88.07999999999993,211.62999999999988
147.09249999999997,202.89249999999993
206.10500000000002,194.15499999999997
200.30999999999995,194.33999999999992
94.17000000000007,194.56000000000017
106.15000000000009,194.44000000000028
152.85000000000014,205.97000000000003
135.42500000000018,194.385
147.07999999999993,200.02999999999997
155.87000000000012,203.31000000000017
170.9150000000002,205.95500000000015
176.59000000000015,188.43000000000006
194.38999999999987,188.52999999999975
194.18999999999983,176.72000000000003
200.1300000000001,164.8800000000001
200.1199999999999,152.9599999999998
205.83999999999992,135.54999999999995
200.24500000000012,117.7650000000001
203.10000000000014,97.17000000000007
217.5150000000001,82.2650000000001
208.7550000000001,73.89499999999998
206.08500000000026,70.91500000000019
197.16499999999996,67.79500000000007
208.96000000000004,79.49000000000001
202.85500000000025,79.38500000000022
203.14499999999998,85.39499999999998
200.18000000000006,100.18000000000006
200.26,123.38000000000011
194.1300000000001,135.61000000000013
188.5999999999999,141.47000000000003
191.25499999999988,150.46499999999992
188.365,176.70499999999993
182.60500000000002,188.26499999999987
159.2349999999999,194.20499999999993
153.25,194.27999999999997
141.53499999999985,194.28499999999985
132.59000000000015,191.69000000000005
111.92999999999984,194.27999999999997
99.73000000000002,200.07999999999993
94.25,200.19999999999982
82.3900000000001,206.03999999999996
217.77999999999997,200.17000000000007
94.21500000000015,199.99500000000012
97.18500000000017,191.60500000000002
191.28999999999996,185.54999999999995
146.8349999999998,205.875
141.31500000000005,200.28500000000008
141.34000000000015,206.16000000000008
146.92000000000007,199.99
167.7349999999999,202.96499999999992
164.96000000000004,182.6300000000001
191.34500000000003,179.875
194.27499999999986,182.4949999999999
200.16000000000008,170.58000000000015
197.18499999999995,161.7349999999999
200.18500000000017,147.16499999999996
205.95000000000005,135.34000000000015
200.25999999999976,147.08999999999992
208.81500000000005,132.42499999999995
209.3050000000003,126.63500000000022
197.43000000000006,62.12999999999988
202.97500000000014,67.94500000000016
197.32999999999993,197.03999999999996
194.6199999999999,82.53999999999996
194.55999999999995,117.93000000000006
191.61000000000013,103.02000000000021
191.365,91.29500000000007
194.3499999999999,112.04999999999995
188.65499999999997,135.68500000000017
185.55999999999995,167.9599999999998
188.52999999999997,181.99
188.15499999999997,182.40499999999997
179.59500000000025,191.23500000000013
165.00499999999988,200.14499999999998
147.06500000000005,188.5150000000001
135.85500000000002,200.2650000000001
129.18499999999995,194.365
105.90499999999997,194.40499999999997
212.0999999999999,100.41000000000008
111.55999999999995,223.54999999999995
220.44499999999994,214.7249999999999
217.875,88.50500000000011
208.67500000000018,214.73500000000013
117.54000000000019,217.46000000000004
114.57999999999993,214.49999999999977
117.58500000000004,211.7750000000001
126.51999999999998,214.70000000000005
132.54500000000007,203.04500000000007
147.365,200.17499999999995
179.42499999999973,191.4649999999997
182.365,193.94499999999994
188.53500000000008,182.2750000000001
194.46500000000015,153.56500000000005
194.1099999999999,152.93999999999983
194.5350000000003,147.4050000000002
194.5150000000001,140.8950000000002
194.6400000000001,118.05000000000018
200.28500000000008,100.31500000000005
199.8800000000001,99.70000000000005
206.0949999999998,94.24499999999989
205.90499999999997,82.29500000000007
194.31999999999994,76.50999999999999
197.25,179.68000000000006
191.47000000000003,162.11000000000013
188.49,164.86000000000013
188.47500000000014,112.00500000000011
176.76000000000022,94.13000000000011
191.32999999999993,126.61999999999989
191.34000000000015,138.1500000000001
191.31500000000028,150.20500000000015
191.2449999999999,167.93499999999995
188.01499999999987,187.96499999999992
170.60000000000014,188.1400000000001
153.00499999999988,188.69499999999994
141.42000000000007,194.51999999999998
123.46499999999992,194.50499999999988
109.03999999999996,191.80999999999995
103.09000000000015,203.05000000000018
212.19500000000016,206.24500000000012
217.97500000000014,206.09500000000003
217.62000000000012,93.78999999999996
214.78500000000008,91.125
94.13999999999987,211.87999999999988
94.04999999999995,211.8800000000001
153.0949999999998,206.17499999999995
111.66000000000008,205.92000000000007
123.55500000000006,205.89499999999998
135.01999999999998,199.98000000000002
158.7349999999999,194.2349999999999
164.7449999999999,194.11499999999978
182.3499999999999,188.56999999999994
188.375,182.58500000000004
188.6500000000001,165.02999999999997
191.5574999999999,152.94500000000016
194.46500000000015,141.45000000000005
194.43000000000006,141.13500000000022
194.365,117.5150000000001
200.17499999999995,99.80999999999995
205.80999999999995,97.24000000000001
208.9000000000001,79.85499999999979
208.80499999999984,79.42499999999995
208.71499999999992,82.26499999999987
205.90499999999997,182.6199999999999
188.49,185.40499999999997
186.9675000000002,97.17499999999995
185.44499999999994,150.06500000000005
191.28499999999985,165.15999999999985
191.18500000000017,94.16000000000008
170.92999999999984,135.60500000000002
188.46000000000004,156.1400000000001
176.93499999999995,179.3900000000001
185.69000000000005,182.37000000000012
185.36000000000013,188.49
182.67000000000007,188.69000000000005
182.32999999999993,194.23000000000002
170.71000000000004,194.365
141.55999999999995,206.03999999999996
141.16499999999996,200.44499999999994
123.56999999999994,200.385
200.32500000000005,214.67999999999984
211.91499999999996,200.2249999999999
220.50999999999976,211.84500000000003
200.2349999999999,217.62999999999988
211.82500000000005,211.85000000000014
100.08999999999992,205.85000000000014
100.08000000000015,194.27499999999986
117.68000000000006,191.22000000000003
105.79499999999985,188.52999999999997
120.59000000000015,188.5150000000001
135.45000000000005,188.11000000000013
170.46500000000015,185.51999999999998
170.49000000000024,158.72000000000003
179.65999999999985,147.20000000000005
188.31999999999994,147.125
188.30000000000018,141.4000000000001
194.07500000000005,129.46000000000004
194.22000000000003,117.82000000000016
194.07999999999993,105.83999999999992
194.32999999999993,123.8900000000001
188.5400000000002,99.9050000000002
211.67500000000018,145.59000000000015
201.57000000000016,191.27499999999986
191.46499999999992,
