Left_knee_Y_Coordinate,Right_knee_Y_Coordinate
144.30999999999995,129.3800000000001
129.79999999999995,123.66499999999996
152.91499999999996,120.81500000000005
138.35500000000002,115.14499999999998
132.5250000000001,141.17999999999984
117.82999999999993,146.81000000000017
100.05000000000018,144.1199999999999
103.02999999999975,152.91000000000008
88.30000000000018,149.93499999999995
85.48500000000013,135.80500000000006
88.16499999999996,132.77999999999997
85.45999999999981,123.54499999999985
88.47499999999991,132.33999999999992
91.44000000000005,132.26
97.01999999999998,135.2550000000001
100.22500000000014,140.94499999999994
111.73500000000013,138.32000000000016
120.62000000000012,144.08000000000015
126.60000000000014,144.20000000000005
120.70000000000005,132.53499999999985
120.57499999999982,132.54500000000007
114.99500000000012,106.3449999999998
106.46499999999992,117.92000000000007
112.03999999999996,108.92000000000007
114.8599999999999,106.08500000000004
129.67499999999995,108.83500000000004
138.2449999999999,88.33999999999992
141.40999999999985,82.43499999999995
135.5150000000001,85.47000000000003
132.55999999999995,91.1099999999999
132.42999999999984,94.17499999999995
123.66499999999996,99.88999999999987
129.51999999999998,105.82499999999982
135.2349999999999,106.04500000000007
140.9050000000002,120.54000000000019
138.31000000000017,123.76499999999987
141.05499999999984,129.24500000000012
135.62500000000023,123.66000000000008
135.58000000000015,123.78999999999996
135.39999999999986,123.7800000000002
141.31000000000017,135.57000000000016
158.74000000000024,120.89499999999998
132.5250000000001,132.58999999999992
120.63000000000011,132.625
103.28499999999985,152.98500000000013
117.55500000000006,147.21500000000015
88.33500000000004,138.39499999999998
85.54500000000007,140.80500000000006
93.97500000000014,135.22000000000003
94.11000000000013,135.2750000000001
94.45499999999993,132.26499999999987
96.97499999999991,129.68999999999983
94.56999999999994,135.3599999999999
100.23000000000002,135.47000000000003
105.76999999999998,138.26
120.63000000000011,149.87999999999988
126.53999999999996,147.19000000000005
123.49000000000001,141.27999999999997
117.58999999999992,138.43999999999983
115.17999999999984,109.35500000000002
114.92499999999995,103.33500000000026
115.08500000000026,106.17000000000007
123.52999999999997,97.63499999999999
126.78500000000008,100.125
129.50499999999988,88.4849999999999
129.58500000000004,85.42500000000018
132.6550000000002,94.01999999999998
135.29999999999995,94.32500000000005
134.94499999999994,94.03999999999996
129.28999999999996,94.7349999999999
129.7249999999999,100.10500000000002
129.51499999999987,120.42499999999995
132.27499999999986,129.43000000000006
135.55000000000018,126.52999999999997
132.60000000000014,132.32999999999993
138.41999999999985,120.72000000000003
132.57999999999993,135.44500000000016
158.80500000000006,138.41000000000008
155.70000000000005,138.48500000000013
149.98500000000013,135.48000000000025
147.0400000000002,132.31500000000005
144.07500000000005,141.35500000000002
117.80500000000006,141.2249999999999
106.17499999999995,153.01
112.01999999999998,141.375
111.64499999999998,141.365
111.7349999999999,141.12999999999988
105.70000000000005,140.96000000000004
105.87999999999988,135.25499999999988
106.0949999999998,135.01
111.77999999999997,135.01999999999998
111.66000000000008,140.89499999999998
129.2650000000001,135.4449999999997
129.2049999999997,141.06000000000017
129.54999999999995,144.20499999999993
115.23500000000013,141.29499999999985
112.07499999999982,144.26499999999987
132.4949999999999,141.28999999999974
129.44999999999982,135.44000000000005
135.20000000000005,106.16999999999985
135.5,132.39999999999986
138.19999999999982,117.55999999999995
135.44000000000005,97.17000000000007
138.32999999999993,96.96000000000004
138.44000000000005,79.58999999999992
132.46000000000004,97.07500000000005
126.7650000000001,88.23999999999978
123.64999999999986,100.06999999999971
123.88999999999987,108.95499999999993
126.7650000000001,120.55500000000006
132.31500000000005,126.36000000000013
132.44000000000005,137.9799999999998
143.98999999999978,129.41499999999996
135.39499999999998,120.96500000000015
150.15499999999997,126.63000000000011
150.03999999999996,129.42999999999984
141.24999999999977,144.04500000000007
150.14499999999998,141.1099999999999
141.51,
