nose,neck,right_shoulder,right_elbow,right_wrist,left_shoulder,left_elbow,left_wrist,mid_hip,right_hip,right_knee,right_ankle,left_hip,left_knee,left_ankle,right_eye,left_eye,right_ear,left_ear,left_big_toe,left_small_toe,left_heel,right_big_toe,right_small_toe,right_heel
"(2285.27, 1337.33)","(2332.29, 1389.79)","(2343.87, 1384.23)","(2373.23, 1425.35)","(2285.05, 1431.35)","(2326.26, 1390.03)","(2302.71, 1466.71)","(2267.46, 1443.18)","(2326.35, 1519.59)","(2320.46, 1519.48)","(2249.71, 1590.28)","(2273.1, 1713.79)","(2332.19, 1519.69)","(2379.22, 1619.37)","(2473.25, 1678.82)","(2285.35, 1336.83)","(2296.89, 1336.99)","(nan, nan)","(2326.5, 1342.87)","(2473.36, 1725.7)","(2491.05, 1714.1)","(2479.35, 1684.4)","(2231.88, 1731.73)","(2232.02, 1725.61)","(2279.16, 1719.7)"
"(2279.26, 1336.95)","(2320.41, 1389.84)","(2326.34, 1384.26)","(2338.02, 1436.93)","(2273.35, 1425.41)","(2308.6, 1390.2)","(2284.97, 1466.57)","(2243.86, 1431.5)","(2320.32, 1519.44)","(2302.83, 1519.37)","(2238.09, 1602.06)","(2232.21, 1713.74)","(2326.23, 1519.55)","(2367.45, 1619.7)","(2467.62, 1672.71)","(2284.86, 1325.32)","(2285.2, 1331.23)","(nan, nan)","(2320.26, 1342.78)","(2473.36, 1719.81)","(2485.35, 1708.08)","(2473.73, 1672.44)","(2202.62, 1719.6)","(2208.54, 1713.91)","(2237.99, 1719.82)"
"(2273.08, 1336.86)","(2302.81, 1384.42)","(2326.24, 1384.09)","(2338.06, 1425.48)","(2290.87, 1431.11)","(2285.11, 1390.32)","(2273.31, 1460.68)","(2237.91, 1431.18)","(2285.38, 1525.39)","(2285.03, 1525.26)","(2231.93, 1613.76)","(2208.59, 1719.62)","(2291.19, 1525.41)","(2338.06, 1619.88)","(2450.02, 1666.87)","(2278.83, 1325.21)","(2279.11, 1331.21)","(nan, nan)","(2291.09, 1342.93)","(2461.77, 1696.33)","(2467.78, 1678.53)","(2467.41, 1666.53)","(2149.78, 1725.82)","(2167.24, 1719.76)","(2226.23, 1731.57)"
"(2238.28, 1336.8)","(2285.11, 1384.25)","(2296.89, 1384.01)","(2285.14, 1436.98)","(nan, nan)","(2279.12, 1390.01)","(2249.82, 1466.62)","(2231.92, 1443.28)","(2279.13, 1519.72)","(2273.29, 1519.58)","(2226.06, 1613.68)","(2191.06, 1714.12)","(2284.89, 1525.28)","(2326.12, 1619.9)","(2426.37, 1655.02)","(2249.66, 1325.36)","(2255.66, 1331.01)","(nan, nan)","(2284.91, 1337.25)","(2461.47, 1678.73)","(2467.36, 1667.05)","(2432.28, 1643.31)","(2149.73, 1725.66)","(2155.64, 1719.68)","(2202.76, 1725.81)"
"(2231.89, 1337)","(2278.91, 1384.43)","(2285.17, 1384.24)","(2325.95, 1437.17)","(2279.3, 1443.12)","(2249.81, 1390.11)","(2238.12, 1466.66)","(2196.8, 1454.87)","(2273.1, 1525.37)","(2261.52, 1525.3)","(2202.76, 1619.62)","(2190.73, 1719.68)","(2278.89, 1525.5)","(2302.62, 1625.71)","(2420.44, 1637.33)","(nan, nan)","(2237.87, 1331.19)","(nan, nan)","(2273.12, 1342.7)","(2450.01, 1667.04)","(2455.76, 1660.83)","(2426.3, 1625.76)","(2143.86, 1737.49)","(2149.55, 1725.62)","(2196.88, 1731.51)"
"(2214.34, 1336.9)","(2243.79, 1389.96)","(2243.96, 1384.42)","(2279.01, 1442.97)","(2226.1, 1454.89)","(2238.06, 1390.17)","(2237.95, 1472.29)","(2196.72, 1472.36)","(2238.18, 1525.67)","(2232.31, 1525.64)","(2190.93, 1625.86)","(2190.74, 1725.76)","(2249.81, 1525.72)","(2279.05, 1625.88)","(2379.53, 1625.41)","(nan, nan)","(2226.27, 1331.12)","(nan, nan)","(2243.76, 1342.72)","(2420.47, 1666.58)","(2420.54, 1643.36)","(2391.05, 1613.81)","(2143.73, 1749.29)","(2149.71, 1737.38)","(2208.49, 1749.22)"
"(2190.97, 1337.22)","(2237.75, 1390.03)","(2237.76, 1389.86)","(2238.08, 1448.93)","(2190.92, 1472.38)","(2232.17, 1390.25)","(2237.75, 1466.73)","(2185.06, 1478.32)","(2232.07, 1525.63)","(2226.15, 1525.54)","(2184.94, 1625.82)","(2190.74, 1725.85)","(2237.91, 1525.76)","(2238.2, 1625.9)","(2349.79, 1619.9)","(2196.93, 1336.98)","(2202.54, 1336.92)","(nan, nan)","(2232.12, 1342.81)","(2379.35, 1649.09)","(2379.22, 1631.42)","(2367.39, 1607.88)","(2137.94, 1760.83)","(2143.78, 1754.88)","(2202.76, 1754.94)"
"(2184.99, 1342.89)","(2231.79, 1390.32)","(2226.21, 1390.11)","(2214.44, 1454.75)","(2179.11, 1472.43)","(2226.11, 1395.99)","(2226.29, 1472.42)","(2179.11, 1478.47)","(2220.39, 1531.52)","(2202.58, 1531.47)","(2167.24, 1631.6)","(2190.75, 1737.6)","(2232, 1531.65)","(2226.17, 1643.27)","(2326.21, 1613.95)","(nan, nan)","(2190.93, 1337.23)","(nan, nan)","(2226.07, 1343.13)","(2373.1, 1637.41)","(2367.51, 1625.66)","(2326.4, 1596.04)","(2143.66, 1761.14)","(2144, 1755.26)","(2202.76, 1760.77)"
"(2167.34, 1342.75)","(2196.85, 1390.31)","(2196.73, 1390.07)","(2191.06, 1460.75)","(2149.68, 1478.26)","(2191.07, 1396.02)","(2208.59, 1478.08)","(2149.82, 1484.59)","(2196.93, 1531.36)","(2196.87, 1531.2)","(2161.42, 1625.7)","(2184.98, 1731.5)","(2202.65, 1531.46)","(2184.72, 1643.2)","(2208.44, 1749.11)","(nan, nan)","(2179.17, 1337.14)","(nan, nan)","(2196.71, 1343.26)","(2149.75, 1760.9)","(2178.9, 1761.2)","(2231.84, 1760.77)","(2143.53, 1760.74)","(2143.72, 1755.09)","(2196.67, 1749.12)"
"(2144, 1343.34)","(2190.59, 1395.94)","(2185.07, 1390.32)","(2179.09, 1460.64)","(2138.05, 1478.19)","(2185.05, 1396.2)","(2191.19, 1472.61)","(2144.06, 1490.32)","(2190.62, 1525.65)","(2185.08, 1525.61)","(2143.98, 1625.77)","(2190.75, 1725.66)","(2190.89, 1525.72)","(2161.41, 1625.8)","(2279.06, 1619.88)","(2155.6, 1337.39)","(2155.52, 1342.94)","(nan, nan)","(2184.86, 1348.94)","(2308.61, 1655)","(2314.38, 1637.31)","(2284.88, 1602)","(2143.56, 1761.09)","(2144.05, 1755.19)","(2202.73, 1749.14)"
"(2138.03, 1343.11)","(2179.16, 1396.13)","(2173.02, 1390.28)","(2149.74, 1454.87)","(2131.81, 1478.11)","(2184.83, 1407.66)","(2185.05, 1478.27)","(2138, 1507.72)","(2179.17, 1531.16)","(2178.9, 1525.74)","(2143.63, 1625.84)","(2185.24, 1720.12)","(2184.87, 1531.29)","(2138.02, 1631.53)","(2237.86, 1625.7)","(2143.88, 1337.07)","(2143.95, 1342.79)","(nan, nan)","(2178.97, 1349.1)","(2255.54, 1666.73)","(2255.57, 1660.84)","(2238.26, 1613.76)","(2138.06, 1761.27)","(2143.79, 1760.82)","(2196.98, 1743.28)"
"(2125.93, 1342.98)","(2155.59, 1390.37)","(2149.72, 1390.23)","(2143.51, 1449.08)","(2090.99, 1449.02)","(2155.56, 1390.32)","(2184.83, 1460.77)","(2137.73, 1490.31)","(2167.2, 1525.69)","(2167.29, 1525.63)","(2143.53, 1625.5)","(2190.87, 1713.97)","(2167.2, 1531.21)","(2108.52, 1625.81)","(2190.84, 1719.71)","(nan, nan)","(2131.96, 1337.26)","(nan, nan)","(2144.07, 1343.16)","(2149.6, 1755.22)","(2173.13, 1760.92)","(2220.32, 1725.65)","(2143.77, 1760.75)","(2143.92, 1755.03)","(2214.42, 1713.93)"
"(2096.82, 1342.89)","(2143.64, 1390.15)","(2137.86, 1390.17)","(2131.84, 1454.82)","(2079.05, 1443.03)","(2143.83, 1390.05)","(2178.94, 1454.74)","(2131.74, 1490.4)","(2144.05, 1525.72)","(2149.68, 1525.76)","(2143.84, 1631.64)","(2196.66, 1731.63)","(2144.04, 1525.75)","(2090.67, 1619.78)","(2184.94, 1672.59)","(2096.96, 1337.42)","(2102.7, 1337.17)","(nan, nan)","(2137.79, 1342.96)","(2179.07, 1743.29)","(2190.72, 1737.43)","(2220.16, 1707.92)","(2143.76, 1766.78)","(2149.53, 1760.92)","(2231.94, 1749.13)"
"(2090.62, 1342.73)","(2126.04, 1389.94)","(2114.23, 1390.15)","(2096.88, 1454.77)","(2055.35, 1437.26)","(2137.53, 1384.39)","(2167.23, 1442.97)","(2120.1, 1478.53)","(2137.96, 1525.47)","(2138.08, 1525.5)","(2144, 1625.87)","(2226.22, 1725.78)","(2137.86, 1525.49)","(2055.54, 1613.88)","(2149.63, 1666.81)","(2090.81, 1337.18)","(2096.43, 1337)","(nan, nan)","(2114.27, 1342.69)","(2161.32, 1731.65)","(2173.18, 1725.59)","(2173.13, 1666.86)","(2173.08, 1760.86)","(2184.74, 1755.01)","(2249.82, 1737.55)"
"(2067.22, 1336.85)","(2114.21, 1384.28)","(2102.57, 1384.37)","(2096.58, 1443.27)","(2049.48, 1437.25)","(2108.58, 1384.08)","(2161.34, 1437.18)","(2102.7, 1478.3)","(2125.97, 1519.59)","(2132.06, 1519.68)","(2137.62, 1625.37)","(2232.13, 1725.8)","(2114.24, 1519.6)","(2043.4, 1590.26)","(2131.93, 1660.98)","(nan, nan)","(2084.75, 1330.99)","(nan, nan)","(2096.97, 1337.08)","(2137.73, 1702.15)","(2137.62, 1690.3)","(2137.89, 1660.76)","(2178.97, 1755.01)","(2185.05, 1749.13)","(2267.42, 1743.32)"
"(2049.69, 1336.99)","(2096.65, 1378.39)","(2096.42, 1384.07)","(2084.73, 1443.08)","(2031.93, 1425.42)","(2096.66, 1378.25)","(2143.5, 1431.47)","(2096.47, 1478.22)","(2096.97, 1519.55)","(2114.21, 1519.64)","(2108.48, 1625.38)","(2191.14, 1719.55)","(2096.61, 1519.48)","(2014.14, 1590.22)","(2090.71, 1666.48)","(2049.58, 1336.79)","(2061.26, 1331.15)","(nan, nan)","(2090.86, 1336.94)","(2090.8, 1696.22)","(2090.52, 1684.4)","(2096.65, 1660.95)","(2149.84, 1749.32)","(2173.06, 1743.26)","(2226.1, 1719.81)"
"(2037.84, 1330.98)","(2055.58, 1378.26)","(2049.34, 1378.31)","(2043.44, 1431.25)","(2002.22, 1396.08)","(2084.88, 1378.15)","(2137.68, 1436.9)","(2084.86, 1448.87)","(2084.84, 1507.73)","(2084.75, 1507.76)","(2108.41, 1613.89)","(2191.07, 1707.85)","(2084.92, 1502.01)","(1996.71, 1578.48)","(2055.59, 1672.62)","(2043.39, 1330.97)","(2043.85, 1313.66)","(nan, nan)","(2067.23, 1331.3)","(2043.82, 1713.67)","(2049.78, 1708.14)","(2079.03, 1672.51)","(2167.26, 1743.4)","(2173.14, 1731.57)","(2225.99, 1713.6)"
"(2031.74, 1336.76)","(2049.75, 1378.38)","(2043.61, 1378.42)","(2037.62, 1437.08)","(1996.67, 1401.98)","(2073.01, 1378.24)","(2131.91, 1431.45)","(2078.98, 1448.98)","(2055.42, 1507.76)","(2055.35, 1507.75)","(2102.46, 1602.16)","(2185.06, 1690.43)","(2061.23, 1507.85)","(1990.4, 1578.37)","(2031.92, 1672.76)","(2026.05, 1331.26)","(2043.31, 1325.3)","(nan, nan)","(2055.33, 1336.77)","(1996.58, 1719.6)","(2008.26, 1714.1)","(2043.67, 1673.02)","(2155.66, 1737.54)","(2167.29, 1725.71)","(2196.89, 1702.13)"
"(2008.32, 1331.06)","(2043.63, 1378.31)","(2031.74, 1383.91)","(2002.5, 1431.48)","(1984.65, 1401.8)","(2049.85, 1378.32)","(2120.24, 1431.23)","(2055.58, 1443.11)","(2043.72, 1496.19)","(2043.84, 1501.85)","(2090.89, 1590.29)","(2173.24, 1678.8)","(2043.65, 1496)","(1961.25, 1578.35)","(1996.53, 1690.27)","(2008.2, 1325.33)","(2025.89, 1319.31)","(nan, nan)","(2049.34, 1331.02)","(1955.05, 1719.8)","(1967.16, 1719.97)","(2002.56, 1702.18)","(2149.81, 1725.76)","(2161.38, 1719.83)","(2185.14, 1690.47)"
"(2002.3, 1319.45)","(2025.95, 1378.14)","(2002.74, 1378.34)","(1996.28, 1431.42)","(1955.65, 1401.78)","(2043.76, 1372.33)","(2090.97, 1431.02)","(2043.77, 1443.15)","(2031.75, 1496.08)","(2025.92, 1496.12)","(2084.7, 1596.22)","(2155.63, 1678.54)","(2037.55, 1495.97)","(1955.08, 1578.23)","(1961.17, 1690.32)","(2002.43, 1319.47)","(2008.22, 1307.68)","(nan, nan)","(2037.7, 1331.03)","(1925.91, 1714.06)","(1949.27, 1719.57)","(1973.06, 1702.25)","(2167.22, 1719.66)","(2161.47, 1713.98)","(2179.17, 1678.79)"
"(1978.77, 1325.35)","(2002.68, 1372.52)","(1996.28, 1372.51)","(1996.43, 1431.33)","(1961.22, 1454.91)","(2026.09, 1378.05)","(2084.93, 1425.38)","(2037.78, 1437.51)","(2008.27, 1496.13)","(2008.48, 1496.05)","(2061.28, 1602.04)","(2143.99, 1666.68)","(2008.28, 1496.15)","(1943.65, 1578.39)","(1943.4, 1696.26)","(1984.63, 1319.31)","(1990.71, 1313.49)","(nan, nan)","(2008.36, 1325.39)","(1908.15, 1713.67)","(1914.16, 1714.02)","(1949.26, 1708.14)","(2155.6, 1707.84)","(2149.83, 1696.19)","(2167.29, 1666.67)"
"(1961.3, 1319.36)","(1996.72, 1378.19)","(1984.66, 1378.19)","(1967.09, 1431.23)","(1943.4, 1390.26)","(2008.48, 1378.33)","(2078.87, 1431.23)","(2020.02, 1437.42)","(1996.62, 1501.97)","(2002.16, 1501.98)","(2043.71, 1596.17)","(2137.95, 1660.82)","(1996.44, 1496.19)","(1920.09, 1578.83)","(1908.25, 1696.27)","(1961.29, 1301.92)","(1984.63, 1307.67)","(nan, nan)","(2002.61, 1331.24)","(1866.97, 1707.99)","(1878.79, 1713.94)","(1914.3, 1713.6)","(2143.87, 1678.57)","(2149.57, 1672.7)","(2149.55, 1660.73)"
"(1955.08, 1313.53)","(1967.15, 1383.89)","(1955.37, 1383.99)","(1937.53, 1413.64)","(1914.29, 1390.06)","(1996.23, 1378.13)","(2043.86, 1425.25)","(2002.39, 1437.34)","(1984.61, 1501.98)","(1978.92, 1501.92)","(2020.15, 1596.21)","(2120.07, 1649.12)","(1984.71, 1501.99)","(1908.46, 1584.47)","(1902.03, 1702.14)","(1955.23, 1307.7)","(1955.61, 1301.99)","(nan, nan)","(1990.42, 1331.11)","(1861.17, 1708.05)","(1867.13, 1713.97)","(1902.39, 1713.79)","(2131.78, 1672.88)","(2132.04, 1672.51)","(2137.84, 1643.35)"
"(1943.52, 1319.43)","(1961.14, 1372.5)","(1949.45, 1372.42)","(1943.6, 1431.04)","(1908.49, 1396.07)","(1990.45, 1378.06)","(2037.69, 1431.06)","(1990.55, 1437.03)","(1955.59, 1496.11)","(1955.22, 1496.07)","(2002.41, 1602.01)","(2096.95, 1631.48)","(1967.19, 1496.21)","(1902.56, 1584.5)","(1884.73, 1702.09)","(1949.28, 1313.56)","(1949.53, 1307.65)","(nan, nan)","(1967.12, 1331.08)","(1854.95, 1708.09)","(1861.16, 1713.95)","(1896.37, 1713.77)","(2102.63, 1678.49)","(2096.89, 1672.57)","(2126.11, 1625.63)"
"(1914.35, 1319.36)","(1955.39, 1372.51)","(1949.24, 1372.42)","(1931.7, 1431.23)","(1896.48, 1401.95)","(1967.12, 1378.25)","(2014.31, 1431.57)","(1955.4, 1437.42)","(1949.63, 1507.85)","(1949.62, 1507.78)","(1984.71, 1619.65)","(2043.55, 1654.93)","(1949.67, 1507.9)","(1902.06, 1596.05)","(1867.13, 1708.1)","(1919.98, 1307.62)","(1931.86, 1307.6)","(nan, nan)","(1955.38, 1330.97)","(1837.57, 1713.67)","(1849.45, 1714.1)","(1878.85, 1714.16)","(2078.82, 1672.59)","(nan, nan)","(2049.65, 1631.64)"
"(1902.45, 1319.45)","(1937.64, 1372.41)","(1914.14, 1372.48)","(1937.57, 1431.44)","(1902.04, 1437.26)","(1949.28, 1372.48)","(1996.34, 1436.91)","(1925.88, 1443.09)","(1943.56, 1507.78)","(1943.59, 1502.04)","(1955.38, 1619.89)","(2043.54, 1637.37)","(1943.46, 1507.85)","(1884.56, 1596.25)","(1861.27, 1713.76)","(1908.22, 1313.6)","(1908.33, 1307.69)","(nan, nan)","(1937.63, 1331.06)","(1820.09, 1713.94)","(1843.38, 1719.73)","(1867.21, 1719.65)","(2067.13, 1666.81)","(2049.49, 1666.71)","(2055.55, 1625.48)"
"(1896.27, 1330.97)","(1926, 1378.33)","(1914.1, 1378.35)","(1920.06, 1431.5)","(1878.7, 1431.48)","(1943.37, 1378.24)","(1978.94, 1431.51)","(1920, 1437.29)","(1920.15, 1501.96)","(1920.08, 1501.84)","(1937.52, 1619.5)","(1984.84, 1631.46)","(1925.97, 1507.81)","(1861.48, 1596.11)","(1861.23, 1714.13)","(1901.98, 1319.42)","(1902.28, 1313.62)","(nan, nan)","(1919.98, 1331.23)","(1819.82, 1719.97)","(1837.63, 1725.86)","(1867.2, 1720.03)","(2043.52, 1649.17)","(2037.73, 1654.93)","(2020.04, 1619.71)"
"(1872.8, 1331.19)","(1908.13, 1383.89)","(1896.4, 1378.41)","(1890.59, 1431.48)","(1849.18, 1437.21)","(1920.08, 1384.13)","(1943.55, 1449.11)","(1872.85, 1454.92)","(1908.04, 1519.4)","(1902.26, 1513.75)","(1908.05, 1613.88)","(2002.42, 1578.83)","(1908.52, 1519.65)","(1861.06, 1607.91)","(1866.95, 1714.13)","(1878.79, 1325.34)","(1890.47, 1325.16)","(nan, nan)","(1908.18, 1336.74)","(1820.02, 1720.12)","(1849.33, 1725.96)","(1878.83, 1719.99)","(2037.75, 1619.81)","(2031.82, 1619.64)","(2008.26, 1572.74)"
"(1861, 1336.84)","(1902.17, 1383.98)","(1872.98, 1383.91)","(1890.48, 1437.05)","(1861.06, 1431.44)","(1908.28, 1384.11)","(1920.15, 1449.02)","(1861.43, 1454.89)","(1896.53, 1513.67)","(1884.61, 1502.03)","(1867.2, 1619.39)","(1967.11, 1578.75)","(1902.47, 1519.58)","(1855.05, 1607.89)","(1861.28, 1713.78)","(1861.27, 1336.78)","(1866.93, 1331.04)","(nan, nan)","(1902.04, 1336.95)","(1820, 1719.98)","(1849.34, 1725.84)","(1878.7, 1719.67)","(2002.37, 1619.75)","(1996.65, 1619.43)","(1973.13, 1578.2)"
"(1849.21, 1337.17)","(1872.98, 1384.3)","(1861.11, 1384.07)","(1861.01, 1437.49)","(1831.74, 1443.28)","(1896.26, 1384.42)","(1902.43, 1466.49)","(1849.17, 1460.69)","(1878.74, 1519.43)","(1867.01, 1513.7)","(1854.93, 1613.59)","(1861.39, 1713.73)","(1890.67, 1519.68)","(1831.79, 1607.97)","(1867.14, 1714.02)","(1854.93, 1331.31)","(1855.16, 1336.77)","(nan, nan)","(1867.09, 1337.23)","(1819.84, 1731.7)","(1849.18, 1743.4)","(1896.3, 1719.95)","(1843.28, 1725.62)","(1843.52, 1719.88)","(1890.52, 1714.1)"
"(1820.09, 1336.87)","(1861.09, 1384.21)","(1855.03, 1384.03)","(1855.29, 1437.36)","(1819.79, 1437.45)","(1867.05, 1384.39)","(1867.07, 1454.92)","(1814.25, 1472.34)","(1861.43, 1519.45)","(1861.23, 1513.67)","(1849.16, 1596.23)","(1925.79, 1601.96)","(1867.1, 1525.17)","(1819.91, 1607.93)","(1867.2, 1714.04)","(1831.63, 1336.74)","(1837.61, 1331.03)","(nan, nan)","(1861.07, 1337.06)","(1820.09, 1731.53)","(1849.41, 1743.31)","(1896.29, 1719.82)","(1949.29, 1619.66)","(1949.15, 1619.44)","(1931.83, 1584.61)"
"(1813.77, 1336.76)","(1849.42, 1383.98)","(1837.49, 1378.21)","(1837.47, 1437.19)","(1808.02, 1437.25)","(1855.18, 1384.24)","(1855.33, 1449.09)","(1807.82, 1460.65)","(1855, 1519.55)","(1843.53, 1513.79)","(1802.35, 1613.73)","(1884.67, 1637.41)","(1860.81, 1525.17)","(1814.2, 1613.73)","(1872.96, 1714.04)","(nan, nan)","(1814.28, 1325.39)","(nan, nan)","(1849.29, 1337)","(1831.65, 1731.56)","(1855.06, 1737.6)","(1896.57, 1719.74)","(1843.4, 1713.88)","(1855.04, 1684.5)","(1902.39, 1625.53)"
"(1802.3, 1336.84)","(1837.6, 1384.14)","(1831.66, 1384.1)","(1819.83, 1437.41)","(1778.72, 1437.31)","(1843.35, 1384.19)","(1825.92, 1443.25)","(1772.87, 1443.15)","(1831.72, 1519.73)","(1819.95, 1519.6)","(1767.25, 1607.94)","(1861.09, 1625.47)","(1849.21, 1525.3)","(1825.83, 1619.63)","(1878.72, 1714.06)","(nan, nan)","(1808.21, 1325.39)","(nan, nan)","(1825.79, 1336.96)","(1837.62, 1725.71)","(1855.31, 1737.44)","(1902.04, 1719.66)","(1855.38, 1666.95)","(1855.38, 1660.72)","(1878.76, 1619.65)"
"(1772.99, 1336.79)","(1814.23, 1383.88)","(1813.93, 1378.38)","(1808.14, 1437.09)","(1767.11, 1437.25)","(1814.04, 1384.27)","(1808.08, 1443.29)","(1760.92, 1437.38)","(1813.99, 1519.73)","(1808.05, 1519.59)","(1749.18, 1590.4)","(1825.74, 1613.72)","(1825.68, 1525.26)","(1814.21, 1607.92)","(1890.52, 1713.79)","(1790.44, 1330.94)","(1796.19, 1325.37)","(nan, nan)","(1813.9, 1336.82)","(1854.94, 1725.76)","(1861.31, 1731.57)","(1902.47, 1714)","(1837.47, 1660.97)","(1831.65, 1649.07)","(1849.26, 1602.12)"
"(1766.8, 1325.33)","(1808.07, 1378.23)","(1813.77, 1378.15)","(1837.5, 1431.39)","(1772.77, 1431.3)","(1802.28, 1383.98)","(1784.52, 1443.05)","(1760.7, 1437.16)","(1807.92, 1507.93)","(1802.04, 1502.03)","(1725.63, 1578.53)","(1808.16, 1619.95)","(1813.77, 1513.77)","(1814.12, 1613.91)","(1890.57, 1702.25)","(1767.21, 1313.45)","(1772.77, 1313.56)","(nan, nan)","(1807.84, 1331.18)","(1855, 1720.14)","(1861.44, 1725.77)","(1902.51, 1707.98)","(1808.12, 1672.59)","(1802.32, 1660.9)","(1814.29, 1619.7)"
"(1760.83, 1331.02)","(1796.42, 1378.31)","(1807.83, 1378.27)","(1814.21, 1431.05)","(1749.29, 1425.42)","(1784.67, 1383.95)","(1767.04, 1437.19)","(1719.66, 1425.2)","(1790.42, 1502)","(1773.01, 1501.84)","(1713.61, 1572.75)","(1778.74, 1643.38)","(1802.2, 1513.55)","(1813.97, 1613.71)","(1884.76, 1696.35)","(1761.06, 1319.37)","(1766.69, 1313.64)","(nan, nan)","(1784.67, 1331.16)","(1855.41, 1719.91)","(1867.25, 1720.02)","(1902.28, 1707.77)","(1767.03, 1678.61)","(1766.75, 1672.81)","(1802.21, 1655.02)"
"(1749.11, 1319.38)","(1784.53, 1372.41)","(1807.99, 1372.27)","(1813.82, 1419.54)","(1743.4, 1419.42)","(1766.73, 1378.22)","(1749.23, 1437.26)","(1713.77, 1407.7)","(1767.2, 1490.31)","(1772.82, 1490.13)","(1690.28, 1572.33)","(1761.1, 1661.03)","(1767.09, 1496.01)","(1808.09, 1596.24)","(1878.83, 1678.63)","(nan, nan)","(1755.25, 1307.56)","(nan, nan)","(1767.11, 1325.29)","(1861.04, 1719.65)","(1878.82, 1714.14)","(1902.23, 1678.78)","(1731.51, 1696.22)","(1743.39, 1678.66)","(1767.16, 1666.81)"
"(1720.15, 1325.31)","(1766.69, 1366.48)","(1767.1, 1366.59)","(1784.53, 1431.06)","(1708.11, 1395.87)","(1760.91, 1372.35)","(1725.74, 1436.93)","(1696.31, 1389.87)","(1760.71, 1484.52)","(1749.26, 1484.43)","(1672.78, 1572.34)","(1720.11, 1666.51)","(1761.21, 1484.61)","(1802.06, 1584.46)","(1867.2, 1673.05)","(1725.69, 1307.66)","(1737.52, 1313.43)","(nan, nan)","(1761.21, 1331.01)","(1860.92, 1719.61)","(1873.02, 1713.99)","(1896.38, 1678.63)","(1708.03, 1696.16)","(1708.03, 1678.71)","(1737.55, 1666.74)"
"(1714.04, 1301.99)","(1755.19, 1354.75)","(1772.71, 1349)","(1796.32, 1401.91)","(1713.94, 1395.97)","(1720.1, 1366.45)","(1713.76, 1431.39)","(1678.79, 1390.04)","(1743.24, 1484.43)","(1749.1, 1484.24)","(1666.79, 1566.77)","(1690.44, 1666.8)","(1731.71, 1484.55)","(1796.2, 1584.36)","(1861.06, 1672.55)","(nan, nan)","(1719.84, 1296.14)","(nan, nan)","(1737.56, 1313.56)","(1855.4, 1708.03)","(1861.31, 1702.22)","(1872.87, 1672.65)","(1672.45, 1684.56)","(1672.77, 1678.59)","(1707.82, 1672.63)"
"(1707.79, 1296.05)","(1725.84, 1348.91)","(1760.95, 1348.91)","(1772.98, 1413.51)","(1719.79, 1401.82)","(1713.68, 1349.02)","(1678.82, 1430.97)","(1666.85, 1384.2)","(1719.77, 1478.62)","(1719.98, 1478.56)","(1654.9, 1566.77)","(1666.9, 1672.54)","(1719.68, 1484.05)","(1767.22, 1584.27)","(1855.5, 1660.9)","(nan, nan)","(1713.74, 1295.78)","(nan, nan)","(1719.95, 1307.69)","(1855.5, 1684.39)","(1861.43, 1672.86)","(1861.38, 1661.01)","(1625.79, 1708.07)","(1631.52, 1701.98)","(1672.78, 1678.63)"
"(1684.42, 1296.16)","(1719.98, 1343.11)","(1755.04, 1342.9)","(nan, nan)","(nan, nan)","(1702.2, 1348.91)","(1672.63, 1431.23)","(1660.82, 1389.97)","(1713.76, 1478.34)","(1713.68, 1478.21)","(1631.43, 1572.43)","(1631.42, 1678.48)","(1713.85, 1478.46)","(1755.18, 1578.8)","(1855.14, 1643.34)","(nan, nan)","(1702.12, 1295.97)","(nan, nan)","(1713.89, 1313.55)","(1855.05, 1684.51)","(1861.13, 1672.73)","(1861.28, 1637.37)","(1590.28, 1708.13)","(1602.05, 1702.03)","(1643.38, 1696.22)"
"(1666.87, 1301.67)","(1707.97, 1360.54)","(1720.01, 1354.71)","(1755.24, 1419.41)","(1696.22, 1407.65)","(1672.87, 1372.25)","(1654.99, 1431.02)","(1649.12, 1384.33)","(1696.14, 1484.39)","(1690.41, 1484.29)","(1619.84, 1572.84)","(1619.34, 1672.91)","(1696.18, 1484.5)","(1731.68, 1584.45)","(1843.38, 1631.46)","(1672.56, 1295.62)","(1672.78, 1295.92)","(nan, nan)","(1702.22, 1313.61)","(1849.24, 1672.97)","(1860.88, 1666.84)","(1855.1, 1625.53)","(1572.44, 1708.01)","(1572.74, 1696.2)","(1619.85, 1690.48)"
"(1660.73, 1296.21)","(1684.49, 1349.05)","(1713.89, 1348.9)","(1743.29, 1413.72)","(1702.18, 1425.26)","(1666.86, 1354.8)","(1643.25, 1425.46)","(1625.49, 1419.56)","(1672.66, 1484.15)","(1672.79, 1484.06)","(1613.91, 1572.83)","(1584.51, 1684.4)","(1672.63, 1484.21)","(1713.67, 1578.81)","(1814.11, 1619.99)","(1660.94, 1290.15)","(1666.75, 1295.92)","(nan, nan)","(1678.49, 1307.63)","(1825.8, 1660.99)","(1849.16, 1643.22)","(1831.65, 1619.54)","(1537.44, 1707.97)","(1554.85, 1690.48)","(1607.84, 1707.97)"
