nose,neck,right_shoulder,right_elbow,right_wrist,left_shoulder,left_elbow,left_wrist,mid_hip,right_hip,right_knee,right_ankle,left_hip,left_knee,left_ankle,right_eye,left_eye,right_ear,left_ear,left_big_toe,left_small_toe,left_heel,right_big_toe,right_small_toe,right_heel
"(2096.66, 1107.58)","(2137.97, 1160.46)","(2137.89, 1154.76)","(2143.68, 1207.76)","(2090.77, 1201.8)","(2137.76, 1166.47)","(2120.24, 1242.96)","(2078.82, 1213.41)","(2137.8, 1295.74)","(2131.82, 1295.6)","(2055.57, 1378.2)","(2137.99, 1443.12)","(2143.67, 1295.95)","(2178.93, 1401.89)","(2238.14, 1484.47)","(nan, nan)","(2102.66, 1107.22)","(nan, nan)","(2137.75, 1113.33)","(2226.16, 1525.35)","(2237.89, 1525.25)","(2261.52, 1484.51)","(2125.99, 1484.28)","(2126.12, 1478.45)","(2149.76, 1449.04)"
[2093.58  1110.435],[2132.025 1160.475],[2134.865 1154.74 ],[2137.795 1210.635],"(nan, nan)",[2126.015 1169.295],[2105.57  1242.945],"(nan, nan)",[2126.055 1295.77 ],[2117.18  1295.635],"(nan, nan)","(nan, nan)",[2137.74 1295.96],"(nan, nan)","(nan, nan)","(972.074, 765.968)",[2099.525 1107.31 ],"(960.059, 777.797)",[2129.015 1113.325],"(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)"
"(2090.5, 1113.29)","(2126.08, 1160.49)","(2131.84, 1154.72)","(2131.91, 1213.51)","(2090.68, 1201.52)","(2114.27, 1172.12)","(2090.9, 1242.93)","(2055.47, 1201.55)","(2114.31, 1295.8)","(2102.54, 1295.67)","(2043.59, 1378.24)","(2108.31, 1466.61)","(2131.81, 1295.97)","(2155.6, 1396.03)","(2232.17, 1478.44)","(nan, nan)","(2096.39, 1107.4)","(nan, nan)","(2120.28, 1113.32)","(2226.29, 1513.82)","(2237.83, 1507.78)","(2238.16, 1478.64)","(2084.92, 1496.12)","(2090.51, 1484.54)","(2131.86, 1472.53)"
"(2055.62, 1107.57)","(2096.67, 1154.85)","(2096.85, 1154.61)","(2078.91, 1207.5)","(2043.88, 1178.18)","(2090.85, 1166.24)","(2061.47, 1242.59)","(2049.38, 1195.69)","(2096.36, 1290.06)","(2090.71, 1290)","(2026.02, 1372.43)","(2078.84, 1472.55)","(2096.72, 1290.12)","(2137.85, 1384.19)","(2220.38, 1472.52)","(2055.72, 1101.79)","(2073.05, 1107.22)","(nan, nan)","(2096.54, 1113.38)","(2202.73, 1507.87)","(2226.24, 1501.85)","(2232.19, 1478.16)","(2043.57, 1502.04)","(2043.73, 1490.22)","(2090.66, 1478.31)"
"(2049.3, 1101.79)","(2090.5, 1154.4)","(2090.77, 1154.29)","(2120.19, 1201.82)","(2061.38, 1207.73)","(2084.82, 1154.57)","(2073.21, 1230.99)","(2049.34, 1225.26)","(2078.92, 1284.15)","(2061.43, 1284.08)","(2002.55, 1378.12)","(2037.81, 1478.38)","(2084.94, 1289.67)","(2120.21, 1384.03)","(2197.01, 1449.07)","(2049.75, 1101.18)","(2049.85, 1101.49)","(nan, nan)","(2084.86, 1107.45)","(2202.62, 1490.4)","(2226.15, 1484.42)","(2220.31, 1454.84)","(2002.44, 1507.8)","(2002.43, 1490.33)","(2043.82, 1484.11)"
"(2031.78, 1107.38)","(2055.63, 1154.6)","(2078.98, 1154.42)","(2102.47, 1201.6)","(2043.57, 1213.36)","(2049.34, 1154.93)","(2031.86, 1236.79)","(2008.38, 1207.59)","(2049.75, 1290)","(2049.48, 1289.9)","(1996.27, 1378.38)","(2002.54, 1484.14)","(2055.55, 1290.06)","(2102.66, 1390.12)","(2196.63, 1443.31)","(nan, nan)","(2037.88, 1101.74)","(nan, nan)","(2055.31, 1107.7)","(2191.08, 1490.13)","(2220.23, 1484.07)","(2214.48, 1443.13)","(1967.05, 1519.56)","(1967.2, 1502.02)","(2020.08, 1484.58)"
"(2002.45, 1107.27)","(2043.84, 1154.48)","(2049.63, 1154.41)","(2055.39, 1201.78)","(2002.43, 1195.86)","(2037.79, 1154.67)","(2002.64, 1231.13)","(1996.37, 1201.82)","(2043.51, 1289.82)","(2037.74, 1289.75)","(1984.61, 1384.05)","(1967.08, 1490.06)","(2043.88, 1289.88)","(2084.94, 1389.94)","(2185.05, 1437.43)","(2008.56, 1101.53)","(2008.47, 1101.6)","(nan, nan)","(2043.58, 1107.5)","(2185.02, 1484.29)","(2196.67, 1478.27)","(2196.75, 1437.29)","(1931.72, 1513.83)","(1943.34, 1501.88)","(1984.82, 1507.73)"
"(1996.26, 1107.58)","(2037.72, 1154.46)","(2049.55, 1154.53)","(2078.86, 1201.49)","(2037.73, 1201.87)","(2008.22, 1154.6)","(1996.45, 1207.61)","(1996.6, 1201.61)","(2025.99, 1290.16)","(2025.99, 1290.06)","(1955.64, 1384.38)","(1949.45, 1484.65)","(2025.97, 1290.23)","(2055.57, 1390.09)","(2161.43, 1431.4)","(nan, nan)","(1996.76, 1107.2)","(nan, nan)","(2020.19, 1107.58)","(2178.95, 1478.2)","(2185.16, 1454.89)","(2179.15, 1425.52)","(1908.37, 1507.92)","(1914.13, 1496.02)","(1955.28, 1507.92)"
"(1961.37, 1107.5)","(2002.51, 1154.7)","(2002.43, 1154.63)","(2019.99, 1207.51)","(1961.34, 1207.55)","(2002.22, 1154.79)","(2002.24, 1225.19)","(1961.45, 1213.56)","(1996.72, 1295.89)","(1996.23, 1295.8)","(1949.47, 1389.97)","(1925.82, 1490.24)","(2002.51, 1296)","(2037.66, 1390.41)","(2143.59, 1419.56)","(1967.2, 1101.81)","(1973.08, 1101.8)","(nan, nan)","(2002.34, 1107.66)","(2167.19, 1466.56)","(2178.92, 1442.96)","(2143.99, 1401.78)","(1884.67, 1507.94)","(1896.36, 1495.98)","(1937.74, 1513.68)"
"(1949.67, 1107.64)","(1996.55, 1160.42)","(2002.76, 1160.53)","(2020.15, 1231.11)","(1967.01, 1236.91)","(1978.84, 1160.37)","(1955.48, 1231.02)","(1914.16, 1213.5)","(1990.58, 1301.7)","(1984.71, 1296.14)","(1937.59, 1390.16)","(1908.37, 1490.4)","(1996.32, 1301.88)","(2002.67, 1401.81)","(2108.45, 1407.69)","(nan, nan)","(1955.55, 1107.22)","(nan, nan)","(1990.66, 1107.79)","(2137.96, 1437.48)","(2143.61, 1431.3)","(2126.14, 1395.9)","(1867.2, 1519.6)","(1878.74, 1507.85)","(1914.27, 1519.51)"
"(1943.32, 1113.24)","(1973.08, 1160.6)","(1996.31, 1160.5)","(1996.34, 1231.03)","(1949.22, 1225.13)","(1955.54, 1166.46)","(1949.67, 1237.03)","(1914.13, 1230.99)","(1955.44, 1313.5)","(1955.32, 1313.42)","(1908.34, 1395.97)","(1902.58, 1502)","(1955.58, 1313.48)","(1990.47, 1407.63)","(2090.8, 1401.81)","(nan, nan)","(1949.24, 1107.42)","(nan, nan)","(1961.22, 1113.36)","(2126.16, 1437.31)","(2131.92, 1431.07)","(2090.96, 1390.17)","(1867.09, 1525.42)","(1872.84, 1519.62)","(1908.38, 1519.7)"
"(1908.35, 1113.56)","(1949.6, 1172.15)","(1949.44, 1166.3)","(1955.18, 1237.01)","(1914.06, 1219.43)","(1955.1, 1178.03)","(1943.56, 1242.68)","(1902.38, 1231)","(1949.11, 1319.42)","(1943.33, 1313.65)","(1902.27, 1407.65)","(1902.05, 1513.57)","(1949.56, 1325.22)","(1937.75, 1413.64)","(1902.6, 1513.58)","(nan, nan)","(1914.33, 1107.61)","(nan, nan)","(1949.37, 1119.24)","(1873.07, 1531.17)","(1902.06, 1525.7)","(1902.58, 1525.14)","(1860.93, 1531.39)","(1855.38, 1525.75)","(1908.02, 1525.45)"
"(1902.02, 1119.24)","(1937.74, 1172.28)","(1931.81, 1166.39)","(1920.01, 1236.8)","(1884.63, 1219.24)","(1943.5, 1178.09)","(1931.77, 1243.15)","(1872.98, 1236.8)","(1925.93, 1313.53)","(1925.79, 1307.66)","(1896.23, 1396.18)","(1896.33, 1513.61)","(1931.78, 1319.4)","(1902, 1407.71)","(1902.23, 1519.37)","(nan, nan)","(1902.55, 1107.73)","(nan, nan)","(1931.66, 1119.31)","(1855.32, 1531.17)","(1866.96, 1531.48)","(1908.26, 1525.52)","(1855, 1525.56)","(1855.3, 1525.43)","(1902.56, 1525.3)"
"(1878.81, 1125.19)","(1908.6, 1178.19)","(1907.97, 1172.35)","(1902.38, 1236.83)","(1866.92, 1231.02)","(1919.98, 1183.95)","(1920, 1242.95)","(1872.91, 1248.55)","(1908.28, 1307.62)","(1902.59, 1301.93)","(1884.65, 1407.73)","(1896.28, 1513.58)","(1914.16, 1313.54)","(1884.65, 1407.86)","(1902.24, 1513.8)","(1896.4, 1119.16)","(1896.26, 1113.53)","(nan, nan)","(1908.32, 1130.98)","(1861.02, 1531.13)","(1872.94, 1531.48)","(1908.33, 1525.41)","(1860.99, 1525.42)","(1866.99, 1525.23)","(1902.38, 1525.14)"
"(1860.95, 1131.03)","(1902.04, 1184.1)","(1884.68, 1183.89)","(1878.77, 1242.61)","(1849.29, 1236.92)","(1902.61, 1189.8)","(1902.17, 1248.77)","(1849.29, 1248.65)","(1896.34, 1307.78)","(1873.06, 1301.93)","(1860.99, 1413.69)","(1902.02, 1502.04)","(1902.44, 1319.42)","(1860.99, 1419.6)","(1902.06, 1513.58)","(1861.1, 1113.53)","(1861.41, 1113.59)","(nan, nan)","(1896.51, 1136.77)","(1861.06, 1525.76)","(1873, 1531.36)","(1902.5, 1525.22)","(1855.34, 1531.29)","(1860.97, 1525.56)","(1908.05, 1519.74)"
"(1849.14, 1125.2)","(1872.85, 1189.86)","(1861.32, 1189.8)","(1861.18, 1242.94)","(1825.84, 1236.96)","(1878.85, 1189.97)","(1902.32, 1248.48)","(1849.37, 1248.76)","(1872.9, 1307.78)","(1861.35, 1307.69)","(1854.95, 1407.81)","(1896.54, 1513.82)","(1890.53, 1319.33)","(1843.36, 1419.43)","(1943.54, 1413.65)","(1855.03, 1119.15)","(1855.12, 1113.59)","(nan, nan)","(1867.05, 1136.89)","(1961.3, 1437.23)","(1961.26, 1431.27)","(1949.34, 1395.94)","(1855.16, 1531.65)","(1861.12, 1531.24)","(1902.55, 1525.66)"
"(1820.09, 1136.84)","(1860.87, 1189.68)","(1854.96, 1189.68)","(1837.64, 1242.77)","(1802.05, 1207.76)","(1861.35, 1189.84)","(1878.78, 1248.56)","(1825.72, 1254.55)","(1861.18, 1319.36)","(1855.49, 1313.5)","(1849.17, 1413.57)","(1896.53, 1519.51)","(1866.95, 1325.19)","(1814.14, 1407.73)","(1896.49, 1507.91)","(1837.59, 1130.99)","(1837.66, 1125.02)","(nan, nan)","(1860.93, 1142.57)","(1855.44, 1531.5)","(1872.88, 1531.65)","(1908, 1525.27)","(1854.94, 1531.59)","(1855.26, 1531.17)","(1908.29, 1525.51)"
"(1808.26, 1125.19)","(1843.41, 1184.03)","(1825.73, 1189.64)","(1814.22, 1243.08)","(1778.62, 1225.26)","(1855, 1183.95)","(1867.2, 1243.06)","(1814.14, 1248.73)","(1854.92, 1313.53)","(1849.39, 1307.75)","(1849.36, 1419.47)","(1902.06, 1519.45)","(1855.08, 1319.32)","(1767.17, 1396.14)","(1884.69, 1448.92)","(1813.9, 1119.17)","(1814.19, 1113.56)","(nan, nan)","(1843.46, 1136.89)","(1867.11, 1525.44)","(1884.74, 1519.63)","(1902.31, 1460.65)","(1855.34, 1537.32)","(1861.05, 1531.42)","(1908.45, 1525.56)"
"(1796.42, 1130.97)","(1831.64, 1184.09)","(1825.93, 1189.86)","(1808.1, 1242.69)","(1761.13, 1201.91)","(1825.77, 1172.27)","(1861.15, 1242.66)","(1808.3, 1248.61)","(1831.68, 1307.78)","(1843.45, 1313.5)","(1825.74, 1413.66)","(1890.41, 1501.95)","(1825.71, 1307.73)","(1760.86, 1390.09)","(1843.57, 1448.9)","(1802.18, 1119.25)","(1807.87, 1119.14)","(nan, nan)","(1814.33, 1136.74)","(1855.27, 1501.98)","(1855.31, 1495.95)","(1855.29, 1449.06)","(1861.15, 1525.48)","(1867.19, 1525.21)","(1902.47, 1513.8)"
"(1767.05, 1125.06)","(1813.74, 1172.33)","(1808.05, 1178.05)","(1790.56, 1243)","(1755.11, 1207.75)","(1813.88, 1172.22)","(1855.1, 1242.68)","(1802.09, 1243.13)","(1813.73, 1307.75)","(1814, 1307.79)","(1819.87, 1413.55)","(1890.56, 1495.97)","(1808.24, 1307.72)","(1725.83, 1389.81)","(1808.36, 1449.1)","(nan, nan)","(1772.96, 1113.34)","(nan, nan)","(1808.05, 1125.16)","(1807.92, 1484.46)","(1808.09, 1484.32)","(1820.1, 1460.64)","(1855.37, 1525.34)","(1866.96, 1519.63)","(1902.46, 1502.05)"
"(1761.11, 1113.42)","(1802.13, 1160.66)","(1784.68, 1160.59)","(1772.8, 1231.17)","(1737.6, 1207.75)","(1808.01, 1160.58)","(1843.51, 1236.82)","(1784.64, 1237.02)","(1796.3, 1301.64)","(1796.32, 1296.15)","(1813.83, 1396.05)","(1884.56, 1490.07)","(1796.36, 1301.74)","(1713.88, 1384.36)","(1772.99, 1466.68)","(1766.87, 1113.31)","(1766.89, 1107.58)","(nan, nan)","(1790.49, 1113.53)","(1766.72, 1490.36)","(1767.09, 1490.36)","(1796.38, 1472.47)","(1860.93, 1525.36)","(1861.39, 1519.62)","(1902.23, 1496.15)"
"(1737.37, 1113.4)","(1767.07, 1166.4)","(1760.9, 1166.39)","(1766.77, 1213.38)","(1719.97, 1207.61)","(1778.64, 1166.32)","(1820.01, 1219.4)","(1766.66, 1242.7)","(1766.86, 1295.95)","(1766.96, 1295.91)","(1808.04, 1390.11)","(1872.87, 1484.39)","(1766.84, 1296.01)","(1690.47, 1383.86)","(1754.92, 1472.62)","(1749.14, 1107.49)","(1749.33, 1107.56)","(nan, nan)","(1767.12, 1119.19)","(1719.87, 1507.82)","(1731.66, 1502)","(1761.06, 1478.24)","(1861.31, 1519.69)","(1867.21, 1513.8)","(1896.42, 1490.4)"
"(1719.77, 1113.44)","(1760.75, 1166.25)","(1743.38, 1160.68)","(1725.63, 1225.11)","(1702.23, 1201.8)","(1761.25, 1166.31)","(1808.13, 1225.23)","(1755.06, 1236.8)","(1755.21, 1295.87)","(1755.23, 1295.89)","(1802.26, 1390.34)","(1861.36, 1484.27)","(1755.09, 1295.86)","(1672.51, 1383.99)","(1719.57, 1484.05)","(nan, nan)","(1725.67, 1107.58)","(nan, nan)","(1760.73, 1119.27)","(1673.05, 1519.6)","(1696.3, 1519.66)","(1725.74, 1484.33)","(1860.94, 1525.23)","(1861.27, 1519.43)","(1884.62, 1490.1)"
"(1708.11, 1113.36)","(1737.46, 1166.37)","(1720.03, 1166.34)","(1719.67, 1219.43)","(1678.63, 1201.78)","(1755, 1166.27)","(1784.6, 1219.43)","(1731.49, 1230.93)","(1725.66, 1295.92)","(1725.85, 1295.87)","(1778.81, 1390.19)","(1855.28, 1478.43)","(1725.62, 1295.96)","(1660.91, 1384.3)","(1678.51, 1490.09)","(nan, nan)","(1714.02, 1107.55)","(nan, nan)","(1737.4, 1119.22)","(1631.68, 1525.19)","(1660.77, 1525.4)","(1696.26, 1496.21)","(1855.03, 1513.7)","(1855.34, 1501.93)","(1861.38, 1484.07)"
"(1684.46, 1113.41)","(1719.68, 1160.53)","(1713.72, 1160.55)","(1707.97, 1213.56)","(1666.75, 1201.74)","(1720.14, 1160.55)","(1766.81, 1219.38)","(1713.99, 1231.02)","(1713.81, 1290.11)","(1713.83, 1290.1)","(1755.22, 1384.26)","(1849.4, 1472.31)","(1713.74, 1290.12)","(1637.52, 1384.19)","(1643.3, 1496.11)","(1690.39, 1107.75)","(1696.24, 1107.54)","(nan, nan)","(1719.78, 1113.52)","(1613.61, 1513.8)","(1619.64, 1525.31)","(1660.9, 1519.42)","(1854.94, 1502.01)","(1855.43, 1490.33)","(1860.97, 1478.11)"
"(1666.8, 1107.8)","(1702.11, 1166.27)","(1678.47, 1166.34)","(1672.52, 1236.78)","(1649.07, 1201.87)","(1714.15, 1160.6)","(1755.11, 1231.16)","(1690.48, 1213.38)","(1696.17, 1296)","(1690.43, 1295.98)","(1743.44, 1390.06)","(1831.62, 1454.88)","(1696.33, 1296.01)","(1625.65, 1384.4)","(1619.76, 1495.98)","(1667.09, 1107.48)","(1672.63, 1107.37)","(nan, nan)","(1702.05, 1113.46)","(1572.8, 1519.43)","(1584.3, 1525.36)","(1625.58, 1519.38)","(1831.67, 1495.97)","(1837.66, 1484.51)","(1855.09, 1460.64)"
"(1654.98, 1107.75)","(1678.51, 1160.6)","(1667.05, 1160.51)","(1666.63, 1230.94)","(1625.78, 1201.76)","(1690.29, 1160.49)","(1719.97, 1231.18)","(1673.01, 1225.2)","(1672.76, 1295.94)","(1672.91, 1295.84)","(1714.01, 1389.95)","(1808.23, 1437.33)","(1672.72, 1296.02)","(1619.61, 1390.04)","(1584.47, 1490.42)","(nan, nan)","(1661.02, 1107.38)","(nan, nan)","(1673.05, 1113.41)","(1549.02, 1513.71)","(1566.66, 1519.74)","(1596.18, 1513.77)","(1819.94, 1478.42)","(1820.08, 1472.49)","(1819.99, 1437.3)"
"(1625.67, 1113.24)","(1666.65, 1160.67)","(1643.34, 1160.6)","(1631.66, 1213.49)","(1619.48, 1201.75)","(1672.71, 1160.63)","(1713.96, 1236.96)","(1654.93, 1219.37)","(1666.51, 1296.02)","(1666.55, 1295.99)","(1690.47, 1390.29)","(1796.22, 1431.21)","(1661.02, 1296.1)","(1596.26, 1390.21)","(1578.34, 1501.99)","(1631.44, 1107.46)","(1631.57, 1107.45)","(nan, nan)","(1666.66, 1119.15)","(1537.19, 1519.44)","(1548.98, 1525.44)","(1578.8, 1519.72)","(1808.33, 1478.21)","(1807.98, 1472.34)","(1808.14, 1425.41)"
"(1619.44, 1113.52)","(1649.07, 1166.43)","(1631.39, 1172.14)","(1625.52, 1231.02)","(1596.27, 1213.55)","(1666.48, 1166.23)","(1690.32, 1237.08)","(1625.92, 1219.43)","(1637.36, 1296.17)","(1637.35, 1296.1)","(1666.83, 1395.9)","(1761.22, 1419.59)","(1643.25, 1301.68)","(1584.34, 1390.23)","(1572.59, 1501.94)","(1619.64, 1107.69)","(1619.89, 1107.66)","(nan, nan)","(1637.52, 1119.27)","(1531.54, 1519.48)","(1543.16, 1525.43)","(1572.87, 1519.59)","(1790.43, 1449)","(1778.71, 1443.14)","(1772.92, 1407.72)"
"(1590.32, 1113.43)","(1625.54, 1166.42)","(1619.52, 1166.31)","(1619.79, 1236.78)","(1578.62, 1219.32)","(1631.43, 1166.46)","(1667.05, 1242.74)","(1613.83, 1242.62)","(1625.59, 1301.64)","(1625.57, 1296.11)","(1643.16, 1401.92)","(1755.18, 1413.68)","(1625.73, 1301.76)","(1572.87, 1390.18)","(1566.82, 1507.82)","(1596.1, 1107.57)","(1607.89, 1107.64)","(nan, nan)","(1625.65, 1119.29)","(1525.56, 1525.26)","(1531.68, 1525.73)","(1572.6, 1525.21)","(1766.98, 1448.93)","(1766.83, 1437.48)","(1766.97, 1401.82)"
"(1578.29, 1119.2)","(1619.45, 1172.33)","(1607.89, 1166.51)","(1613.59, 1237.02)","(1572.74, 1231.15)","(1619.8, 1178.03)","(1643.34, 1243.14)","(1578.74, 1242.54)","(1613.66, 1307.79)","(1613.77, 1307.57)","(1619.75, 1419.44)","(1719.73, 1413.64)","(1613.61, 1313.64)","(1560.9, 1401.92)","(1560.85, 1519.42)","(nan, nan)","(1578.82, 1113.22)","(nan, nan)","(1613.91, 1136.73)","(1519.37, 1525.61)","(1525.73, 1531.49)","(1572.38, 1525.49)","(nan, nan)","(nan, nan)","(1731.56, 1396.12)"
"(1560.86, 1136.79)","(1590.26, 1189.82)","(1578.56, 1189.72)","(1578.62, 1243.07)","(1543.19, 1243.08)","(1607.84, 1189.9)","(1619.58, 1248.71)","(1560.85, 1243)","(1584.48, 1319.35)","(1578.73, 1313.53)","(1572.51, 1413.54)","(1678.67, 1401.94)","(1596.08, 1325.27)","(1537.34, 1413.58)","(1566.72, 1519.47)","(1572.2, 1125.06)","(1572.41, 1119.32)","(nan, nan)","(1584.5, 1142.56)","(1519.65, 1531.2)","(1531.38, 1531.76)","(1578.24, 1525.45)","(1707.89, 1425.44)","(1707.81, 1425.31)","(1696.16, 1396.03)"
"(1531.6, 1142.71)","(1572.88, 1190)","(1566.58, 1189.9)","(1566.75, 1243.09)","(1531.13, 1248.57)","(1584.35, 1195.65)","(1590.34, 1254.66)","(1537.29, 1248.95)","(1572.67, 1325.29)","(1566.83, 1319.41)","(1549.06, 1419.55)","(1666.77, 1401.96)","(1578.45, 1331.15)","(1531.15, 1407.74)","(1560.86, 1519.47)","(1531.67, 1131.07)","(1543.2, 1130.95)","(nan, nan)","(1572.85, 1142.65)","(1519.51, 1531.21)","(1531.33, 1531.71)","(1572.58, 1525.42)","(1678.48, 1431.29)","(1672.64, 1425.51)","(1672.64, 1395.88)"
"(1525.27, 1142.59)","(1554.96, 1195.49)","(1537.26, 1189.9)","(1531.36, 1243.08)","(1513.69, 1248.84)","(1572.38, 1195.61)","(1566.79, 1254.8)","(1513.71, 1249.07)","(1560.8, 1319.48)","(1543.33, 1313.55)","(1531.42, 1419.46)","(1572.5, 1490.09)","(1572.25, 1325.37)","(1525.52, 1419.47)","(1566.61, 1519.54)","(1525.29, 1119.35)","(1531.17, 1125.22)","(nan, nan)","(1554.98, 1142.84)","(1513.82, 1531.44)","(1531.19, 1537.32)","(1578.33, 1525.57)","(1531.14, 1525.28)","(1531.53, 1519.48)","(1578.63, 1496)"
"(1496.09, 1148.35)","(1531.69, 1189.91)","(1531.23, 1189.68)","(1525.57, 1242.84)","(1490.19, 1243.1)","(1537.25, 1195.66)","(1531.47, 1254.64)","(1490.31, 1260.49)","(1537.41, 1313.44)","(1537.39, 1301.95)","(1537.25, 1390.36)","(1625.33, 1419.44)","(1537.47, 1325.19)","(1507.93, 1419.53)","(1560.83, 1519.43)","(nan, nan)","(1513.66, 1136.97)","(nan, nan)","(1531.34, 1148.36)","(1525.23, 1525.72)","(1531.44, 1531.57)","(1572.65, 1525.41)","(1619.7, 1443.2)","(1619.92, 1437.09)","(1625.9, 1407.81)"
"(1484.31, 1148.55)","(1525.61, 1195.52)","(1525.48, 1189.76)","(1513.75, 1243.08)","(1478.2, 1248.56)","(1525.53, 1195.87)","(1513.62, 1260.71)","(1466.53, 1254.79)","(1525.53, 1325.33)","(1525.49, 1319.37)","(1484.4, 1413.59)","(1554.95, 1484.46)","(1525.74, 1331.13)","(1490.34, 1419.42)","(1566.51, 1519.42)","(nan, nan)","(1490.25, 1142.74)","(nan, nan)","(1525.42, 1148.61)","(1525.41, 1531.34)","(1531.61, 1531.65)","(1572.83, 1525.23)","(1525.33, 1519.64)","(1531.24, 1513.69)","(1572.65, 1496.06)"
"(1472.38, 1148.58)","(1513.66, 1195.58)","(1519.57, 1189.9)","(1490.23, 1248.61)","(1449.12, 1242.94)","(1501.89, 1195.87)","(1484.16, 1260.58)","(1442.99, 1248.8)","(1513.56, 1331.12)","(1513.59, 1325.36)","(1437.36, 1407.66)","(1519.5, 1443.03)","(1513.61, 1336.81)","(1490.28, 1431.11)","(1560.81, 1513.64)","(nan, nan)","(1478.27, 1142.65)","(nan, nan)","(1490.23, 1148.5)","(1525.46, 1525.75)","(1537.21, 1531.38)","(1572.66, 1519.58)","(1513.76, 1484.4)","(1507.71, 1478.27)","(1531.35, 1443)"
"(1443.15, 1148.44)","(1484.56, 1195.67)","(1490.2, 1195.58)","(1478.44, 1248.89)","(1431.47, 1236.86)","(1484.05, 1195.91)","(1454.92, 1260.61)","(1425.26, 1236.8)","(1484.14, 1325.21)","(1478.66, 1319.35)","(1419.55, 1396.04)","(1507.73, 1431.1)","(1484.35, 1331.03)","(1484.59, 1425.35)","(1560.89, 1519.41)","(nan, nan)","(1454.84, 1136.95)","(nan, nan)","(1478.68, 1142.88)","(1519.61, 1531.46)","(1531.46, 1537.17)","(1572.8, 1519.72)","(1490.26, 1478.36)","(1490.34, 1466.59)","(1525.23, 1425.36)"
"(1436.94, 1142.88)","(1478.32, 1189.85)","(1478.52, 1189.76)","(1466.5, 1242.83)","(1419.61, 1225.29)","(1472.52, 1189.98)","(1437.34, 1248.89)","(1396.05, 1236.99)","(1472.37, 1313.53)","(1466.71, 1307.76)","(1396.21, 1390.14)","(1478.51, 1431.47)","(1478.05, 1319.45)","(1484.21, 1419.5)","(1555, 1507.78)","(nan, nan)","(1437.45, 1136.77)","(nan, nan)","(1472.62, 1142.84)","(1525.45, 1531.36)","(1537.23, 1531.49)","(1572.62, 1519.36)","(1478.36, 1478.3)","(1472.56, 1466.48)","(1490.29, 1431.1)"
"(1419.45, 1142.54)","(1454.96, 1189.78)","(1460.78, 1189.72)","(1448.95, 1243.08)","(1390.21, 1213.44)","(1449.04, 1189.98)","(1413.63, 1248.71)","(1384.45, 1201.96)","(1437.44, 1313.55)","(1437.1, 1313.43)","(1384.01, 1384.38)","(1454.76, 1449.12)","(1443.32, 1319.34)","(1478.4, 1413.61)","(1543.15, 1490.19)","(nan, nan)","(1430.94, 1119.39)","(nan, nan)","(1442.99, 1136.94)","(1525.63, 1525.42)","(1537.45, 1525.36)","(1566.7, 1490.41)","(1437.18, 1484.49)","(1436.99, 1484.07)","(1478.14, 1460.73)"
"(1395.87, 1130.97)","(1437.32, 1172.3)","(1454.85, 1172.2)","(1466.53, 1237.08)","(1390.34, 1213.57)","(1431.02, 1183.9)","(1390.23, 1248.6)","(1378.26, 1207.66)","(1431.27, 1301.67)","(1431.19, 1296.1)","(1354.77, 1378.33)","(1425.52, 1466.58)","(1431.4, 1301.88)","(1472.45, 1407.7)","(1537.4, 1484.63)","(nan, nan)","(1407.65, 1113.52)","(nan, nan)","(1431.31, 1131.08)","(1531.17, 1525.4)","(1537.4, 1525.27)","(1566.61, 1490.19)","(1396.08, 1484.59)","(1407.76, 1484.14)","(1437.09, 1472.53)"
"(1384.15, 1130.95)","(1431.02, 1172.31)","(1437.1, 1166.26)","(1413.61, 1231.02)","(1378.14, 1207.61)","(1402, 1189.62)","(1378.11, 1243.02)","(1348.96, 1201.6)","(1413.74, 1301.89)","(1413.67, 1301.7)","(1337.14, 1384.01)","(1389.84, 1478.26)","(1419.49, 1307.67)","(1454.97, 1396.08)","(1525.77, 1484.36)","(nan, nan)","(1390, 1113.43)","(nan, nan)","(1419.52, 1131.02)","(1525.29, 1519.55)","(1531.26, 1519.44)","(1537.24, 1484.55)","(1366.54, 1502.04)","(1378.15, 1490.26)","(1395.93, 1478.58)"
"(1360.58, 1125.06)","(1396, 1172.23)","(1425.32, 1166.5)","(1431.06, 1213.54)","(1343.31, 1195.84)","(1384.23, 1184)","(1343.04, 1242.78)","(1337.35, 1195.98)","(1390.11, 1301.69)","(1390.34, 1296.14)","(1319.48, 1378.37)","(1354.86, 1478.35)","(1390.01, 1301.8)","(1437.18, 1390.16)","(1525.16, 1484.09)","(1360.63, 1107.72)","(1378.08, 1113.29)","(nan, nan)","(1389.97, 1130.9)","(1513.73, 1519.42)","(1525.42, 1513.67)","(1531.21, 1484.3)","(1325.2, 1513.71)","(1331.26, 1496.09)","(1378.13, 1484.02)"
