nose,neck,right_shoulder,right_elbow,right_wrist,left_shoulder,left_elbow,left_wrist,mid_hip,right_hip,right_knee,right_ankle,left_hip,left_knee,left_ankle,right_eye,left_eye,right_ear,left_ear,left_big_toe,left_small_toe,left_heel,right_big_toe,right_small_toe,right_heel
"(1766.71, 1319.35)","(1807.98, 1360.7)","(1808.33, 1354.86)","(1784.47, 1425.27)","(1755.1, 1396.14)","(1796.22, 1372.36)","(1766.71, 1437.06)","(1731.69, 1396.15)","(1802.05, 1484.61)","(1796.21, 1484.48)","(1714.08, 1572.59)","(1766.99, 1660.9)","(1807.8, 1490.22)","(1837.59, 1590.19)","(1908.08, 1672.67)","(nan, nan)","(1767.2, 1301.86)","(nan, nan)","(1802.16, 1319.39)","(1902.12, 1714.11)","(1908.35, 1713.72)","(1914.22, 1672.66)","(1743.38, 1690.47)","(1749.31, 1678.65)","(1778.75, 1666.6)"
"(1754.98, 1313.46)","(1778.6, 1372.28)","(1802.05, 1366.53)","(1778.69, 1419.59)","(1725.63, 1390.28)","(1766.99, 1378.17)","(1725.81, 1431.52)","(1719.98, 1390.07)","(1766.93, 1490.21)","(1766.77, 1490.15)","(1696.24, 1572.45)","(1731.67, 1666.74)","(1767.17, 1490.24)","(1825.9, 1590.29)","(1902.32, 1666.96)","(nan, nan)","(1760.93, 1301.76)","(nan, nan)","(1772.87, 1325.28)","(1896.5, 1702.11)","(1907.99, 1690.47)","(1908.26, 1672.51)","(1707.94, 1702.08)","(1713.72, 1684.49)","(1755, 1667.04)"
"(1720.12, 1313.59)","(1761.17, 1354.86)","(1767.21, 1354.74)","(1766.93, 1419.48)","(1713.81, 1390.04)","(1749.35, 1366.42)","(1725.64, 1431.33)","(1702.23, 1407.68)","(1755.25, 1484.34)","(1754.95, 1484.3)","(1672.66, 1572.41)","(1696.29, 1672.62)","(1760.91, 1484.39)","(1807.81, 1578.59)","(1896.45, 1660.93)","(nan, nan)","(1731.56, 1301.92)","(nan, nan)","(1755.24, 1319.49)","(1890.61, 1690.45)","(1902.48, 1678.63)","(1907.97, 1660.9)","(1666.56, 1702.1)","(1666.88, 1684.62)","(1713.58, 1678.58)"
"(1713.62, 1307.58)","(1749.23, 1354.79)","(1761.17, 1354.84)","(1755.14, 1425.23)","(1707.97, 1425.39)","(1720.13, 1354.8)","(1714.16, 1419.56)","(1678.79, 1431.23)","(1725.87, 1484.52)","(1725.82, 1484.49)","(1666.46, 1572.54)","(1666.7, 1672.87)","(1725.91, 1484.46)","(1790.39, 1584.27)","(1884.65, 1649.07)","(nan, nan)","(1714.07, 1296.19)","(nan, nan)","(1731.54, 1313.44)","(1890.54, 1678.64)","(1902.27, 1672.51)","(1902.18, 1643.2)","(1625.6, 1708.09)","(1625.87, 1702.04)","(1672.61, 1690.35)"
"(1690.35, 1307.63)","(1720.13, 1360.71)","(1754.96, 1360.58)","(1755.17, 1425.52)","(1678.75, 1401.96)","(1713.64, 1366.52)","(1672.8, 1436.94)","(1666.97, 1395.9)","(1713.94, 1484.47)","(1713.82, 1484.41)","(1643.26, 1572.82)","(1631.41, 1678.82)","(1714.02, 1484.51)","(1761, 1578.75)","(1861.09, 1631.69)","(1696.38, 1295.99)","(1707.84, 1296.16)","(nan, nan)","(1719.58, 1313.43)","(1878.69, 1666.97)","(1896.33, 1660.86)","(1872.95, 1631.67)","(1590.33, 1708.12)","(1601.99, 1701.98)","(1649.1, 1707.84)"
"(1672.9, 1301.87)","(1713.97, 1349.04)","(1725.9, 1349.1)","(1713.97, 1407.77)","(1660.96, 1395.94)","(1690.26, 1349.06)","(1666.53, 1430.96)","(1625.88, 1390.15)","(1707.91, 1484.16)","(1708.13, 1478.63)","(1625.8, 1572.85)","(1613.84, 1678.67)","(1702.08, 1484.25)","(1731.61, 1584.36)","(1843.38, 1619.93)","(nan, nan)","(1678.74, 1296.12)","(nan, nan)","(1707.98, 1307.72)","(1860.98, 1655.12)","(1861.19, 1631.57)","(1855.18, 1619.47)","(1578.42, 1702.1)","(1578.48, 1690.35)","(1619.7, 1702.08)"
"(1660.84, 1307.77)","(1684.62, 1366.42)","(1713.94, 1360.7)","(1720.05, 1430.96)","(1690.3, 1425.3)","(1667.11, 1366.46)","(1637.42, 1431.11)","(1625.77, 1390.21)","(1672.72, 1484.28)","(1672.98, 1484.21)","(1619.71, 1578.28)","(1578.84, 1678.77)","(1672.53, 1484.32)","(1713.57, 1584.3)","(1814.08, 1602.09)","(nan, nan)","(1666.76, 1301.79)","(nan, nan)","(1678.52, 1319.34)","(1849.24, 1631.47)","(1855, 1619.8)","(1819.93, 1584.55)","(1549.15, 1702.22)","(1560.87, 1690.31)","(1584.61, 1707.89)"
"(1631.37, 1313.49)","(1667.01, 1366.47)","(1678.58, 1366.42)","(1707.98, 1425.5)","(1666.69, 1425.39)","(1660.87, 1372.44)","(1631.67, 1436.95)","(1619.8, 1431.05)","(1660.99, 1490.24)","(1660.81, 1490.08)","(1607.81, 1584.54)","(1572.88, 1696.18)","(1666.61, 1495.95)","(1684.53, 1590.4)","(1790.52, 1584.62)","(1643.17, 1301.67)","(1637.52, 1301.86)","(nan, nan)","(1666.82, 1319.48)","(1814.11, 1619.81)","(1814.17, 1613.66)","(1807.93, 1578.57)","(1549.11, 1713.6)","(1549.07, 1702.2)","(1578.6, 1713.6)"
"(1619.69, 1301.95)","(1649.15, 1366.43)","(1667, 1366.52)","(1672.51, 1431.17)","(1619.65, 1431.49)","(1625.62, 1366.49)","(1619.96, 1431.23)","(1578.75, 1437.04)","(1637.28, 1490.2)","(1654.96, 1490.12)","(1578.59, 1584.35)","(1572.4, 1690.41)","(1625.78, 1490.22)","(1660.8, 1602)","(1760.96, 1578.56)","(nan, nan)","(1625.46, 1296.19)","(nan, nan)","(1631.71, 1313.57)","(1790.48, 1613.78)","(1790.46, 1596.22)","(1766.96, 1566.8)","(1537.4, 1713.72)","(1537.38, 1707.87)","(1572.74, 1708.05)"
"(1584.6, 1313.6)","(1625.86, 1372.27)","(1661.01, 1372.38)","(1666.46, 1431.55)","(1625.57, 1437.41)","(1613.78, 1366.5)","(1596.26, 1431.42)","(1566.68, 1437.07)","(1625.53, 1484.6)","(1637.5, 1484.57)","(1578.33, 1584.34)","(1560.91, 1707.81)","(1619.36, 1490.08)","(1625.87, 1607.92)","(1725.77, 1578.64)","(nan, nan)","(1601.99, 1301.97)","(1649.2, 1331.05)","(1619.47, 1319.45)","(1767.13, 1607.86)","(1766.91, 1590.34)","(1749.13, 1572.43)","(1525.47, 1713.85)","(1531.56, 1713.63)","(1566.7, 1714.11)"
[1578.63  1310.685],[1622.595 1372.385],[1643.26 1372.38],[1646.13 1431.3 ],"(nan, nan)",[1599.2   1375.175],[1590.385 1434.345],"(nan, nan)",[1619.7   1490.335],[1628.71  1487.475],[1575.405 1587.33 ],[1560.81 1710.68],[1610.655 1496.045],[1602.2  1610.87],"(nan, nan)","(2520.75, 1101.69)",[1590.28 1301.9 ],"(1649.2, 1331.05)",[1610.74 1322.33],"(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)"
"(1572.66, 1307.77)","(1619.33, 1372.5)","(1625.51, 1372.38)","(1625.8, 1431.05)","(1584.49, 1431.27)","(1584.62, 1383.85)","(1584.51, 1437.27)","(1560.69, 1437.49)","(1613.87, 1496.07)","(1619.92, 1490.38)","(1572.48, 1590.32)","(1560.71, 1713.55)","(1601.95, 1502.01)","(1578.53, 1613.82)","(1696.28, 1578.33)","(nan, nan)","(1578.57, 1301.83)","(nan, nan)","(1602.01, 1325.21)","(1731.5, 1608)","(1731.68, 1590.29)","(1707.95, 1572.26)","(1519.69, 1719.7)","(1525.48, 1714.16)","(1566.71, 1719.62)"
"(1549.08, 1325.39)","(1590.17, 1378.11)","(1596.24, 1372.32)","(1572.72, 1431.19)","(1537.25, 1431.38)","(1578.64, 1383.91)","(1578.26, 1437.4)","(1543.14, 1448.93)","(1590.37, 1496.05)","(1602.11, 1495.98)","(1554.91, 1601.94)","(1554.94, 1713.65)","(1584.55, 1496.21)","(1543.2, 1613.85)","(1666.76, 1578.42)","(nan, nan)","(1566.58, 1313.64)","(nan, nan)","(1578.57, 1331.1)","(1702.23, 1613.73)","(1707.84, 1596.12)","(1672.53, 1572.3)","(1519.52, 1725.71)","(1525.33, 1719.96)","(1566.66, 1719.77)"
"(1531.65, 1325.36)","(1572.53, 1378.19)","(1566.77, 1372.38)","(1543.22, 1425.5)","(1519.47, 1431.37)","(1572.81, 1383.93)","(1572.66, 1437.49)","(1531.29, 1478.11)","(1572.59, 1490.36)","(1572.48, 1490.27)","(1531.46, 1607.77)","(1554.95, 1713.77)","(1572.84, 1496.16)","(1525.72, 1613.87)","(1625.64, 1578.71)","(1537.44, 1319.35)","(1543.28, 1313.65)","(nan, nan)","(1572.62, 1331.29)","(1666.92, 1619.54)","(1666.78, 1607.95)","(1631.45, 1572.39)","(1513.69, 1725.86)","(1519.69, 1719.97)","(1566.76, 1719.91)"
"(1525.29, 1331.12)","(1549.16, 1383.91)","(1543.28, 1378.2)","(1531.37, 1431.17)","(1490.08, 1425.36)","(1549.07, 1384.09)","(1554.95, 1443.02)","(1507.91, 1466.56)","(1555.05, 1501.98)","(1560.83, 1501.85)","(1525.39, 1601.94)","(1554.83, 1713.65)","(1554.94, 1513.56)","(1495.98, 1613.78)","(1596.11, 1590.43)","(1525.64, 1325.19)","(1531.14, 1319.48)","(nan, nan)","(1543.18, 1336.75)","(1625.5, 1619.74)","(1619.7, 1619.54)","(1602.17, 1578.47)","(1501.99, 1731.58)","(1519.63, 1719.94)","(1566.77, 1719.71)"
"(1490.16, 1331.1)","(1531.48, 1378.24)","(1531.17, 1378.15)","(1525.64, 1437.06)","(1484.61, 1437.34)","(1531.45, 1383.94)","(1537.43, 1437.23)","(1501.87, 1472.51)","(1543.17, 1496.1)","(1549.07, 1495.96)","(1519.47, 1590.31)","(1554.82, 1713.71)","(1543.07, 1502.02)","(1478.4, 1596.14)","(1578.34, 1596.15)","(1507.74, 1313.64)","(1502.07, 1319.46)","(nan, nan)","(1531.15, 1331.15)","(1584.31, 1631.55)","(1584.37, 1625.67)","(1578.69, 1578.76)","(1519.53, 1725.67)","(1525.64, 1719.84)","(1566.65, 1719.75)"
"(1478.41, 1325.17)","(1519.52, 1378.21)","(1513.73, 1372.48)","(1496.16, 1431.49)","(1466.51, 1431.37)","(1519.55, 1378.24)","(1531.3, 1437)","(1484.28, 1460.73)","(1525.65, 1502.03)","(1531.39, 1502)","(1507.84, 1613.59)","(1555, 1713.82)","(1525.25, 1502.06)","(1431.51, 1578.6)","(1502.02, 1619.71)","(nan, nan)","(1484.27, 1307.7)","(nan, nan)","(1507.91, 1330.98)","(1519.58, 1684.55)","(1525.47, 1678.62)","(1525.28, 1613.71)","(1513.57, 1737.53)","(1525.29, 1725.64)","(1572.54, 1719.7)"
"(1466.67, 1325.31)","(1495.98, 1378.21)","(1490.22, 1378.26)","(1484.21, 1431.47)","(1437.42, 1419.59)","(1490.27, 1378.04)","(1525.21, 1431.38)","(1478.11, 1442.99)","(1501.93, 1496.2)","(1513.73, 1501.86)","(1490.43, 1613.66)","(1560.78, 1708.04)","(1490.41, 1496.2)","(1419.58, 1578.33)","(1490.18, 1625.45)","(nan, nan)","(1478.05, 1313.48)","(nan, nan)","(1484.54, 1325.4)","(1519.55, 1684.44)","(1513.77, 1672.68)","(1507.91, 1625.4)","(1525.47, 1725.78)","(1531.52, 1719.86)","(1572.75, 1713.94)"
"(1437.17, 1319.52)","(1478.2, 1372.3)","(1472.43, 1372.5)","(1443.19, 1431.48)","(1413.67, 1396.08)","(1478.39, 1366.54)","(1507.71, 1431)","(1466.57, 1454.83)","(1478.62, 1496.04)","(1484.4, 1496.15)","(1490.22, 1607.91)","(1554.82, 1702.09)","(1478.24, 1490.41)","(1390.03, 1572.73)","(1478.16, 1625.75)","(nan, nan)","(1443.05, 1307.69)","(nan, nan)","(1472.46, 1325.32)","(1472.55, 1666.95)","(1472.51, 1666.65)","(1484.33, 1625.64)","(1525.58, 1719.83)","(1537.18, 1714.15)","(1566.82, 1708.04)"
"(1425.35, 1313.61)","(1454.84, 1372.32)","(1443.25, 1372.45)","(1437.23, 1431.11)","(1390.33, 1396.02)","(1466.49, 1366.58)","(1496.04, 1425.29)","(1443.28, 1443.02)","(1466.5, 1490.09)","(1472.63, 1490.19)","(1484.12, 1596.13)","(1543.22, 1678.8)","(1448.99, 1490.07)","(1372.38, 1566.83)","(1437.09, 1631.65)","(nan, nan)","(1431.28, 1301.94)","(nan, nan)","(1448.87, 1325.26)","(1425.32, 1672.88)","(1431.29, 1672.67)","(1449.07, 1631.55)","(1525.54, 1719.97)","(1531.36, 1719.61)","(1566.82, 1690.42)"
"(1395.97, 1307.7)","(1437.14, 1354.87)","(1431.41, 1354.8)","(1437.37, 1425.25)","(1407.64, 1431.22)","(1437.2, 1354.87)","(1484.18, 1419.61)","(1436.94, 1437.49)","(1437.03, 1484.18)","(1437.5, 1484.19)","(1478.18, 1578.75)","(1537.17, 1672.98)","(1431.33, 1484.18)","(1343.17, 1566.47)","(1401.85, 1637.43)","(1407.82, 1301.76)","(1407.71, 1301.64)","(nan, nan)","(1431.55, 1307.81)","(1384.17, 1672.59)","(1390.12, 1672.61)","(1425.3, 1643.35)","(1531.18, 1713.68)","(1531.7, 1707.88)","(1560.71, 1684.49)"
"(1389.82, 1307.58)","(1425.16, 1349.06)","(1407.72, 1349.11)","(1389.9, 1401.86)","(1366.5, 1384.25)","(1431.1, 1348.92)","(1472.29, 1401.94)","(1425.47, 1431.37)","(1425.19, 1478.6)","(1430.98, 1484.03)","(1472.33, 1578.58)","(1531.36, 1672.72)","(1407.84, 1478.59)","(1331.29, 1555.05)","(1366.6, 1660.82)","(1390.12, 1301.84)","(1390.34, 1296.21)","(nan, nan)","(1425.22, 1313.65)","(1337.12, 1678.55)","(1348.78, 1678.71)","(1383.96, 1666.69)","(1525.45, 1713.73)","(1531.16, 1707.94)","(1543.28, 1678.65)"
"(1378.3, 1301.91)","(1395.85, 1348.85)","(1384.26, 1349.02)","(1378.24, 1401.76)","(1343.18, 1384.38)","(1407.66, 1343.26)","(1454.94, 1395.87)","(1407.76, 1431.18)","(1390.06, 1478.46)","(1390.37, 1478.5)","(1443.2, 1578.47)","(1525.44, 1666.73)","(1389.84, 1478.41)","(1301.94, 1560.75)","(1337, 1666.88)","(1383.91, 1301.65)","(1384.26, 1296.13)","(nan, nan)","(1401.88, 1307.75)","(1295.89, 1690.3)","(1313.51, 1696.23)","(1342.95, 1672.79)","(1525.47, 1702.04)","(1531.13, 1690.31)","(1531.51, 1667.03)"
"(1342.81, 1302)","(1372.47, 1343.29)","(1354.72, 1348.81)","(1354.86, 1407.7)","(1336.89, 1401.84)","(1384.13, 1343.19)","(1431.31, 1390.33)","(1384.05, 1436.98)","(1384.03, 1478.4)","(1384.17, 1478.46)","(1425.48, 1578.23)","(1519.37, 1643.19)","(1383.86, 1478.31)","(1295.73, 1555)","(1295.68, 1672.71)","(1342.87, 1296.1)","(1348.81, 1296.15)","(nan, nan)","(1378.38, 1307.71)","(1248.99, 1696.15)","(1272.26, 1702.21)","(1301.69, 1678.82)","(1519.71, 1696.16)","(1525.4, 1678.77)","(1531.13, 1643.31)"
"(1331.29, 1301.93)","(1354.8, 1348.82)","(1343.06, 1348.9)","(1337.1, 1395.98)","(1301.76, 1384.16)","(1372.43, 1343.25)","(1419.57, 1396.14)","(1366.62, 1436.92)","(1349.04, 1478.5)","(1360.55, 1478.53)","(1401.89, 1578.28)","(1496.03, 1631.63)","(1348.82, 1478.5)","(1278.29, 1566.77)","(1254.72, 1672.69)","(1337.19, 1301.65)","(1337.2, 1296.08)","(nan, nan)","(1360.53, 1307.58)","(1213.45, 1684.46)","(1236.91, 1696.24)","(1272.29, 1678.76)","(1519.37, 1672.82)","(1519.62, 1672.5)","(1519.59, 1631.64)"
"(1301.67, 1301.92)","(1337.28, 1348.9)","(1331.02, 1348.87)","(1331.1, 1401.86)","(1290.14, 1390.12)","(1343.28, 1348.77)","(1389.98, 1401.97)","(1337.07, 1431.54)","(1342.7, 1478.46)","(1342.91, 1478.46)","(1378.28, 1578.34)","(1478.57, 1619.87)","(1337.21, 1478.47)","(1260.44, 1572.45)","(1242.89, 1672.84)","(1301.82, 1295.94)","(1307.78, 1296.03)","(nan, nan)","(1342.78, 1301.99)","(1201.59, 1678.72)","(1207.63, 1696.21)","(1248.58, 1684.62)","(1490.36, 1666.65)","(1490.39, 1655.04)","(1490.33, 1619.57)"
"(1290.07, 1301.82)","(1325.16, 1349.09)","(1302, 1354.79)","(1301.77, 1407.83)","(1284.07, 1395.98)","(1331.23, 1348.83)","(1378.17, 1401.94)","(1330.98, 1425.41)","(1325.29, 1484.06)","(1331.19, 1484.1)","(1354.85, 1578.82)","(1454.84, 1613.84)","(1319.34, 1484.03)","(1248.75, 1572.6)","(1225.09, 1672.93)","(nan, nan)","(1295.88, 1295.94)","(nan, nan)","(1325.29, 1302)","(1178.11, 1673.04)","(1195.58, 1690.31)","(1236.75, 1690.48)","(1478.23, 1643.26)","(1478.25, 1631.51)","(1478.21, 1607.84)"
"(1266.53, 1301.67)","(1296.15, 1348.88)","(1290.13, 1349)","(1289.87, 1401.88)","(1248.66, 1390.11)","(1307.57, 1343.28)","(1348.88, 1396.06)","(1301.64, 1419.45)","(1295.98, 1478.4)","(1301.7, 1478.38)","(1336.75, 1578.51)","(1431.27, 1602.08)","(1295.87, 1478.42)","(1237.08, 1572.72)","(1201.69, 1678.61)","(nan, nan)","(1283.92, 1295.86)","(nan, nan)","(1295.99, 1301.88)","(1154.79, 1684.55)","(1166.41, 1707.77)","(1207.66, 1702.1)","(1454.86, 1631.41)","(1454.79, 1625.62)","(1443.07, 1590.18)"
"(1248.62, 1296.22)","(1289.74, 1348.97)","(1272.37, 1348.86)","(1278.08, 1407.84)","(1242.62, 1413.58)","(1295.6, 1348.78)","(1331.2, 1419.61)","(1278.11, 1431.07)","(1284.21, 1484.16)","(1289.88, 1484.19)","(1301.87, 1584.53)","(1396.07, 1590.3)","(1283.92, 1484.14)","(1207.79, 1578.53)","(1195.79, 1678.72)","(nan, nan)","(1254.54, 1295.79)","(nan, nan)","(1284.16, 1301.85)","(1160.38, 1696.14)","(1166.45, 1707.94)","(1201.4, 1702.11)","(1431.48, 1619.81)","(1431.33, 1619.55)","(1425.24, 1578.74)"
"(1231.2, 1307.66)","(1260.71, 1354.86)","(1260.65, 1354.72)","(1248.98, 1413.66)","(1207.72, 1419.43)","(1254.9, 1354.69)","(1290.14, 1430.96)","(1242.66, 1431.45)","(1254.87, 1484.25)","(1272.39, 1484.23)","(1289.85, 1584.59)","(1384.17, 1578.26)","(1254.57, 1484.27)","(1201.48, 1578.44)","(1195.63, 1690.46)","(nan, nan)","(1242.61, 1301.64)","(nan, nan)","(1248.99, 1307.64)","(1148.59, 1708.08)","(1154.64, 1714)","(1201.42, 1708.14)","(1413.58, 1602.04)","(1407.77, 1596.09)","(1390.27, 1566.82)"
"(1201.78, 1301.92)","(1243.02, 1360.65)","(1242.52, 1354.88)","(1242.83, 1431.28)","(1195.89, 1431.4)","(1248.72, 1360.67)","(1278.27, 1431.51)","(1213.34, 1437.22)","(1242.86, 1496.06)","(1243.09, 1495.96)","(1254.58, 1608.01)","(1343.18, 1584.29)","(1242.68, 1496.06)","(1183.94, 1578.76)","(1189.88, 1702)","(1213.34, 1296)","(1207.79, 1296.05)","(nan, nan)","(1242.84, 1307.59)","(1148.47, 1707.94)","(1154.4, 1713.94)","(1195.86, 1713.67)","(1378.17, 1619.53)","(1372.5, 1613.87)","(1360.69, 1578.27)"
"(1195.46, 1313.48)","(1231.05, 1372.32)","(1213.34, 1372.24)","(1213.48, 1431.49)","(1178.04, 1437.22)","(1237.02, 1372.34)","(1248.87, 1436.9)","(1195.55, 1437.25)","(1225.28, 1490.26)","(1225.17, 1490.16)","(1225.21, 1601.96)","(1337, 1578.47)","(1231.08, 1490.41)","(1160.67, 1584.62)","(1189.7, 1702.02)","(1195.88, 1301.96)","(1196.01, 1301.83)","(nan, nan)","(1213.57, 1319.34)","(1136.97, 1713.82)","(1148.86, 1719.66)","(1195.78, 1713.67)","(1360.62, 1613.92)","(1348.94, 1608)","(1343.11, 1572.43)"
"(1160.7, 1331.04)","(1201.72, 1366.51)","(1201.52, 1360.62)","(1195.79, 1431.34)","(1154.56, 1437.22)","(1201.55, 1378.12)","(1207.71, 1437.25)","(1154.83, 1442.98)","(1207.68, 1490.25)","(1219.22, 1484.63)","(1195.68, 1590.35)","(1295.99, 1566.81)","(1207.53, 1495.99)","(1154.73, 1590.17)","(1184, 1696.14)","(nan, nan)","(1178.2, 1319.39)","(nan, nan)","(1196.03, 1330.97)","(1142.79, 1713.75)","(1154.39, 1714.19)","(1195.69, 1707.91)","(1336.93, 1607.83)","(1331.13, 1596.08)","(1301.82, 1548.98)"
"(1148.82, 1319.53)","(1189.95, 1378.14)","(1189.98, 1366.55)","(1172.15, 1431.43)","(1142.8, 1442.97)","(1189.69, 1383.86)","(1195.44, 1443)","(1142.59, 1448.93)","(1195.78, 1490.28)","(1201.37, 1490.06)","(1166.23, 1584.44)","(1248.86, 1572.74)","(1195.6, 1496.14)","(1148.52, 1590.2)","(1183.94, 1696.14)","(1154.66, 1307.7)","(1154.7, 1307.75)","(nan, nan)","(1184.1, 1331.06)","(1142.66, 1713.78)","(1148.88, 1719.54)","(1195.78, 1707.97)","(1272.39, 1584.44)","(1260.56, 1578.75)","(1254.74, 1572.31)"
"(1125.24, 1330.97)","(1160.55, 1378.2)","(1160.65, 1372.32)","(1154.69, 1431.49)","(1107.72, 1437.29)","(1154.83, 1384.04)","(1154.63, 1443.1)","(1107.47, 1448.91)","(1183.97, 1490.31)","(1189.92, 1490.05)","(1166.25, 1578.4)","(1248.58, 1578.58)","(1178, 1501.98)","(1119.19, 1596.09)","(1189.78, 1684.63)","(nan, nan)","(1142.69, 1319.35)","(nan, nan)","(1154.61, 1331.15)","(1142.76, 1713.79)","(1154.44, 1719.57)","(1201.48, 1707.77)","(1248.77, 1613.84)","(1248.77, 1590.48)","(1254.73, 1578.33)"
"(1107.5, 1331.15)","(1154.38, 1378.25)","(1154.68, 1378.14)","(1154.38, 1437.13)","(1101.48, 1437.27)","(1148.66, 1384.01)","(1136.89, 1443.17)","(1089.7, 1437.29)","(1154.46, 1501.99)","(1154.74, 1496.18)","(1107.43, 1584.62)","(1172.27, 1690.26)","(1148.91, 1507.85)","(1107.7, 1596.08)","(1183.98, 1690.37)","(nan, nan)","(1113.3, 1319.44)","(nan, nan)","(1142.78, 1331.18)","(1148.42, 1714.02)","(1154.52, 1714.16)","(1195.79, 1702.11)","(1136.74, 1713.7)","(1148.37, 1713.57)","(1195.59, 1702.13)"
"(1089.8, 1331.08)","(1136.79, 1378.08)","(1148.5, 1372.3)","(1160.55, 1430.97)","(1107.38, 1437.05)","(1113.42, 1383.85)","(1107.32, 1437.52)","(1060.2, 1431.4)","(1136.81, 1501.89)","(1136.85, 1496.06)","(1060.46, 1578.59)","(1148.4, 1619.51)","(1136.87, 1507.86)","(1113.54, 1602.06)","(1178.22, 1690.34)","(nan, nan)","(1101.31, 1313.62)","(nan, nan)","(1107.78, 1325.36)","(1142.69, 1713.68)","(1148.89, 1714.09)","(1195.74, 1702.12)","(1136.9, 1666.57)","(nan, nan)","(1154.49, 1613.79)"
"(1066.45, 1325.2)","(1113.22, 1372.45)","(1113.46, 1372.3)","(1113.36, 1431.28)","(1060.17, 1419.44)","(1107.35, 1378.32)","(1095.6, 1437.28)","(1048.57, 1425.4)","(1107.37, 1496.07)","(1101.71, 1490.35)","(1036.89, 1572.77)","(1113.34, 1596.18)","(1107.76, 1501.97)","(1107.61, 1602.03)","(1183.86, 1684.46)","(nan, nan)","(1083.88, 1307.64)","(nan, nan)","(1107.24, 1319.52)","(1148.53, 1713.8)","(1154.69, 1714.04)","(1195.76, 1696.13)","(1113.51, 1660.79)","(nan, nan)","(1130.98, 1590.28)"
"(1054.61, 1319.3)","(1101.54, 1360.69)","(1107.74, 1360.66)","(1136.93, 1430.99)","(1060.36, 1419.44)","(1083.92, 1366.59)","(1060.09, 1431.41)","(1019.02, 1401.88)","(1095.61, 1490.24)","(1095.68, 1484.64)","(1013.33, 1566.76)","(1107.34, 1613.66)","(1095.64, 1496.06)","(1107.37, 1602.02)","(1178.18, 1678.59)","(nan, nan)","(1060.36, 1301.79)","(nan, nan)","(1089.64, 1313.43)","(1148.51, 1713.86)","(1154.63, 1714.03)","(1195.76, 1684.47)","(1101.77, 1666.61)","(1101.5, 1649.12)","(1113.47, 1596.26)"
"(1048.61, 1301.99)","(1078.05, 1354.71)","(1101.41, 1354.72)","(1119.18, 1413.72)","(1048.43, 1413.62)","(1060.29, 1354.81)","(1019.35, 1431.11)","(1007.09, 1389.91)","(1060.57, 1484.28)","(1060.57, 1484.28)","(995.532, 1554.89)","(1066.3, 1625.64)","(1060.66, 1484.27)","(1101.59, 1584.44)","(1172.18, 1672.73)","(nan, nan)","(1054.5, 1296.11)","(nan, nan)","(1066.32, 1307.62)","(1148.89, 1707.99)","(1160.56, 1707.97)","(1195.49, 1672.8)","(1060.25, 1666.98)","(1054.55, 1666.53)","(1095.56, 1625.68)"
"(1013.41, 1296.18)","(1054.67, 1348.77)","(1072.27, 1343.24)","(1107.68, 1390.16)","(1060.22, 1407.65)","(1036.69, 1348.96)","(1007.57, 1431.11)","(983.727, 1384.38)","(1054.24, 1478.45)","(1054.26, 1478.34)","(966.498, 1549.02)","(1048.36, 1625.87)","(1054.31, 1478.59)","(1089.62, 1578.46)","(1154.48, 1667.02)","(nan, nan)","(1019.34, 1295.84)","(nan, nan)","(1048.66, 1301.88)","(1148.46, 1702.14)","(1154.52, 1696.3)","(1166.25, 1672.51)","(1013.26, 1667.03)","(1013.46, 1666.55)","(1054.67, 1631.58)"
"(1006.99, 1296.05)","(1048.35, 1343.27)","(1060.59, 1343.26)","(1095.51, 1390.36)","(1013.3, 1390.32)","(1013.18, 1348.93)","(972.198, 1419.42)","(966.417, 1378.23)","(1019.37, 1478.44)","(1030.89, 1478.39)","(960.043, 1548.97)","(1001.52, 1643.22)","(1019.11, 1478.45)","(1060.63, 1572.63)","(1148.66, 1666.64)","(nan, nan)","(1007.51, 1295.67)","(nan, nan)","(1025.15, 1301.66)","(1142.89, 1678.71)","(1148.77, 1678.69)","(1154.59, 1667.06)","(972.065, 1672.56)","(978.017, 1666.87)","(1007.5, 1660.73)"
"(983.757, 1295.91)","(1019.09, 1342.73)","(1048.67, 1342.72)","(1077.95, 1390.01)","(1019.13, 1407.68)","(1001.48, 1342.87)","(965.912, 1413.55)","(960.059, 1384.09)","(1007.43, 1472.47)","(1007.46, 1472.47)","(925.031, 1549.05)","(966.053, 1654.98)","(1007.44, 1472.59)","(1054.32, 1572.6)","(1142.63, 1637.51)","(nan, nan)","(1001.32, 1290.24)","(1054.39, 1296.24)","(1012.99, 1296.06)","(1137, 1678.75)","(1148.86, 1672.72)","(1148.84, 1643.33)","(925.065, 1684.61)","(930.784, 1672.92)","(972.233, 1660.97)"
