nose,neck,right_shoulder,right_elbow,right_wrist,left_shoulder,left_elbow,left_wrist,mid_hip,right_hip,right_knee,right_ankle,left_hip,left_knee,left_ankle,right_eye,left_eye,right_ear,left_ear,left_big_toe,left_small_toe,left_heel,right_big_toe,right_small_toe,right_heel
"(965.909, 1301.71)","(1007.24, 1343.11)","(1030.9, 1343.2)","(1060.39, 1390.29)","(1007.34, 1395.97)","(966.421, 1343.19)","(924.98, 1407.63)","(942.477, 1349.04)","(995.479, 1478.32)","(1001.57, 1478.24)","(918.816, 1549.13)","(924.947, 1661.05)","(977.976, 1478.33)","(1036.72, 1572.62)","(1119.37, 1625.95)","(nan, nan)","(966.365, 1295.79)","(nan, nan)","(1001.25, 1296.23)","(1125.1, 1666.94)","(1142.71, 1666.52)","(1148.44, 1631.41)","(883.804, 1678.81)","(895.402, 1672.78)","(942.614, 1667.02)"
"(942.66, 1295.7)","(972.201, 1343.06)","(1007.54, 1343)","(1048.61, 1390.1)","(1001.32, 1425.29)","(954.161, 1343.21)","(919.101, 1425.19)","(919.078, 1384.24)","(966.226, 1478.22)","(972.025, 1478.18)","(907.265, 1560.92)","(901.243, 1666.98)","(965.909, 1478.24)","(1013.02, 1572.62)","(1107.4, 1619.94)","(nan, nan)","(954.471, 1290.08)","(1007.21, 1296.25)","(965.999, 1296.03)","(1130.95, 1660.92)","(1142.63, 1643.17)","(1113.53, 1619.69)","(842.485, 1678.59)","(860.101, 1672.68)","(907.351, 1678.5)"
"(919.181, 1295.69)","(965.872, 1342.86)","(995.65, 1342.94)","(1030.89, 1390.23)","(972.106, 1419.46)","(930.727, 1342.95)","(907.297, 1401.93)","(912.834, 1384.29)","(959.989, 1478.11)","(960.345, 1472.57)","(877.977, 1572.44)","(866.073, 1672.53)","(954.15, 1478.26)","(995.432, 1578.33)","(1101.26, 1613.78)","(nan, nan)","(925.137, 1290)","(nan, nan)","(960.045, 1295.79)","(1107.28, 1643.23)","(1107.58, 1625.74)","(1101.78, 1601.99)","(824.626, 1673.03)","(830.638, 1672.63)","(871.794, 1684.43)"
"(907.36, 1290.1)","(942.526, 1342.93)","(966.358, 1343.13)","(1007.2, 1396.17)","(960.366, 1425.2)","(913.092, 1342.88)","(877.729, 1401.75)","(877.807, 1389.86)","(925.103, 1478.14)","(948.412, 1478.08)","(871.784, 1572.38)","(836.489, 1672.61)","(919.026, 1478.13)","(960.034, 1572.8)","(1060.52, 1596.18)","(nan, nan)","(913.19, 1289.72)","(966.19, 1296.11)","(919.358, 1295.74)","(1089.86, 1625.83)","(1095.71, 1619.75)","(1072.21, 1584.54)","(789.445, 1672.98)","(807.174, 1672.55)","(848.26, 1684.57)"
"(877.889, 1289.82)","(919.264, 1342.91)","(960.029, 1343.02)","(972.018, 1401.83)","(930.892, 1413.53)","(901.342, 1342.81)","(871.888, 1390.34)","(871.974, 1378.31)","(913.276, 1478.24)","(919.074, 1478.19)","(865.723, 1572.35)","(824.602, 1672.71)","(907.33, 1478.28)","(942.514, 1578.63)","(1048.65, 1590.26)","(nan, nan)","(895.576, 1284)","(nan, nan)","(913.26, 1295.62)","(1066.21, 1619.83)","(1066.3, 1613.79)","(1054.59, 1578.7)","(777.956, 1684.39)","(789.571, 1672.91)","(824.839, 1690.31)"
"(866.352, 1295.69)","(907.263, 1343.02)","(925.024, 1343.05)","(954.205, 1401.99)","(913.01, 1407.81)","(871.832, 1343.09)","(854.365, 1401.86)","(836.659, 1419.37)","(895.455, 1478.18)","(913.192, 1478.18)","(865.86, 1578.34)","(818.841, 1672.94)","(872.029, 1478.16)","(848.415, 1578.46)","(818.803, 1678.59)","(nan, nan)","(871.973, 1290.2)","(919.218, 1301.63)","(889.671, 1296)","(777.759, 1684.42)",[ 986.7845 1604.94  ],"(819.017, 1702.02)","(783.568, 1684.58)","(789.619, 1684.52)","(818.94, 1690.46)"
"(854.147, 1295.9)","(877.766, 1343.33)","(913.131, 1343.34)","(919.044, 1419.42)","(895.557, 1436.99)","(860.118, 1343.25)","(830.814, 1413.65)","(819.061, 1431.42)","(871.986, 1478.34)","(895.58, 1478.38)","(830.715, 1578.47)","(801.375, 1678.84)","(860.223, 1478.27)","(842.445, 1578.67)","(812.96, 1684.58)","(nan, nan)","(860.177, 1295.6)","(901.436, 1301.77)","(871.703, 1296.14)","(777.69, 1702.2)","(777.836, 1713.52)","(812.823, 1702.05)","(771.744, 1702.16)","(777.885, 1702.15)","(801.341, 1707.93)"
"(824.812, 1296.14)","(865.985, 1349.02)","(883.807, 1348.92)","(912.968, 1419.4)","(877.936, 1431.31)","(830.666, 1348.95)","(824.597, 1425.4)","(795.381, 1437.41)","(865.846, 1478.29)","(872.103, 1478.27)","(824.657, 1572.79)","(801.354, 1684.41)","(842.568, 1478.34)","(819.041, 1578.38)","(807.004, 1684.59)","(nan, nan)","(825.116, 1295.81)","(883.592, 1307.6)","(848.457, 1301.66)","(760.058, 1708.02)","(771.718, 1713.85)","(813.124, 1708.09)","(754.254, 1707.96)","(771.721, 1707.92)","(813.173, 1707.92)"
"(812.956, 1301.77)","(836.651, 1354.75)","(866.314, 1349.07)","(877.838, 1425.22)","(854.326, 1431.33)","(818.814, 1354.66)","(812.842, 1419.55)","(777.664, 1443.22)","(842.45, 1478.55)","(865.905, 1478.53)","(812.871, 1578.57)","(912.917, 1572.53)","(824.75, 1478.55)","(783.844, 1584.48)","(801.161, 1701.99)","(nan, nan)","(818.652, 1295.93)","(865.857, 1307.75)","(824.624, 1301.86)","(754.268, 1713.77)","(771.634, 1719.63)","(818.616, 1713.73)","(942.559, 1596.08)","(930.839, 1590.19)","(913.276, 1560.9)"
"(777.984, 1301.78)","(824.779, 1354.84)","(860.016, 1354.87)","(854.088, 1425.47)","(783.814, 1431.08)","(807.067, 1354.75)","(789.487, 1425.43)","(765.886, 1437.44)","(824.873, 1484.12)","(848.29, 1484.11)","(777.93, 1578.7)","(795.476, 1684.4)","(818.717, 1484.24)","(771.781, 1602.03)","(871.923, 1578.28)","(nan, nan)","(783.834, 1296.18)","(836.721, 1307.77)","(813.016, 1307.58)","(913.146, 1607.82)","(907.269, 1596.09)","(872.197, 1566.62)","(754.188, 1713.91)","(765.982, 1713.6)","(813.06, 1708.09)"
"(771.941, 1301.98)","(813.106, 1354.8)","(824.897, 1354.82)","(783.699, 1413.52)","(748.311, 1413.65)","(783.633, 1349.07)","(778.053, 1425.52)","(742.492, 1443.06)","(818.719, 1484.2)","(824.865, 1484.31)","(771.84, 1578.71)","(789.569, 1684.39)","(801.366, 1484.29)","(730.756, 1596.22)","(842.452, 1578.38)","(nan, nan)","(777.527, 1301.7)","(825.032, 1307.55)","(789.487, 1307.66)","(877.861, 1619.6)","(871.952, 1607.87)","(848.439, 1566.76)","(742.438, 1713.9)","(765.796, 1708.11)","(812.835, 1708.1)"
"(754.151, 1301.73)","(783.669, 1349.07)","(813.098, 1349.12)","(771.808, 1413.65)","(730.571, 1419.41)","(771.988, 1349.03)","(765.786, 1425.23)","(730.505, 1437)","(801.249, 1484.22)","(818.747, 1484.33)","(765.912, 1578.68)","(789.655, 1696.27)","(783.575, 1484.28)","(718.923, 1578.68)","(818.936, 1578.78)","(nan, nan)","(766.012, 1296.01)","(818.735, 1301.79)","(777.457, 1307.59)","(830.692, 1625.7)","(825.052, 1625.49)","(824.744, 1572.7)","(765.793, 1714.06)","(771.896, 1713.78)","(807.195, 1713.75)"
"(730.421, 1313.64)","(771.551, 1360.55)","(772.068, 1354.67)","(736.405, 1419.43)","(695.321, 1396.03)","(760.102, 1366.44)","(748.396, 1431.31)","(707.191, 1437.03)","(777.444, 1484.38)","(783.757, 1484.44)","(760.095, 1584.38)","(795.465, 1702.05)","(766.056, 1484.44)","(677.833, 1578.46)","(765.882, 1602.09)","(730.524, 1307.53)","(730.868, 1301.97)","(nan, nan)","(759.996, 1319.32)","(777.778, 1666.78)","(783.638, 1655.05)","(777.63, 1584.48)","(760.125, 1714.1)","(771.929, 1713.79)","(813.122, 1713.77)"
[ 724.666 1313.58 ],[ 762.8235 1360.62  ],[ 768.9835 1354.755 ],[ 730.5475 1413.615 ],[ 689.4185 1392.95  ],[ 751.2065 1366.43  ],[ 739.416 1431.17 ],[ 698.3135 1431.205 ],[ 765.8355 1484.465 ],[ 777.727 1487.25 ],[ 754.143 1584.405],"(nan, nan)",[ 751.279 1484.525],[ 665.951 1575.435],[ 748.1625 1596.19  ],[ 710.0695 1298.85  ],[ 727.8095 1301.91  ],"(1814.25, 1001.54)",[ 748.253 1316.43 ],[ 754.2945 1646.16  ],[ 757.048 1637.36 ],[ 760.007 1584.425],[ 762.971 1714.005],"(nan, nan)","(nan, nan)"
"(718.911, 1313.52)","(754.096, 1360.69)","(765.899, 1354.84)","(724.69, 1407.8)","(683.516, 1389.87)","(742.311, 1366.42)","(730.436, 1431.03)","(689.436, 1425.38)","(754.227, 1484.55)","(771.697, 1490.06)","(748.191, 1584.43)","(801.247, 1696.26)","(736.502, 1484.61)","(654.069, 1572.41)","(730.443, 1590.29)","(nan, nan)","(724.751, 1301.85)","(nan, nan)","(736.51, 1313.54)","(730.811, 1625.54)","(730.458, 1619.67)","(742.384, 1584.37)","(765.817, 1713.91)","(777.58, 1713.63)","(818.723, 1708.13)"
[ 701.391 1304.79 ],[ 739.5285 1351.995 ],[ 748.2735 1349.025 ],[ 721.78  1404.875],"(nan, nan)",[ 733.438 1354.86 ],[ 730.6495 1419.355 ],[ 692.427 1448.845],[ 742.41 1484.31],[ 757.063 1487.13 ],[ 742.368 1587.36 ],"(nan, nan)",[ 730.595 1484.355],[ 645.2635 1569.515 ],[ 724.6595 1602.04  ],"(1820.03, 995.552)",[ 712.9145 1298.76  ],"(1808.25, 995.616)",[ 730.5855 1307.615 ],"(nan, nan)","(nan, nan)",[ 736.437 1599.06 ],[ 768.855 1713.98 ],[ 780.6105 1713.725 ],"(nan, nan)"
"(683.871, 1296.06)","(724.961, 1343.3)","(730.648, 1343.21)","(718.87, 1401.95)","(683.412, 1407.69)","(724.565, 1343.3)","(730.863, 1407.68)","(695.418, 1472.31)","(730.593, 1484.07)","(742.429, 1484.2)","(736.545, 1590.29)","(801.293, 1690.46)","(724.688, 1484.1)","(636.458, 1566.62)","(718.876, 1613.79)",[1837.54   995.558],"(701.078, 1295.67)","(nan, nan)","(724.661, 1301.69)","(718.697, 1660.72)","(nan, nan)","(730.49, 1613.75)","(771.893, 1714.05)","(783.641, 1713.82)","(818.75, 1707.88)"
"(683.331, 1295.9)","(718.598, 1343.21)","(718.702, 1343.05)","(683.322, 1390.28)","(648.096, 1384)","(718.602, 1343.25)","(724.593, 1396.19)","(677.716, 1460.68)","(718.664, 1478.52)","(724.778, 1478.62)","(724.823, 1578.86)","(783.865, 1672.93)","(695.335, 1478.57)","(607.016, 1554.95)","(683.276, 1625.41)","(nan, nan)","(683.808, 1290.24)","(nan, nan)","(718.639, 1296.13)","(677.291, 1666.61)","(677.372, 1660.95)","(695.352, 1625.58)","(765.965, 1708.14)","(777.561, 1702.25)","(812.989, 1678.79)"
"(671.607, 1295.87)","(689.453, 1343.1)","(689.368, 1343.09)","(671.832, 1390.35)","(636.349, 1372.44)","(683.841, 1343.11)","(712.981, 1395.97)","(665.827, 1449.05)","(683.714, 1478.16)","(701.096, 1478.2)","(724.387, 1578.2)","(777.896, 1666.96)","(677.831, 1478.16)","(589.218, 1549.05)","(642.408, 1631.51)","(671.831, 1290.27)","(677.501, 1290.21)","(nan, nan)","(689.347, 1296.1)","(624.662, 1666.93)","(630.646, 1666.97)","(671.582, 1631.65)","(766.03, 1702.1)","(777.542, 1690.31)","(789.643, 1672.63)"
"(642.333, 1295.9)","(671.755, 1343.09)","(671.707, 1343.07)","(642.404, 1390.15)","(618.635, 1354.72)","(671.608, 1343.03)","(695.414, 1390.27)","(654.083, 1437.38)","(671.725, 1472.62)","(677.708, 1478.16)","(712.97, 1572.49)","(777.502, 1667.01)","(654.034, 1472.5)","(577.534, 1531.65)","(618.62, 1637.53)","(nan, nan)","(654.086, 1295.59)","(nan, nan)","(677.353, 1296.19)","(583.107, 1672.67)","(589.378, 1672.83)","(630.466, 1654.99)","(759.939, 1707.85)","(771.663, 1696.14)","(783.723, 1672.8)"
"(630.474, 1301.87)","(648.312, 1343.01)","(642.402, 1343.24)","(624.496, 1390.19)","(589.656, 1360.75)","(654.055, 1337.31)","(683.399, 1384.42)","(636.304, 1431.18)","(642.283, 1466.67)","(659.831, 1472.31)","(689.282, 1560.92)","(765.902, 1643.36)","(636.363, 1466.57)","(548.067, 1537.32)","(583.215, 1654.96)","(630.582, 1301.94)","(636.298, 1296)","(nan, nan)","(654.14, 1301.8)","(536.287, 1672.8)","(548.104, 1678.54)","(589.317, 1666.56)","(754.157, 1678.8)","(765.713, 1672.92)","(777.497, 1655.11)"
"(601.194, 1296.18)","(636.217, 1342.76)","(630.63, 1342.85)","(630.478, 1389.98)","(595.107, 1378.26)","(630.654, 1342.71)","(677.282, 1384.23)","(630.329, 1425.22)","(630.413, 1466.59)","(636.298, 1466.61)","(677.349, 1560.92)","(760.021, 1625.93)","(618.706, 1466.58)","(536.434, 1531.74)","(542.002, 1660.79)","(618.779, 1295.72)","(618.717, 1295.74)","(nan, nan)","(630.725, 1296.13)","(495.006, 1672.75)","(518.572, 1678.49)","(548.187, 1666.86)","(766.033, 1672.94)","(771.922, 1672.57)","(771.866, 1637.35)"
"(583.679, 1295.93)","(612.794, 1342.8)","(601.022, 1342.91)","(583.588, 1384.37)","(559.951, 1354.79)","(618.708, 1337.3)","(654.116, 1384.34)","(618.719, 1425.16)","(600.982, 1466.66)","(612.944, 1466.66)","(648.168, 1566.68)","(736.544, 1619.68)","(589.556, 1466.69)","(524.388, 1531.71)","(500.93, 1660.85)","(589.37, 1295.53)","(589.502, 1290.26)","(nan, nan)","(618.779, 1296.08)","(459.813, 1672.59)","(488.965, 1672.9)","(512.695, 1666.83)","(760.007, 1666.82)","(765.714, 1666.54)","(760.111, 1619.59)"
"(571.647, 1295.85)","(589.51, 1342.85)","(589.283, 1342.9)","(589.386, 1390.02)","(548.01, 1378.25)","(589.283, 1342.7)","(630.771, 1384.32)","(589.125, 1413.53)","(589.221, 1466.47)","(595.225, 1466.54)","(630.199, 1566.58)","(730.531, 1613.84)","(583.361, 1460.73)","(501.006, 1543.07)","(488.909, 1660.96)","(577.373, 1290.22)","(583.145, 1290.21)","(nan, nan)","(595.129, 1296.03)","(448.186, 1666.66)","(454.002, 1667.08)","(489.294, 1667.08)","(748.332, 1654.95)","(754.255, 1643.22)","(742.381, 1613.7)"
"(542.254, 1290.26)","(577.362, 1337.29)","(559.891, 1342.73)","(548.126, 1389.93)","(530.408, 1348.93)","(583.265, 1337.19)","(624.587, 1389.88)","(571.703, 1413.56)","(577.418, 1466.51)","(583.351, 1466.47)","(612.836, 1572.8)","(724.463, 1602.06)","(559.885, 1466.49)","(489.287, 1554.95)","(453.885, 1666.67)","(542.368, 1289.93)","(548.12, 1289.88)","(nan, nan)","(577.477, 1295.68)","(424.363, 1666.7)","(436.273, 1667.08)","(465.573, 1672.62)","(730.44, 1637.41)","(730.71, 1625.84)","(730.764, 1590.3)"
"(524.463, 1295.81)","(554, 1342.85)","(542.341, 1342.95)","(536.087, 1390.35)","(501.196, 1378.23)","(565.749, 1337.32)","(589.125, 1390.4)","(536.567, 1413.7)","(542.469, 1472.36)","(554.047, 1472.37)","(583.183, 1572.54)","(683.541, 1584.4)","(542.128, 1472.35)","(483.181, 1554.94)","(447.878, 1666.71)","(nan, nan)","(530.448, 1290.03)","(nan, nan)","(542.534, 1295.81)","(401.167, 1666.92)","(418.652, 1672.71)","(453.798, 1672.62)","(707.103, 1625.39)","(712.818, 1619.67)","(706.983, 1578.65)"
"(495.294, 1295.84)","(536.393, 1342.79)","(530.491, 1342.85)","(518.552, 1396.1)","(489.098, 1378.22)","(542.072, 1342.72)","(571.554, 1396.21)","(524.608, 1413.61)","(536.162, 1472.38)","(542.022, 1472.37)","(548.201, 1578.44)","(648.092, 1578.4)","(524.509, 1472.43)","(454.127, 1560.78)","(441.854, 1666.79)","(nan, nan)","(501.13, 1290.12)","(nan, nan)","(536.061, 1295.78)","(400.747, 1667.07)","(406.761, 1672.93)","(442.212, 1672.92)","(677.793, 1613.86)","(677.717, 1607.85)","(671.67, 1566.8)"
"(489.258, 1295.85)","(524.572, 1342.7)","(512.869, 1342.74)","(495.29, 1395.89)","(459.836, 1390.02)","(530.395, 1337.27)","(542.138, 1407.85)","(489.483, 1425.32)","(506.908, 1472.58)","(524.559, 1472.54)","(536.09, 1578.44)","(630.567, 1572.56)","(500.964, 1478.04)","(442.252, 1566.7)","(435.96, 1667.09)","(nan, nan)","(494.954, 1290.12)","(nan, nan)","(506.907, 1295.73)","(395.229, 1672.67)","(401.109, 1678.63)","(441.763, 1678.62)","(648.262, 1601.96)","(648.107, 1590.26)","(642.291, 1560.91)"
"(459.687, 1295.94)","(495.123, 1343.15)","(489.401, 1343.1)","(489.057, 1401.75)","(442.305, 1395.85)","(495.225, 1343.08)","(506.96, 1425.29)","(453.833, 1413.64)","(494.875, 1478.34)","(495.359, 1478.29)","(495.211, 1578.61)","(601.198, 1566.52)","(489.118, 1478.39)","(436.02, 1572.48)","(424.441, 1673.02)","(465.752, 1290.25)","(471.562, 1290.22)","(nan, nan)","(494.951, 1296.02)","(388.881, 1684.58)","(394.926, 1707.79)","(436.212, 1690.37)","(630.578, 1578.37)","(630.705, 1572.75)","(624.601, 1548.99)"
"(442.134, 1296.02)","(488.848, 1343.3)","(489.089, 1343.07)","(448.196, 1407.82)","(418.594, 1402.01)","(483.223, 1348.76)","(483.226, 1425.49)","(430.32, 1419.6)","(483.394, 1478.39)","(489.393, 1478.42)","(483.101, 1578.77)","(583.255, 1572.39)","(471.504, 1478.43)","(406.706, 1572.75)","(424.33, 1678.77)","(nan, nan)","(447.889, 1295.59)","(nan, nan)","(465.705, 1296.08)","(388.987, 1696.28)","(394.923, 1713.6)","(436.219, 1702.24)","(595.327, 1584.41)","(589.57, 1578.75)","(589.42, 1554.83)"
"(418.607, 1307.74)","(459.817, 1354.87)","(483.249, 1354.74)","(471.501, 1425.43)","(406.995, 1425.32)","(447.971, 1360.66)","(459.754, 1431.02)","(412.658, 1431.42)","(471.586, 1478.48)","(488.982, 1478.5)","(448, 1578.64)","(530.467, 1572.88)","(454.005, 1478.55)","(400.862, 1572.59)","(424.435, 1678.63)","(nan, nan)","(435.986, 1301.72)","(nan, nan)","(447.849, 1313.47)","(383.192, 1702.24)","(394.844, 1713.77)","(441.821, 1696.32)","(553.917, 1596.13)","(548.031, 1590.23)","(542.211, 1566.59)"
"(400.81, 1307.62)","(442.232, 1354.71)","(453.85, 1349.01)","(447.898, 1419.61)","(395.165, 1431.01)","(430.331, 1354.84)","(436.005, 1431.35)","(383.123, 1431.41)","(447.818, 1478.62)","(459.882, 1484.03)","(412.689, 1578.52)","(430.393, 1672.66)","(436.241, 1478.6)","(394.776, 1578.5)","(436.028, 1678.72)","(nan, nan)","(406.679, 1296.22)","(nan, nan)","(436.127, 1307.66)","(389.212, 1708.09)","(395.124, 1713.99)","(447.787, 1701.98)","(394.813, 1701.99)","(400.761, 1701.99)","(442.256, 1672.94)"
"(389.154, 1307.78)","(430.394, 1366.48)","(nan, nan)","(nan, nan)","(nan, nan)","(401.063, 1372.28)","(395.143, 1437.02)","(353.852, 1437.06)","(436.158, 1484.23)","(442.359, 1484.23)","(395.02, 1578.56)","(418.676, 1672.71)","(412.601, 1484.37)","(377.299, 1584.39)","(430.425, 1678.61)","(nan, nan)","(394.992, 1301.81)","(nan, nan)","(401.172, 1307.81)","(389.032, 1708.11)","(395.109, 1714.01)","(442.314, 1696.16)","(395.113, 1696.28)","(400.745, 1696.18)","(442.172, 1666.87)"
"(354.056, 1313.52)","(401.034, 1354.83)","(430.346, 1349.07)","(441.964, 1419.49)","(359.755, 1431.49)","(389.188, 1366.45)","(371.479, 1431.56)","(324.318, 1431.47)","(406.833, 1484.08)","(430.312, 1478.63)","(365.482, 1578.37)","(412.782, 1673.02)","(400.628, 1484.2)","(353.885, 1584.29)","(436.051, 1678.52)","(nan, nan)","(359.91, 1301.8)","(nan, nan)","(394.731, 1307.69)","(394.719, 1713.7)","(400.73, 1713.94)","(447.731, 1690.29)","(377.393, 1707.96)","(389.107, 1707.88)","(436.288, 1684.4)"
"(347.765, 1307.6)","(394.734, 1354.87)","(401.019, 1349.09)","(436.322, 1419.44)","(377.35, 1430.99)","(365.592, 1360.69)","(353.719, 1431.19)","(306.864, 1419.46)","(394.718, 1484.36)","(395.183, 1484.21)","(306.869, 1566.58)","(365.494, 1578.72)","(388.853, 1484.59)","(354.103, 1590.31)","(436.018, 1678.51)","(nan, nan)","(353.559, 1296.09)","(nan, nan)","(371.455, 1301.96)","(394.823, 1707.99)","(400.953, 1713.77)","(442.287, 1684.4)","(nan, nan)","(nan, nan)","(377.363, 1578.56)"
"(318.614, 1301.98)","(359.927, 1349.07)","(394.938, 1348.93)","(412.594, 1419.45)","(341.879, 1425.23)","(347.928, 1354.72)","(312.661, 1431.35)","(294.67, 1396.01)","(365.543, 1484.61)","(388.914, 1484.49)","(289.046, 1555)","(389.063, 1590.29)","(353.966, 1490.25)","(354.098, 1596.14)","(436.194, 1672.76)","(nan, nan)","(341.759, 1296.05)","(394.928, 1307.63)","(348.035, 1301.83)","(394.969, 1708.08)","(400.997, 1713.76)","(447.966, 1678.52)","(383.092, 1666.57)","(383.182, 1643.2)","(400.846, 1584.47)"
"(306.672, 1296.13)","(353.642, 1348.78)","(383.128, 1343.24)","(406.883, 1395.95)","(353.732, 1425.29)","(330.163, 1348.98)","(306.461, 1431.12)","(271.465, 1390.14)","(347.939, 1484.17)","(359.565, 1484.06)","(348.014, 1578.72)","(430.187, 1672.49)","(336.022, 1484.34)","(259.633, 1560.8)","(318.51, 1590.29)","(nan, nan)","(312.557, 1295.7)","(nan, nan)","(347.571, 1296.17)","(342.018, 1631.56)","(nan, nan)","(336.196, 1578.74)","(388.987, 1713.74)","(394.979, 1708.03)","(442.257, 1672.81)"
"(300.486, 1296.22)","(341.899, 1342.9)","(354.042, 1342.85)","(395.116, 1390.04)","(347.904, 1390.03)","(306.747, 1343.25)","(265.714, 1425.36)","(259.579, 1383.91)","(324.395, 1478.2)","(342.003, 1478.1)","(253.663, 1531.75)","(324.398, 1619.56)","(312.529, 1478.27)","(347.597, 1578.27)","(418.586, 1666.82)","(nan, nan)","(300.83, 1295.7)","(353.658, 1295.87)","(306.942, 1296.11)","(394.955, 1690.34)","(400.99, 1696.16)","(441.816, 1667.03)","(306.79, 1649.17)","(306.963, 1637.4)","(347.788, 1619.76)"
"(265.436, 1290.18)","(312.563, 1337.24)","(347.91, 1336.91)","(389.173, 1384.04)","(336.15, 1395.94)","(288.929, 1342.89)","(253.369, 1401.98)","(236.108, 1372.4)","(306.616, 1472.57)","(312.616, 1472.55)","(218.493, 1531.57)","(294.89, 1619.53)","(300.898, 1478.15)","(341.734, 1572.29)","(400.954, 1666.49)","(nan, nan)","(282.994, 1289.75)","(347.575, 1295.8)","(300.637, 1295.72)","(394.953, 1678.74)","(400.913, 1678.71)","(412.737, 1666.65)","(271.28, 1654.91)","(277.298, 1637.37)","(306.525, 1619.73)"
"(259.328, 1289.99)","(300.567, 1336.96)","(330.251, 1336.81)","(383.205, 1378.06)","(341.868, 1384.16)","(259.369, 1337.26)","(218.524, 1401.87)","(218.427, 1354.8)","(294.94, 1466.7)","(306.479, 1466.52)","(206.486, 1531.37)","(259.409, 1625.53)","(277.151, 1472.48)","(312.672, 1566.77)","(394.896, 1649.07)","(nan, nan)","(259.561, 1289.6)","(318.404, 1295.86)","(271.396, 1290.23)","(383.132, 1678.51)","(394.872, 1672.94)","(400.8, 1655.14)","(218.442, 1666.71)","(230.177, 1660.75)","(265.698, 1625.87)"
"(241.935, 1289.69)","(271.355, 1337.12)","(306.748, 1337.01)","(347.938, 1354.81)","(nan, nan)","(241.916, 1337.2)","(206.57, 1401.87)","(212.227, 1378.21)","(259.762, 1472.33)","(271.302, 1472.35)","(183.033, 1531.21)","(212.704, 1631.68)","(259.365, 1472.4)","(306.548, 1554.97)","(388.95, 1637.49)","(nan, nan)","(247.876, 1283.89)","(300.73, 1295.8)","(259.354, 1290.05)","(371.512, 1672.67)","(389.191, 1672.52)","(395.108, 1649.17)","(177.256, 1666.83)","(194.908, 1660.97)","(230.169, 1655.04)"
"(212.809, 1290.09)","(253.897, 1337.05)","(294.881, 1336.97)","(341.979, 1354.71)","(312.67, 1337.12)","(212.743, 1337.19)","(177.084, 1401.81)","(200.724, 1372.35)","(253.548, 1454.95)","(259.671, 1454.84)","(171.144, 1531.51)","(177.298, 1643.26)","(236.017, 1460.82)","(294.835, 1566.53)","(371.386, 1625.71)","(nan, nan)","(218.575, 1289.63)","(277.336, 1295.75)","(241.98, 1290.21)","(371.556, 1666.53)","(383.119, 1660.86)","(394.692, 1625.92)","(153.446, 1666.99)","(159.317, 1666.67)","(194.802, 1660.87)"
"(206.852, 1289.89)","(247.562, 1336.96)","(271.306, 1336.88)","(312.507, 1378.12)","(300.625, 1343.14)","(206.407, 1337.02)","(165.168, 1401.8)","(165.675, 1413.57)","(224.343, 1460.63)","(253.452, 1454.79)","(159.493, 1537.41)","(153.375, 1654.91)","(212.337, 1460.68)","(265.4, 1566.57)","(354.129, 1619.58)","(nan, nan)","(206.886, 1289.61)","(259.876, 1295.71)","(218.269, 1290.04)","(365.56, 1637.51)","(371.396, 1631.44)","(371.379, 1619.53)","(112.555, 1666.74)","(118.297, 1666.46)","(153.677, 1666.64)"
"(188.97, 1290.05)","(218.241, 1337)","(253.84, 1336.85)","(300.539, 1383.9)","(253.744, 1384.11)","(183.078, 1336.99)","(153.409, 1395.98)","(153.545, 1384.32)","(212.45, 1454.76)","(224.351, 1449.04)","(147.593, 1549.02)","(118.105, 1666.44)","(206.338, 1454.91)","(253.32, 1566.67)","(353.73, 1613.92)","(nan, nan)","(200.649, 1289.66)","(253.554, 1295.71)","(206.771, 1290.09)","(371.527, 1643.28)","(383.09, 1625.8)","(359.892, 1613.69)","(71.4221, 1666.75)","(88.8121, 1661.04)","(118.378, 1672.49)"
[ 150.7525 1292.835 ],[ 212.441 1337.065],[ 250.7655 1336.995 ],[ 297.7255 1384.01  ],"(nan, nan)",[ 174.214 1337.05 ],[ 135.959 1396.085],[ 156.3695 1387.15  ],[ 206.548 1460.695],[ 218.313 1457.8  ],"(nan, nan)","(nan, nan)",[ 191.692 1460.81 ],"(nan, nan)","(nan, nan)","(1855.05, 995.564)",[ 179.88 1286.91],[ 244.7925 1295.69  ],[ 200.7075 1290.105 ],"(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)","(nan, nan)"
"(nan, nan)","(206.641, 1337.13)","(247.691, 1337.14)","(294.912, 1384.12)","(247.591, 1383.96)","(165.35, 1337.11)","(118.509, 1396.19)","(159.194, 1389.98)","(200.646, 1466.63)","(212.275, 1466.56)","(129.98, 1554.92)","(106.377, 1660.99)","(177.046, 1466.71)","(212.676, 1572.42)","(324.295, 1584.58)","(nan, nan)","(nan, nan)","(236.031, 1295.67)","(194.644, 1290.12)","(348.118, 1619.68)","(348.098, 1613.63)","(341.98, 1578.62)","(65.2513, 1666.67)","(71.29, 1660.94)","(106.541, 1667.04)"
