Frame,Angle
0,10.69717523903111
1,11.386894273036388
2,15.725767642388476
3,16.023418935544466
4,12.11400121716768
5,12.372112544307967
6,12.452096638167212
7,11.884184887685999
8,11.827846746629067
9,17.150684817289484
10,19.32588175777095
11,25.22564900106763
12,27.558072541309613
13,27.364609565466253
14,27.98522023676399
15,29.538863037998283
16,29.54238962757508
17,30.341889867109444
18,34.324400496889204
19,32.864395014023316
20,33.73981715083907
21,31.405693559453155
22,24.723025935065642
23,18.770025239963637
24,14.29393362417364
25,8.229465990423016
26,6.676979391520769
27,6.838826634735603
28,4.776723118174738
29,4.3740204956848725
30,4.024876060453099
31,1.854506173402487
32,3.3295785333246135
33,3.193357128639203
34,4.002857217977728
35,5.890524102246202
36,6.778375054784821
37,6.474310705970006
38,9.576550607568695
39,9.823005349219736
40,10.000069634899473
41,10.026110006156522
42,8.503884367345327
43,5.566939577084243
44,6.741031403684226
45,5.448731567906311
46,6.658026462227102
47,10.387049986300278
48,12.800281785922383
49,13.774818882374296
50,15.881091711162556
51,16.152520403021473
52,16.55322622784111
53,19.018134112936742
54,20.005499618092294
55,20.681435087684502
56,18.986796298323704
57,17.849517566906542
58,13.924850831392277
59,10.893915582857122
60,8.187817550766859
61,8.345146161177931
62,5.787073903615452
63,4.580206446267447
64,4.149432049879239
65,4.433231381049618
66,2.968652321307066
67,2.968951281008494
68,8.340892710958032
69,17.544731569181558
70,26.44472632640959
71,36.68713562940407
72,44.59769465376023
73,51.3951250577025
74,51.38152314389706
75,50.69024600132602
76,49.79549299545901
77,51.91168122114349
78,46.54715085540091
79,42.54947541862991
80,36.88960601990898
81,29.20469791792177
82,22.14369318689101
83,19.86227129103878
84,18.085958767775654
85,18.683346433432156
86,23.23696643904803
87,25.00227691883675
88,25.53636378973756
89,28.40200937090713
90,33.03663853580539
91,29.921543217790127
92,27.138134498571155
93,25.112901927303174
94,18.44370758832615
95,9.124268862104412
96,7.748828597611715
97,5.5367971357202075
98,4.33886229337659
99,4.719741331599351
100,6.169027003901988
101,8.01601368208672
102,10.063092946395619
103,9.462920962108306
104,13.585540331535135
105,20.540927008999667
106,23.803173517749293
107,32.03395633130917
108,42.50335713803457
109,49.92321608308701
110,54.87722969310009
111,59.95981374706756
112,61.467162717491476
113,62.43615531418282
114,61.892952474155884
115,57.948487948110696
116,56.838250763975
117,52.18119579233506
118,45.72128655406883
119,37.405255120597225
120,29.393556197147795
121,21.91984006210161
122,16.309541863666578
123,11.312295811465265
124,12.783528147163537
125,18.618746541889468
126,24.369375149569034
127,32.75737211462919
128,38.99812519113334
129,35.66744423263716
130,31.559968901907347
131,26.805774568929415
132,21.03765556793026
133,17.79056154029776
134,16.213073547982148
135,17.359724454136188
136,16.336656680005515
137,11.997783310653428
138,7.65890994130134
