ankle_knee,ankle_hip,ankle_shoulder,knee_ankle,knee_hip,knee_shoulder,hip_ankle,hip_knee,hip_shoulder,shoulder_ankle,shoulder_knee,shoulder_hip
0.9648256283294648,0.9596879298555905,0.9581108859280408,0.9648256283294648,0.998392608615499,0.9944245506966052,0.9596879298555905,0.998392608615499,0.9968347075616902,0.9581108859280408,0.9944245506966052,0.9968347075616902
