Frame,Angle
0,68.33284885878015
1,91.11046514504021
2,113.88808143130026
3,113.88808143130026
4,99.63601695687622
5,87.41715714737289
6,73.60515583935009
7,59.976179408378954
8,46.21189885877813
9,49.341765829445535
10,51.35083819860134
11,58.091524144537146
12,65.62980437001835
13,76.45590890960824
14,87.90666858244698
15,100.92324101971516
16,111.74591605060864
17,125.524667391266
18,136.59537893783886
19,146.0480777710028
20,151.75786549475114
21,148.00650582594466
22,150.4377715260126
23,149.40615402879422
24,146.53780141521003
25,141.45662089204785
26,146.10009813303202
27,141.3854990060974
28,136.78773694540192
29,136.23699793809598
30,141.33642731469405
31,145.56539046978875
32,150.05282369559743
33,157.5081776800814
34,160.31052233255355
35,156.78817963182917
36,152.66648590700848
37,143.49584006352285
38,132.1280083876741
39,119.97146919637785
40,108.46064794260049
41,96.05525667707177
42,87.21673564318552
43,76.884433409753
44,65.86309629414649
45,58.10199021444306
46,52.38013780518947
47,47.815360462206705
48,50.166352925194005
49,57.49025666353029
50,65.49481177974542
51,73.4458568428222
52,84.38934030211993
53,94.7214903644766
54,102.81674479611111
55,113.0155716433473
56,125.50166238430609
57,135.76120859310257
58,144.14365194590653
59,152.26957242884436
60,157.58634324233114
61,157.74379360373604
62,154.7082752531729
63,150.47829679500893
64,144.20522020222705
65,142.20919204586332
66,137.90970031420215
67,137.98938381046094
68,142.05319164901323
69,147.81193349229633
70,150.01802055477006
71,156.59190121940475
72,158.4831805169234
73,154.3360735438592
74,150.980200114513
75,142.6042126508953
76,132.64995938872312
77,123.31711542039704
78,115.4397522131564
79,103.23186118151459
80,93.78013020871131
81,83.30948743679009
82,74.63119261992873
83,64.60843058333222
84,58.564060430299456
85,53.72761146296791
86,52.0402183265142
87,53.59474457290003
88,59.048164718964934
89,66.54259581826948
90,78.15856891549552
91,90.99788175646002
92,103.62944641489888
93,115.98073435684486
94,129.50448081936366
95,140.59913437796732
96,151.54880168723528
97,158.58736228103302
98,164.60886934651853
99,163.0127049707674
100,161.31710549702188
101,153.79278150488537
102,148.1447221127135
103,140.84568019056093
104,135.4225622332197
105,132.8345680460036
106,134.22901512648315
107,135.41173895793278
108,141.12604630233972
109,151.21270893823737
110,157.76210018963454
111,164.2418585787725
112,164.9455814005691
113,160.4629032442514
114,153.0239326079515
115,140.63880236651687
116,127.37820512104767
117,114.83470221740832
118,103.29234356134968
119,90.70906978686695
120,80.24993677968162
121,70.10629522325999
122,61.994361008928536
123,54.358045606252446
124,49.65526772123638
125,50.31622969082477
126,54.06758025382733
127,60.612574037183435
128,73.93542712756151
129,92.78452869240273
130,103.18480990597372
131,111.31864759280573
132,118.52050612784794
133,119.50696558128588
134,113.88808143130026
135,113.88808143130026
136,113.88808143130026
137,91.11046514504021
138,68.33284885878015
