,time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l
0,0.0,66.20708095105161,143.5957935472116,-9.697893750003544,-0.16002701663239507,0.33369037039504973,0.13030518794866638,-23.599286952648846,-135.10346081754116,-13.41210269832184,37.630618553747844,61.281598693733706,-9.397298273641914,0.0,-64.00758935669982,218.98277676058714,-17.531987149961555,97.87884350749641,-36.6302020797634,-115.6395863768285,0.0,-138.80272953390536,-141.69125136317473,-43.38119766989985,45.57137702280059,43.94128108376309,-0.500257797795836,40.63316113494352,-56.689599336319,51.23984134759459,-65.68506740454339,-56.05221871014908,42.36658779925745,33.231014461943616
1,0.0166667,60.94446284486215,105.87134471007101,-1.2862797951290292,-0.11540962739143493,0.29139651326911115,0.09585514654559257,-38.55678063446926,-100.49484094747223,-28.692995076150392,15.362234220899875,58.76432089562229,28.840485377769447,0.0,-68.61497059984409,161.84649589947395,-3.9585048909800093,61.05794942551793,-57.09050421628312,-106.86908095578245,0.0,-117.94067933765902,-106.58904882928346,-36.13667525430951,33.34076120491733,24.51361341608948,21.399357918567702,35.10380868986198,-49.45083194749462,48.4914874300783,-54.290788707699704,-5.720578205922047,16.866005616669554,55.11341413161893
2,0.0333333,54.329165114375925,65.2432027145058,6.591491994357883,-0.07469356175502093,0.24742903740647898,0.061149939662629216,-50.30877208690659,-62.36120654570772,-38.35574688008132,-4.421748414894577,51.20841132822919,61.714522743936726,0.0,-69.95368014153118,101.00986883636666,8.482471086483617,24.83501396708406,-76.73493754476354,-95.54652723851636,0.0,-95.33920357428241,-67.93403123134897,-27.114381717090858,22.723541684924736,5.522355406934193,38.22267271815978,28.2621016918961,-40.995937175744125,44.6999473718353,-39.79569479047969,40.90490721686061,-7.177193963584161,74.01210896463387
3,0.05,45.899012971322904,26.5098625202029,12.21760183114389,-0.04969404393284262,0.20266607147823812,0.031864442867448314,-54.79556571157117,-25.071752148018724,-38.54157490161738,-17.677905987539614,35.48399759632366,79.3083135528236,0.0,-65.29088964717083,43.75965543366667,16.86342817957273,-5.6318740735382775,-91.48809760843548,-80.885742998062,0.0,-72.40355766842664,-30.060461620554012,-16.9140440669849,16.317126881485834,-9.602164162789089,44.26032014208755,19.57725006133225,-31.530658373962382,39.54624327873001,-22.851444622466783,73.57687126275367,-25.09710728945475,84.02192185586803
4,0.0666667,36.24986219884492,-0.7973335684025757,13.650044080037942,-0.052303634488298265,0.1574760379587704,0.01596992244928638,-50.00510060860358,1.590543815993434,-30.368926292242822,-21.876991337975028,11.611733989719749,72.53384718205938,0.0,-54.295188784348184,3.6996278493020274,18.26199704717066,-24.517790772867333,-96.5629630641291,-64.24157279796661,0.0,-52.39540315065706,-2.604871375420977,-8.246275806487496,15.880458667644533,-16.47971164139418,36.87693658741999,9.256956102881622,-22.364149681315585,33.407500344031064,-7.649251556763839,82.24553868077693,-32.04218443124843,79.88958397092921
5,0.0833333,26.812512218864647,-11.308603683027565,10.58994942554567,-0.07795929508837772,0.10989111977522309,0.015461616091235083,-39.34500644003247,11.267919741336396,-20.624284642355967,-19.672358560352283,-17.05470593747193,42.178095301511114,0.0,-40.550469715937496,-12.188486414487086,12.908570857100425,-31.953340462627104,-91.42855555097675,-48.40562311471639,0.0,-37.261933050203965,8.309865384689687,-3.615864328348474,19.869576359975728,-14.065202759042144,20.168348881283755,-2.019943509136408,-14.654675356636195,26.83871944220819,1.4515107437206127,68.4631823404977,-28.209606619501052,62.99313513300143
6,0.1,19.430840581341513,-7.7554757481080765,4.782041476823152,-0.10094776810650787,0.06063448065322194,0.023945633833534655,-30.092958154253665,5.854882795698634,-16.82374776930157,-17.271311812898144,-44.85945527454069,-0.05155392002440351,0.0,-30.047146852570272,-8.660595350131064,4.467144266506134,-33.883808442946936,-80.45095081371015,-36.29441108259631,0.0,-26.78163307888218,4.572625722855514,-3.4272923130553994,23.82284889110075,-5.694905813941306,2.6984511309474035,-12.949135071439724,-8.798623544594465,20.21604403650111,2.9123791630868134,45.661753846714234,-19.11115040903804,41.58445497069332
7,0.1166667,15.385282031216242,2.3335619280323803,-1.2214188947555003,-0.09122259082469553,0.017580754274434927,0.031885671810064034,-27.574301961197428,-6.841658372875452,-20.91776677975483,-18.95952747847493,-65.73625451898494,-38.9689071647113,0.0,-27.015285084390783,3.256429918114997,-2.7073049543402736,-36.0320510167552,-68.79881380481777,-29.20785594556607,0.0,-19.73911627157387,-6.555471228029285,-5.921505706316897,23.38657076906004,3.580574961412381,-8.646979577861199,-21.528528649740853,-4.628560286449062,13.761702698270778,-1.4471417619024076,28.221600528724753,-10.946646468466351,24.67777395330125
8,0.1333333,14.29841895397755,11.918313820082853,-5.442901729139904,-0.04013537152245115,-0.008605127602778716,0.03337332784257419,-30.873994093243088,-18.455328664606512,-28.08266531448296,-23.796073924561618,-75.14418015924187,-63.740496992442296,0.0,-30.64041777671209,14.018869912803948,-6.262282178215936,-39.39637539200654,-58.60755491710034,-25.82794477372743,0.0,-14.866746695740307,-17.57224097618711,-8.51476426736864,17.136865142072004,10.030387018498326,-12.364252330296354,-25.693113304606406,-1.7875244864657307,7.7745765231469655,-7.987590627717974,21.665256353832866,-6.48173649878709,16.06989939781762
9,0.15,14.162380303017905,17.245320326960485,-7.019316343414687,0.02922867411133421,-0.013741464757041202,0.0288022904717104,-34.1592347675776,-23.872427009896317,-31.287504028390476,-27.405309104169177,-71.49129537415772,-70.8023959343338,0.0,-35.664768745988574,19.15159797500495,-6.395488669435362,-41.025550409580916,-48.8759741126439,-23.18284348485708,0.0,-11.050569805570962,-23.881304076600927,-9.277116746858278,7.241894564885895,12.384849693899923,-11.155265164202874,-24.467967126762645,0.03848140367148989,2.7926857822159805,-13.31466409992566,22.101320075019192,-4.792370518463967,13.57952491654197
