,time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l
0,0.0,-822.2684281230041,-1073.2075453168009,122.90866633298872,-1.427450610182586,-2.7364251907639385,-0.40106461887480466,230.55952254803748,985.0385881474658,399.11572483297357,-2.524221801542808,92.05955981338874,565.1213924839607,0.0,658.2002502122086,-1822.452827781277,-106.37466622978332,-820.5397569345241,-260.4553958447835,217.54674387673228,0.0,1099.7622082233845,1137.180702497427,591.9821205128343,-562.4832633355388,-997.1590894038405,-49.368487864519814,2.74935921403589e-117,125.21650239192357,-846.0239952853184,-1368.7768987513577,-1230.033568090476,-1330.0228497138621,800.8356667190183
1,0.0166667,-1836.7925171315037,-2530.993265663529,153.01093673253558,-0.613871317289616,-7.065568211601122,-1.9473625941453014,658.8920236140817,2454.970577302697,1142.5666117710666,-339.72498583791514,-620.4342508639793,1100.445550319904,0.0,2462.8557328117886,-3903.436828747456,-518.3532365202028,371.2090377291369,129.40808755970704,107.44230671082855,0.0,1993.7007090681557,2460.4531101531397,1387.8909264157012,-506.1868740056888,-2798.0469454765066,196.71423788925705,3.379373149657045e-117,287.46837873875944,-2928.543750282788,-1115.0059983912972,-1792.0859405493923,-2976.960934057507,1563.0538600139446
2,0.0333333,-2367.838351581796,-3205.496673994443,120.18973718161658,1.00484605411042,-9.326786378172267,-2.8880749581089256,895.1104448302754,3186.4463297770453,1494.6634750946994,-654.1671090978701,-1216.5019048780684,1366.5826734724646,0.0,3690.139138645254,-4776.700394786232,-796.399099380073,1693.1276280651318,589.6783406376213,-80.34201057301959,0.0,2438.328908775965,2965.3289073224473,1708.308613232362,-389.5741340442214,-3814.7600502151763,412.7738322873434,-1.5354133970811172e-117,365.27216723007626,-4301.488236069223,-398.12321812511595,-1746.8400204274446,-3702.584430331745,1751.8234321506204
3,0.05,-2217.4300145678158,-2758.169964101672,-1.6868347373421422,3.510671880384162,-8.493820604968555,-2.8588827450862087,861.6731910354818,2825.3236314699157,1287.702709262221,-833.9603251032756,-1476.083250214198,1307.7237428545866,0.0,3958.592631885732,-3961.769408185871,-845.1433576574559,2896.4721512155456,1075.820939308846,-299.88353989658185,0.0,2318.7808101069363,2334.4073521600403,1361.6295832025125,-272.83140924523735,-3628.8974862428477,530.2711483365719,-1.184603042620021e-116,321.0090675766527,-4508.270256908967,701.1207732029557,-960.1129009897747,-3122.6333297409965,1118.060955659196
4,0.0666667,-1608.8764963425322,-1547.8838515993157,-181.2805557219438,5.999984726066149,-5.332336112776198,-2.008610584695811,670.2318891077421,1645.0646822850604,740.3213219999463,-689.2361268461391,-1150.6140220260086,1121.1318640277846,0.0,3288.4522781504234,-2071.0749705424505,-658.5108677730483,3390.5840413653805,1424.7985570041842,-373.49614251068004,0.0,1927.594909813853,1013.5713662187882,599.1257650357911,-286.4430880463975,-2456.4456697494934,471.70976852603235,-1.7221587757079738e-116,190.98933309458764,-3598.328692287455,1527.0147720383775,91.44387187788641,-1679.674401238728,-66.2244773476097
5,0.0833333,-975.8551925178326,-329.8784064347222,-347.9484936594111,7.199160672795374,-1.881449307341748,-0.946729646344126,542.4916464032145,322.37126371330993,337.03889600844013,-112.88884630550079,-199.36360474064227,1018.9586827527204,0.0,2080.0733501425593,-277.6428604827924,-326.2486381429763,2762.471758377419,1487.0872465753291,-158.6493385804773,0.0,1635.7937142259404,-159.21499860648603,-86.95933162769413,-450.2111565835915,-982.8434805525957,239.08719840647507,-4.283893634375837e-118,55.53501871204939,-2099.8194625792607,1505.2454201665632,762.8578293717545,-273.7460370964865,-1192.8701527964258
6,0.1,-596.8511743521714,363.03873552210246,-430.60853808334025,6.377478090197384,0.13101079856489872,-0.23663506132601866,602.7041438711941,-582.7864490305034,447.88298105211874,727.5046439621752,1062.374527059415,986.7062254492071,0.0,827.0377203775688,647.2291633120892,16.215863256177883,1203.282607290129,1235.5471209554867,277.0611968650979,0.0,1531.2660284661647,-664.8172018705111,-373.9340679624309,-626.6052629718857,131.4999305644882,-45.69807040007262,4.2826473424518846e-116,-21.541122444471792,-685.4687635278085,743.6911417925514,799.921797824434,456.146357029569,-1749.8393926014194
7,0.1166667,-449.0257642285745,515.9554116887252,-386.15464956123327,3.6685939312495233,0.447560341888518,0.07866902797870319,752.329068602078,-916.3714327396368,1028.0728382613,1408.4023756325566,2109.955410402405,858.6589611455752,0.0,-167.43457483115944,721.798820658355,245.0747285681297,-639.71147131432,734.649810484411,702.420340030935,0.0,1416.5540331991058,-606.1342187761602,-297.80222305111295,-676.1156257782574,602.0988551888746,-223.0611236219543,7.664928496116358e-116,-21.440623194025328,180.90417740003826,-139.6937539696604,413.38621352165893,468.19846207823855,-1609.6584951456778
8,0.1333333,-340.1634439754963,435.7094445003895,-213.0829528945534,-0.14652730338250197,0.03158857702148725,0.39128101038856894,773.0430424384897,-840.3973817638582,1651.314234644424,1550.7047848834734,2540.3326216744977,567.7502693277523,0.0,-845.097488243223,416.63612834050673,297.8976252589108,-2116.207369368116,66.52548860210524,936.911513604231,0.0,1055.2360818353689,-419.38885324226055,-105.48439809227321,-581.7676693320853,532.1156943067251,-224.76312615612085,2.695468412799096e-116,38.314495770313,403.1370422998691,-628.4431904388296,-37.21353475833851,122.5265334486237,-1022.9525922504614
9,0.15,-128.90680084763383,387.9639217250865,45.33008992664249,-3.911283881783345,-0.1839201144238359,0.9778461205119987,560.9068263478575,-593.1597101086579,1838.6122989608136,1147.6906054535339,2294.851948113055,216.65401837844155,0.0,-1227.9368765482418,147.3617542918085,218.29979479671962,-2835.1054551952056,-665.2945207398438,961.7341299111398,0.0,383.02838088003404,-411.652925131315,1.8999393728762826,-409.3876268420272,204.3245092355876,-115.15846648297915,-1.461871941115014e-115,113.95234475613013,170.8883018802644,-638.2405213207293,-334.03900700089787,-195.00668552109005,-391.97019045259674
10,0.1666667,157.1926323655527,409.82955502871596,310.48005651626227,-6.405221722525358,-0.15444975028145813,1.603861737827154,247.50472005206558,-330.83530944056105,1420.989085850804,587.6804840316952,1635.5023845070036,-77.86850307183039,0.0,-1253.9710289074717,45.764133305420074,147.5075542890429,-2652.795244022721,-1280.1820613921534,823.9661652829566,0.0,-441.4270103762482,-556.4012293153619,-3.534023885593376,-210.6100749583352,-142.11619188372163,-15.692862971182803,-3.259622973787287e-115,136.93281425876705,-242.96508691129773,-375.2650773620094,-475.7370041896747,-310.17996021363314,0.9251754056307959
11,0.1833333,369.47285564705766,379.7073056105975,497.24573511616666,-6.849338383208266,-0.3384009943309533,1.7047542451300568,85.64131877553388,-105.68226098259873,649.8751247912783,327.68555882549725,963.53972787496,-307.7231049869942,0.0,-812.0576020472522,39.311968600809955,224.94363994116438,-1625.9625249194328,-1530.340020097541,516.5076796129056,0.0,-1121.392923372743,-623.5240131314238,-35.46750420638025,-1.7169364590176244,-398.1931064783575,-2.263810985780494,-2.054321801957296e-115,31.76078574749905,-610.8954686281255,-52.06646655548411,-573.953955209179,-268.5079272744521,117.95318982468235
12,0.2,381.9635792425702,199.6336264033382,554.1785969588487,-5.277658253127057,-0.8013488923809126,0.9344012607530916,214.01928947052912,84.13757712222386,-22.95746769225869,515.6619129385017,607.6122075478626,-509.2022954044405,0.0,60.47898411272351,27.199531512749505,463.56097403619236,-58.74667624800077,-1236.2312482322502,18.32070355190166,0.0,-1373.3035115612242,-431.34390991499606,-27.39613734285915,191.36394166183797,-528.0174000409323,-63.697315926542274,4.615156075591667e-115,-228.8295405929291,-751.5750785844714,211.52525437616902,-689.1725572650581,-199.0754586909983,89.5042478865577
13,0.2166667,211.55532445719223,-88.6380226143227,480.246115743908,-2.339037187194906,-1.0498024794532947,-0.447913486828743,509.27148776811,237.07263938336882,-291.974938035479,894.6749578292213,651.0109104341134,-645.711971373141,0.0,1032.7175411368196,-18.695116506354367,715.0621509253011,1481.885325509868,-452.5182109091661,-559.5826003965124,0.0,-1085.499775931392,-1.5323772755589147,6.884974596301866,314.48388268142116,-493.316147017813,-129.95591952167422,1.3331946829232553e-114,-551.2877026077584,-533.3802863402611,311.66258781551403,-748.2228771701209,-177.0643895096384,52.68409526580859
