time,x,y,z
0.0,-10.248101710734174,0.8916562597867441,0.49863230990220303
0.0166667,-10.249186941565442,0.8921857297950831,0.4998172291511884
0.0333333,-10.250200793075116,0.8926971825923808,0.5010043230523922
0.05,-10.250821468376554,0.8934795164343404,0.5020745610112078
0.0666667,-10.250488550160041,0.894621949866548,0.5028631187002306
0.0833333,-10.249201928591333,0.8958505106839624,0.503295999953742
0.1,-10.247637480581918,0.8966893204795197,0.5034573392828058
0.1166667,-10.246599061771818,0.8968360595658623,0.5035274310297365
0.1333333,-10.246545402035371,0.896410120825947,0.5036858087146348
0.15,-10.247379460151107,0.8958626763997822,0.5040279448949793
0.1666667,-10.248418565112813,0.8956702450293504,0.5044977797794858
0.1833333,-10.248767758065041,0.8960816976286141,0.5049048811710725
0.2,-10.248071624250468,0.8970549520292446,0.5050764438104415
0.2166667,-10.246909969587973,0.898312533474263,0.5050216700305894
0.2333333,-10.246254904415926,0.8994264392220801,0.504930655093714
0.25,-10.246505989358202,0.8999688329899628,0.5050101426385329
0.2666667,-10.247167767191984,0.8997329387466053,0.5053209834737471
0.2833333,-10.247455036868972,0.8988538331946219,0.5057472967358682
0.3,-10.247064501686603,0.8976961241998593,0.5060910849645347
0.3166667,-10.246329106833215,0.896647441941553,0.5061976563847045
0.3333333,-10.24578757051463,0.8960129404179648,0.506021477594857
0.35,-10.245733501608958,0.8959715586736314,0.505610745437861
0.3666667,-10.24610992498437,0.8964999598818069,0.5050654046226412
0.3833333,-10.246692480848745,0.897356233047292,0.5045259428678118
0.4,-10.247322626734347,0.898216857444338,0.5041636328738115
0.4166667,-10.247984097892122,0.8988498372269635,0.5041049497608961
0.4333333,-10.248655062144033,0.8991859998735101,0.5043280112761878
0.45,-10.249076622395316,0.89933181831381,0.5046588214270664
0.4666667,-10.24870902686377,0.8995746661883984,0.5049019503821887
0.4833333,-10.247050305701242,0.9002866561845659,0.5049857480432385
0.5,-10.24417069629407,0.9016691213691568,0.5049965640563654
0.5166667,-10.240978558589205,0.9034770075741587,0.5050982837779753
0.5333333,-10.238817400324825,0.9049682502126821,0.5054104051825256
0.55,-10.238642178639527,0.905240968866396,0.5059109280983749
0.5666667,-10.24052641487288,0.9038519538040763,0.5064204756444559
0.5833333,-10.24384363714084,0.9012701201473702,0.5067017167319813
0.6,-10.247644879542666,0.8986742719893749,0.5066241024056888
0.6166667,-10.250761985958933,0.8971190847133157,0.5062632810421733
0.6333333,-10.251974193658436,0.8967729952636564,0.5058413377928505
0.65,-10.250710049565214,0.8969597223481645,0.5055593928666942
0.6666667,-10.247771060309672,0.8969364353590032,0.5054734801784736
0.6833333,-10.245033171611647,0.8965910511515887,0.5055063133556863
0.7,-10.244095673005823,0.8964043886772581,0.5055512006446256
0.7166667,-10.245120265967293,0.8968673404555878,0.5055650901018797
0.7333333,-10.246899270542656,0.8980441163789237,0.5055869466006052
0.75,-10.247885667421025,0.8996112169821022,0.5056803838548863
0.7666667,-10.24719379376586,0.9011157828781496,0.5058562575035948
0.7833333,-10.244955862525314,0.9021527167649458,0.5060495642490778
0.8,-10.242074630591656,0.9024551713196518,0.5061678710557773
0.8166667,-10.23971287865604,0.9019799678595821,0.5061565321128347
0.8333333,-10.238810095967036,0.9009531717254555,0.5060221608838613
0.85,-10.23974046689752,0.8997931727102026,0.5058066380734645
0.8666667,-10.242142241849944,0.8989134224043874,0.5055519039494656
0.8833333,-10.245003728800263,0.8985189212746079,0.5052992370642878
0.9,-10.247097589976544,0.8985451896715746,0.5051108306494982
0.9166667,-10.247619519940264,0.8987966290606165,0.5050490755996494
0.9333333,-10.246575952633178,0.8991606646651902,0.5051055560317989
0.95,-10.244578217253544,0.8996782957724507,0.5051724562186007
0.9666667,-10.242301455714967,0.9003931742114155,0.5051149349815266
0.9833333,-10.24019951007035,0.9011542841593349,0.5048786943806038
1.0,-10.23863435416883,0.9016066419728829,0.5045363563031859
1.0166667,-10.238016664067453,0.9014025838665183,0.5042399434864157
1.0333333,-10.238645418060115,0.9004620454809338,0.504107796347162
1.05,-10.240439710756725,0.8990804005801665,0.5041329828106117
1.0666667,-10.24290721354178,0.8977799241975715,0.5042081135084646
1.0833333,-10.245364122838803,0.8969918603634761,0.5042357600896333
1.1,-10.247178269539425,0.8968259819625575,0.5041902722469035
1.1166667,-10.247912947791308,0.8970998438475959,0.5040931980587038
1.1333333,-10.24739531862105,0.8975181086123197,0.5039885879218369
1.15,-10.245747116313224,0.8977829840581126,0.5039443364948957
1.1666667,-10.243388516067325,0.8976231894517732,0.5040141621417336
1.1833333,-10.240979551184862,0.8969043167644356,0.5041675180719429
1.2,-10.23922936034154,0.8958079356333333,0.5042839585665875
1.2166667,-10.238592896432687,0.894820591444127,0.5042426625396869
1.2333333,-10.239034372174354,0.8944164440687371,0.5040249765278918
1.25,-10.240045326071344,0.8947022346512005,0.5037341259710827
1.2666667,-10.240932102866045,0.8953698290292643,0.5035168563840519
1.2833333,-10.241229038359771,0.8959711727291612,0.5034534174275948
1.3,-10.24099867146317,0.8962387385385215,0.5034983925506336
1.3166667,-10.240724907333425,0.896209951485965,0.5035168548402122
1.3333333,-10.240747661884688,0.8961335701617522,0.50338864930213
1.35,-10.240785808589008,0.8962858382279922,0.5030881109388843
1.3666667,-10.240266252113306,0.8968037831784141,0.5026684228152628
1.3833333,-10.239231565426593,0.8975952412560736,0.5021880562545246
1.4,-10.238550793281474,0.8984120525910246,0.5016818615808668
1.4166667,-10.238829349998602,0.899065063564338,0.5012086341445345
