time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l
0.0,202.99411961786433,82.2436074713166,56.811817576571336,-0.17788147366546403,0.33613168331816345,0.06481533549471136,-197.67943702080223,-37.884965326151075,-99.93588340424817,-12.698744563092742,125.3332152466221,85.21858532073186,0.0,-257.684443290895,92.60381675994287,28.542090199028305,-83.280844965498,19.390201712701348,29.60485452530249,0.0,-270.77213709068803,-125.23717792781096,162.72219808899064,99.76833160528025,-260.7622489913035,-113.61629765979232,253.56748828260274,84.30000409356171,-48.31562886969531,182.77186264025613,67.81842295536202,-2.50029317483234e-21,-185.33740771482275
0.0166667,171.19804739759337,74.23826011229491,53.8096047531573,-0.14711041480697776,0.29345300038148103,0.06354168687231905,-179.73586626458237,-37.842057694751134,-81.91721634658367,-26.341497337172516,91.49815271747362,83.63726676117346,0.0,-222.42389362361914,79.98033040685901,25.903619117811893,-80.66030041809285,12.54540028482982,30.956313496602256,0.0,-223.36163490232116,-114.2000698386447,128.40436896126786,89.30773818649142,-225.77969726150923,-87.09671983564301,213.17522770585197,80.72156641550598,-41.63705693236281,158.94968377955706,39.6636298474949,-1.1872733665614511e-20,-182.01602356999126
0.0333333,120.51859487122371,57.27522215315568,47.357287321253274,-0.06266247615637173,0.2307578665861887,0.05235983080104685,-151.44378284388796,-32.72353481284435,-47.693850145010224,-46.530605523008965,36.422229195864915,74.77930259658635,0.0,-165.2691105795421,55.85145273985139,23.236985686114856,-73.8948389863627,-2.717851105295676,29.411189586081324,0.0,-147.54216395827086,-89.22729102256922,69.01481997852584,69.48018681749139,-154.6083224110902,-45.47892977854771,139.23112653287652,69.89589781515946,-28.25483493283811,111.69359375708846,-3.4182604527174942,-1.3173218629410556e-20,-165.08294436312443
0.05,69.54794417455427,36.18549798225853,37.97138342421877,0.05281864328332375,0.171831371257959,0.03175526356715252,-119.68720025098797,-22.35599848179692,-11.211390922255552,-61.182635996419144,-15.855080115362052,59.24701809522967,0.0,-105.85760838070446,28.626958135682408,20.67604109466369,-62.60042982432459,-20.740524709048966,24.434652827264586,0.0,-72.17171658469049,-56.51556152782715,9.448878741070832,45.418070816074724,-71.89466533314805,-6.8081379989909045,59.51066503393942,52.64385840748303,-13.63711169802401,56.25037371596849,-38.92636414838204,6.975581741066222e-21,-131.51763771574116
0.0666667,35.911939719448746,18.512976428345727,26.08820861600822,0.14472735774458745,0.13158775679351137,0.00891812659628775,-87.11917005117031,-10.011635162277372,7.017324853389776,-55.83481734625678,-39.37251593224187,40.50121718361625,0.0,-62.51662596946118,9.938229146236086,15.790520006021113,-46.651089568748766,-32.39160710802531,17.80732681417369,0.0,-26.041218898472316,-27.027476139753727,-18.931344176769453,23.42381126351813,-16.746224535218303,10.67274257543593,11.06555218957718,31.958510778105726,-6.243742348379768,15.532467514500492,-43.39358894360803,5.295424890480721e-20,-83.41706663315833
0.0833333,14.931767496243248,7.648798406901831,13.27724484450479,0.16775270003938902,0.0904099983464502,-0.003696159387646759,-50.1604717064372,-1.4493982189711674,3.307763254342304,-33.962602592579444,-42.05690369160363,20.896475074323323,0.0,-30.891479543395928,2.2313985521608157,6.742758830064151,-28.766307778787272,-35.29791216835702,12.26910726697837,0.0,-3.228900852634987,-8.602837014723773,-15.86056170824129,6.759968415027137,-5.038202761117098,13.293363928053896,-1.3109885906119159,12.691965665407611,-7.07187863745946,-0.8392209112205073,-30.66250937974663,7.873243436063194e-20,-39.145973426834125
0.1,0.6718121639045633,3.107175691581187,3.5874622162622254,0.122200167205051,0.038473914913518245,0.000802818073326609,-14.776046427299734,1.67389991122528,-10.109070485085779,-10.057022651109405,-43.203795772879175,-2.782452656471053,0.0,-6.775177620113987,1.5750251583393082,-1.8498838651409277,-13.429130676789734,-32.81357716185729,7.059726240806682,0.0,7.171524935819494,-4.236487457111107,1.3354313924810366,-0.48847859113866415,-27.83422233388887,12.988814707849327,6.103462137317681,-0.9812521706151888,-9.22063557867646,5.285196950570106,-30.434249137635053,4.7443838917314466e-21,-21.80574459640255
0.1166667,-9.385717290091115,2.0250762632881028,0.005338842948135506,0.04314633445056174,-0.011893852584279661,0.019592103517868976,10.199562942939277,2.0008917142139984,-17.29833865267456,3.6433402669216997,-51.27517626286692,-31.050747696156595,0.0,10.730442754709035,2.278553263871514,-4.171776732569287,-2.8818742436264393,-27.572172886432774,1.1673579650456198,0.0,12.674697356730729,-10.022666348609855,15.151450006775487,2.0578541052524604,-60.42271975159308,15.292938732193488,13.931836627847185,-7.716354214577341,-6.312971948192451,22.54781246137143,-54.09860833418896,-1.9214287084170428e-19,-34.997964083320866
0.1333333,-14.306262942069326,1.662840374880426,1.3556844867024456,-0.031432360765238886,-0.03833736325954805,0.04130699750053535,20.98198897479537,2.4829769230433496,-11.84005205840262,5.7726474674439405,-57.304787531874396,-52.78527900603823,0.0,19.49228358693833,1.2702695745573422,-0.5748797461077372,1.838806373619573,-20.986838997130786,-3.1688703753090324,0.0,15.17961045712551,-16.64392448060436,18.74171185283364,8.215482984036758,-76.65137850038074,17.599382120483746,14.748743268795842,-8.61536098552618,-0.2581216617160253,35.40392193882298,-80.13507894660397,-3.5178328811788227e-19,-55.47645811637134
0.15,-11.502869035675008,1.0962833136905805,3.7173389967646555,-0.07186857822226499,-0.028228793213548316,0.052092182577029286,18.492951127229524,3.5455114701947017,2.6170455060279787,2.38748028004339,-48.92089077914303,-53.13490028213717,0.0,15.350913047664049,-0.8736414546602609,3.762340758456718,-2.40611846082492,-18.037199779632026,-3.3257597013712954,0.0,11.311758461320462,-16.281216131029026,13.770978235280216,11.40747983228234,-63.02894709658255,15.48888921924941,12.575881077112296,-6.582161045102827,2.638740477543078,33.11423268270456,-81.07129240121992,-1.3487037017010064e-19,-58.07195697172888
