time,pelvis_tilt,pelvis_list,pelvis_rotation,pelvis_tx,pelvis_ty,pelvis_tz,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r,mtp_angle_r,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,mtp_angle_l,lumbar_extension,lumbar_bending,lumbar_rotation,arm_flex_r,arm_add_r,arm_rot_r,elbow_flex_r,pro_sup_r,arm_flex_l,arm_add_l,arm_rot_l,elbow_flex_l,pro_sup_l
6.1666667,-9.282967559399342,-11.362539321609734,8.845224100267052,-1.999644518807534,1.0242704468142432,0.15355713601293386,16.1848353424373,3.892476363250086,-24.796900703254444,6.400933735745657,-1.8887144086666448,-3.7297593572486827,0.0,15.679507303421659,-24.127085713946624,4.57529761083287,24.01460887716423,-5.971740409558434,-21.219151770000188,0.0,-0.1969694116357242,-8.726086202724913,9.76154974726182,-108.65526687549655,-155.8074041801263,197.5348882601345,60.30838022891355,104.70258474418682,-515.8960735333064,-147.33768067813259,-193.7852614464234,59.355652937125726,97.3636904488576
6.1833333,-8.720399352713823,-11.077264936559123,8.48207167756557,-1.9946725439568715,1.022328805661603,0.16214786943493614,15.171935833642301,4.410663759906725,-23.70406347703619,6.551010539152455,-0.3847400897180256,-4.295366735875222,0.0,14.520405049519477,-24.587201618752513,4.812019644472341,24.188441267827027,-5.623031219608466,-21.3063407437725,0.0,0.3303438389243102,-7.481291598063097,9.397850526967964,-109.73061435359692,-154.4137274836,196.3147131570993,61.70664883674647,105.47055957834993,-513.7110788347964,-147.36303197528522,-193.3375131856262,59.47407884883649,98.69979956145404
6.2,-8.35346836539487,-10.876056948414695,8.180975384551845,-1.9902077841753578,1.020252188892707,0.17044259654312122,14.409747280482089,4.927284758937642,-22.703690704152347,6.625963049984846,0.9847455164577408,-4.776818307981988,0.0,13.912010779674091,-25.05244675707673,4.911595152403013,24.54626857406168,-5.703045798397835,-21.76573146057213,0.0,0.8308599824634936,-6.306901622691324,9.082023317660878,-110.94870959431938,-152.537095101596,195.38913481378415,63.18865280113494,105.96262358632211,-511.2380501004227,-147.50240966769394,-192.2720594110003,59.24410914646385,99.77232193030764
6.2166667,-8.149996316656175,-10.708586059612136,7.798455433086016,-1.9862190011142027,1.0190870284777076,0.17827756676528628,13.892735314004753,5.411210349877003,-21.859331024808338,6.7016663801103435,2.0845929808725474,-5.239047904268402,0.0,13.7433864577817,-25.455594580832383,4.901575590343911,25.146440124932667,-6.196081158219688,-22.63629185925148,0.0,1.2616149339042257,-5.204767757519323,8.796842440461445,-112.39626167809016,-150.56635429490137,194.5766173244856,64.67883654118795,106.10208615074032,-508.6530289624308,-147.855901972373,-191.14453740454076,58.56691645767255,100.5024322568504
6.2333333,-8.055885477417716,-10.508444898953934,7.2029304195975,-1.9831526874151382,1.0193312834430277,0.1856610113286824,13.569824053965704,5.821533980732152,-21.144328851196875,6.816775459978153,2.862103913793771,-5.6742101811664485,0.0,13.853660418911144,-25.69527360241105,4.88427371896198,25.99773705399915,-6.903915170641109,-23.850975549929053,0.0,1.6121904492454449,-4.162266316997555,8.427390939082363,-114.20474667653646,-148.98765688178028,193.57974531686745,66.18883344419312,105.89770672782477,-506.3398872995378,-148.40597378062438,-190.65382066114603,57.47529260569455,100.88865588210398
6.25,-8.032474232328616,-10.209104277382764,6.342513051391559,-1.981678256603717,1.0206708489661434,0.19276771467050666,13.401502262645426,6.116471730254584,-20.488143350762726,6.966558999185077,3.3481623599668984,-6.046965626402315,0.0,14.14505387345342,-25.66884829144608,4.972700658350727,27.073031123796248,-7.506008907847821,-25.219360650804674,0.0,1.8942748346802247,-3.219728833544646,7.8406100620527255,-116.61399078105917,-148.10226376421164,192.0101690798624,67.95933301343786,105.38095037039142,-504.7443101628273,-148.91886936733317,-191.10515669594176,56.32766421834666,100.97593692764104
6.2666667,-8.063037899066957,-9.766117051034326,5.279321594548229,-1.9821293584160706,1.022301838142034,0.19976919339599156,13.365177121238288,6.268461466195166,-19.831455394263592,7.111286426119308,3.617086119718743,-6.3410163751790485,0.0,14.613654383390553,-25.315786518535596,5.228529027702137,28.33380843656601,-7.706895700946994,-26.45698943647753,0.0,2.114663081498574,-2.481577804328625,6.9796898613639735,-119.96921657323664,-147.85502545571802,189.4659756066395,70.35724124882059,104.56956324148348,-504.17345156570076,-149.04127016394986,-192.182051504083,55.75844384599558,100.8138736564655
6.2833333,-8.13972232725486,-9.174652851855386,4.162791598687193,-1.984137164222519,1.0235494840140718,0.20658787349439725,13.432091333012746,6.272980461644198,-19.15207032582941,7.200113454594202,3.747994927757355,-6.567561055312894,0.0,15.29782948987077,-24.639159471203033,5.645762090046248,29.744528488453614,-7.385219890595353,-27.29106882406609,0.0,2.266985232303938,-2.0345824505116528,5.888947876149899,-124.5485066493009,-147.92461273497463,185.75371635874276,73.52873055856512,103.48842806866514,-504.687235539894,-148.52886428873285,-193.19404102282172,56.33074910986595,100.4346660190028
6.3,-8.255506665584742,-8.469916019945034,3.150038960411644,-1.9867280092612414,1.024231732518276,0.21282510556808507,13.559838468974084,6.144098829867415,-18.452637630063172,7.20137086692544,3.8089507414946735,-6.746400981778107,0.0,16.20180184200872,-23.69488881743917,6.160483666272119,31.260395014687695,-6.610382528435167,-27.557162106278657,0.0,2.351189347758811,-1.8540504460511953,4.702091553853309,-130.30461232672002,-147.97621654505664,181.0948901316542,77.08798252359841,102.21369194230026,-506.0992502556893,-147.42986428427037,-193.50683628865153,58.164062875986374,99.86737053184503
6.3166667,-8.397835397863677,-7.706356523485579,2.3232713459510457,-1.9887530175070094,1.0245136620404114,0.21802094776883485,13.698871439949379,5.902507705423098,-17.732645730818085,7.118672992016719,3.8537114210519032,-6.887038062996871,0.0,17.24168838092419,-22.563294682729165,6.66086770023723,32.797552346220655,-5.518520133903929,-27.210683476773944,0.0,2.3836141397154185,-1.8046160339605486,3.6407459417060584,-136.7219760016967,-147.85591047802382,176.0826726799734,80.1167171985351,100.87573090880683,-508.02801813641815,-146.09484096125914,-192.8174082437144,60.86965275075595,99.16169865440595
