time,x,y,z
0.0,-0.062178779069545435,0.03799203696306652,0.0684296721071227
0.0166667,-0.06538510432097071,0.028207900863442905,0.07234468442983208
0.0333333,-0.053984005154511835,0.036438358698205185,0.06914216946028455
0.05,-0.012621932403152658,0.05865637877352537,0.057217712311786524
0.0666667,0.05253806390624254,0.07541508278402423,0.03659301667473248
0.0833333,0.09392610202341521,0.06653506511877831,0.01634994356001301
0.1,0.08495015797550046,0.030621502538785896,0.004987649954415077
0.1166667,0.034784750791869185,-0.011626653038461027,0.005345452228499592
0.1333333,-0.02753033245312986,-0.03436797627069011,0.014750893188836225
0.15,-0.06513274342476273,-0.026095896824324873,0.025738077398547783
0.1666667,-0.04909608877448395,0.005561572049908253,0.028442416545563017
0.1833333,0.011627270211770685,0.04326265520633285,0.018345352829091693
0.2,0.06502130101253505,0.07063390358226435,0.0023356458988478394
0.2166667,0.0626690343588777,0.07576154051856931,-0.006679123440001824
0.2333333,0.011319633211835201,0.05320194505065187,-0.0018598109592785639
0.25,-0.03520676227031733,0.009558594108789804,0.012056115016095593
0.2666667,-0.03480554995719603,-0.036277668232352886,0.023896181793824533
0.2833333,0.0035923396913256213,-0.06514962968728687,0.025043307162156758
0.3,0.039026059834552936,-0.06974648855232507,0.014547394311729573
0.3166667,0.04296952640439755,-0.05301474529983948,-0.002169129603634231
0.3333333,0.01893216898239116,-0.021170478632974738,-0.018397295516262995
0.35,-0.011490217464307294,0.016040309010127915,-0.02988288347527343
0.3666667,-0.030983400910682243,0.044674275412509686,-0.034165924357288505
0.3833333,-0.03718769070362823,0.05450211052224676,-0.028720577035058523
0.4,-0.03855808602637663,0.046359804212412564,-0.013272511706122687
0.4166667,-0.04107344106437567,0.028909404589844503,0.00603086258878904
0.4333333,-0.036986782578527964,0.012446248981870444,0.018735652959390767
0.45,-0.00763417778568345,0.008060900962101079,0.018724482955273885
0.4666667,0.0578137400671341,0.025274527139193946,0.0096823738368846
0.4833333,0.14112087708862933,0.06271399076882576,0.0013972121046671858
0.5,0.19460202357597145,0.10086893778268591,0.001759159054137925
0.5166667,0.17338149434821473,0.10807046968468698,0.011817505152471418
0.5333333,0.07546331858236845,0.06069105160837345,0.025456327589074547
0.55,-0.054684757850640135,-0.033320698897009796,0.03263415463423078
0.5666667,-0.16434677727860367,-0.1283411831157396,0.025820173405840665
0.5833333,-0.22419403763167875,-0.16806994598020722,0.006424867617964322
0.6,-0.2201987901954698,-0.13136120498994333,-0.014863916894566998
0.6166667,-0.14030614211426792,-0.05366511564507585,-0.025882400060902776
0.6333333,0.0021469353987930095,0.0037936682488524586,-0.022503024644352457
0.65,0.14106067216908674,0.009800750497473996,-0.010807393653304614
0.6666667,0.19017036075983268,-0.013579661557529689,-0.00048245238088036546
0.6833333,0.120096912611657,-0.021843142401449633,0.00318173395295323
0.7,-0.008984586920823042,0.0051837929079837615,0.001743143550610666
0.7166667,-0.09983324435008194,0.050840919125493884,0.00042669314585142357
0.7333333,-0.0963303888541893,0.08660433476867624,0.002986567029483439
0.75,-0.012621416604485637,0.09663844186431995,0.00837737987796475
0.7666667,0.09380073676875457,0.07974226032535713,0.011977035300475563
0.7833333,0.16478758773878244,0.041863368804229806,0.01016872281313837
0.8,0.1685004265109739,-0.006107671863059935,0.003441508081059887
0.8166667,0.10494311645122854,-0.04852760521008366,-0.004679100305870014
0.8333333,-0.0006617882949053414,-0.07013872998095087,-0.010952640878634139
0.85,-0.1072600424051082,-0.06454039549662138,-0.014493826828341745
0.8666667,-0.17007839821410556,-0.03885730812435926,-0.01572254067098036
0.8833333,-0.1598129442989273,-0.009396132520439898,-0.01394487959936302
0.9,-0.08263475421192978,0.010161031610497787,-0.007886503430197585
0.9166667,0.019509755142346114,0.018739663481763518,0.0004605210142016047
0.9333333,0.0984915973630349,0.025666111768473786,0.005092698151643838
0.95,0.13395811543079428,0.03729457268132214,0.0013744629780123134
0.9666667,0.13508367076129663,0.047003393975494974,-0.008904198279484922
0.9833333,0.11387607762907803,0.040371954866506306,-0.018629573538895477
1.0,0.06949091856626025,0.009942746489184862,-0.02071699020595966
1.0166667,0.0010682634508640415,-0.03544411385886141,-0.013483676886096772
1.0333333,-0.07575891350892346,-0.07419904129841776,-0.0024931232820949376
1.05,-0.13417867547753404,-0.08576224146489789,0.004209781714298326
1.0666667,-0.15464465252408366,-0.0655378404295487,0.0037157500879161556
1.0833333,-0.13363985227591296,-0.0280186226106127,-0.000582693343490787
1.1,-0.07958500613502782,0.005912178910356844,-0.004614140566684575
1.1166667,-0.006799749535494002,0.02381009630044053,-0.006622875887582561
1.1333333,0.06771054380688536,0.0234197283517907,-0.005181371600056275
1.15,0.12580047638154626,0.005471149186016217,0.0005640283145240023
1.1666667,0.15031309196505754,-0.026384534536095655,0.007527482456173531
1.1833333,0.13110603441371627,-0.058096061162979364,0.009490278631542512
1.2,0.07391375562079239,-0.06797979027181797,0.003075580996695412
1.2166667,0.002852592923411855,-0.04504325859736921,-0.008249913669090938
1.2333333,-0.05022511861550617,-0.0023082523115316583,-0.016690174739515763
1.25,-0.06340414255669483,0.03296344959716573,-0.016540168856899393
1.2666667,-0.03775563015267819,0.04205600705500498,-0.0086178312662604
1.2833333,0.0013610653640225478,0.027221793448116097,0.0004836339176003314
1.3,0.020331450243997753,0.005462475472579498,0.003360528276725201
1.3166667,0.008057668496395758,-0.0060922089523566345,-0.002502930239870667
1.3333333,-0.007380741517801074,-2.431995204892432e-05,-0.013099350442561983
1.35,0.010503708817556594,0.019849374587283072,-0.02227469035639806
1.3666667,0.05202021961704407,0.04126456352280855,-0.027442662836793922
1.3833333,0.06117711194454396,0.05078375746009407,-0.029962932792513434
1.4,0.01205165060142386,0.04508829253289497,-0.030293002521479536
1.4166667,-0.03698248836513622,0.03343708932404896,-0.025164706474436218
1.4333333,-0.004191918098407902,0.024895560294220742,-0.011448471187636481
1.45,0.10610587158503622,0.017944134243201196,0.007706514677436776
1.4666667,0.19419213477352135,0.007589665947969299,0.023058083180918832
1.4833333,0.17216103477117636,-0.002468493329607329,0.02757929267510745
1.5,0.051001120138615554,-0.0038383979692335865,0.022938737901432808
1.5166667,-0.08670695536611986,-0.001063384420882228,0.015059986018574374
1.5333333,-0.17136489396939775,-0.016307286706568076,0.005297316210532179
1.55,-0.18749649476848793,-0.06706880773858312,-0.009844276555072647
1.5666667,-0.1536870438392457,-0.13850270419432786,-0.029794649302398075
1.5833333,-0.09111624230682444,-0.1848728972223631,-0.04439523758985109
1.6,-0.01613066761632758,-0.1671075242200727,-0.041119547877897115
1.6166667,0.05216447227715029,-0.08934790321079507,-0.018168104373610567
1.6333333,0.0938479181341692,0.00759429737811554,0.012006799924688517
1.65,0.10289078230020011,0.0851894690417704,0.03345632762809895
1.6666667,0.0919697613254319,0.12940252084622228,0.039848589323693055
1.6833333,0.073434772890146,0.13865862265656256,0.036410778643797104
1.7,0.04105324381201199,0.10896904552989378,0.030866887073528314
1.7166667,-0.013600866590759752,0.0428719165272057,0.025054006092880082
1.7333333,-0.06642716073679604,-0.03461281808431904,0.016153667154371224
1.75,-0.06528252999795287,-0.08411458122155728,0.004085898069181518
